iter	RMSE
232	0.352298608
233	0.3522923637
234	0.3522902213
235	0.3522885864
236	0.352284465
237	0.3522815385
238	0.3522812663
239	0.3522812476
240	0.3522742
241	0.3522591651
242	0.3522574694
243	0.3522549504
244	0.3522533788
245	0.3522492724
246	0.3522406167
247	0.3522208875
248	0.3522181376
249	0.3522167601
250	0.3522152705
251	0.3522115254
252	0.3522096781
253	0.3522041309
254	0.3522027218
255	0.3521997714
256	0.3521979803
257	0.3521938434
258	0.3521900768
259	0.3521889192
260	0.3521773105
261	0.3521722323
262	0.3521691435
263	0.352168269
264	0.3521665931
265	0.3521618008
266	0.3521601718
267	0.3521587604
268	0.3521580933
269	0.3521559669
270	0.3521552885
271	0.3521494219
272	0.352147337
273	0.3521448482
274	0.3521400054
275	0.3521389847
276	0.3521379055
277	0.3521346373
278	0.3521342105
279	0.3521304532
280	0.3521268729
281	0.3521263877
282	0.352125608
283	0.3521215856
284	0.352119923
285	0.3521187414
286	0.352116977
287	0.3521154963
288	0.352113681
289	0.3521128588
290	0.3521053525
291	0.3521021409
292	0.3521016709
293	0.3520969324
294	0.3520914431
295	0.352089125
296	0.3520843888
297	0.3520758226
298	0.3520664144
299	0.3520552401
300	0.3520529156
301	0.3520525977
302	0.3520500581
303	0.3520462333
304	0.3520422403
305	0.3520398895
306	0.3520357218
307	0.3520268948
308	0.3520242965
309	0.3520225369
310	0.3520145743
311	0.3520104496
312	0.3520102796
313	0.3520096056
314	0.3520068935
315	0.3519931512
316	0.3519913074
317	0.351989198
318	0.3519885221
319	0.3519794123
320	0.3519706868
321	0.3519663405
322	0.3519656391
323	0.3519643705
324	0.3519622168
325	0.3519615761
326	0.3519578952
327	0.3519495693
328	0.3519472635
329	0.3519457174
330	0.3519371422
331	0.3519224017
332	0.3519140276
333	0.3519137745
334	0.3519106201
335	0.351908675
336	0.3519080193
337	0.3519069536
338	0.3519033035
339	0.3519022739
340	0.3519001014
341	0.3518984529
342	0.3518941641
343	0.3518822454
344	0.3518800784
345	0.351870019
346	0.3518693422
347	0.3518603864
348	0.3518601123
349	0.351857393
350	0.3518564855
351	0.3518543257
352	0.351851448
353	0.3518490533
354	0.3518459299
355	0.3518431343
356	0.3518411298
357	0.351838744
358	0.3518325934
359	0.3518323542
360	0.3518302379
361	0.3518152887
362	0.3518139833
363	0.351813418
364	0.3518125292
365	0.3518001728
366	0.351798004
367	0.3517939499
368	0.3517893555
369	0.3517866695
370	0.351783954
371	0.3517713938
372	0.3517611724
373	0.3517597493
374	0.3517585724
375	0.3517577156
376	0.3517567091
377	0.3517554137
378	0.3517528753
379	0.3517518146
380	0.3517500394
381	0.3517498105
382	0.3517401839
383	0.3517395698
384	0.3517379406
385	0.3517292485
386	0.35172614
387	0.3517163153
388	0.3517025317
389	0.3516876319
390	0.3516869724
391	0.3516830525
392	0.3516802752
393	0.3516770256
394	0.3516741665
395	0.351670026
396	0.3516654965
397	0.3516589452
398	0.351651113
399	0.3516486676
400	0.3516471284
401	0.3516465494
402	0.3516433655
403	0.3516379244
404	0.3516373063
405	0.3516322476
406	0.3516256062
407	0.3516240751
408	0.3516210926
409	0.3516190051
410	0.3516174891
411	0.3516117664
412	0.3516064326
413	0.3516032792
414	0.3516003751
415	0.3515981344
416	0.3515943523
417	0.3515884432
418	0.3515807609
419	0.3515760874
420	0.3515727157
421	0.3515686985
422	0.3515638643
423	0.3515620454
424	0.3515591062
425	0.3515552966
426	0.351553252
427	0.3515531358
428	0.3515444886
429	0.3515404621
430	0.3515388313
431	0.3515379219
432	0.3515303983
433	0.3515243425
434	0.351523248
435	0.3515076739
436	0.3515074646
437	0.3515043344
438	0.3514980242
439	0.3514935604
440	0.3514877295
441	0.351485352
442	0.3514818473
443	0.3514803652
444	0.3514744672
445	0.3514565433
446	0.3514533499
447	0.3514529238
448	0.3514460848
449	0.3514438688
450	0.3514422711
451	0.3514418012
452	0.3514393919
453	0.3514333761
454	0.3514294964
455	0.3514277434
456	0.3514269719
457	0.3514267647
458	0.3514252751
459	0.3514221786
460	0.3514200923
461	0.3514192499
462	0.3514052886
463	0.3514033216
464	0.3514011926
465	0.3513993008
466	0.351388988
467	0.3513833159
468	0.3513831455
469	0.3513824516
470	0.3513779042
471	0.3513767354
472	0.3513742269
473	0.3513566619
474	0.3513537524
475	0.3513519536
476	0.3513413015
477	0.3513354365
478	0.3513348778
479	0.3513289513
480	0.3513286906
481	0.3513274036
482	0.3513263513
483	0.3513247263
484	0.351320926
485	0.3513127759
486	0.3513118641
487	0.351311724
488	0.3513032274
489	0.3513014259
490	0.3512993216
491	0.3512970464
492	0.3512947262
493	0.351282669
494	0.3512791235
495	0.351275555
496	0.3512686075
497	0.3512664848
498	0.3512640072
499	0.3512612634
500	0.351259002
501	0.3512563978
502	0.351254922
503	0.3512530405
504	0.3512527988
505	0.3512508372
506	0.3512491758
507	0.3512484161
508	0.3512436345
509	0.3512415852
510	0.3512371508
511	0.351235392
512	0.3512296247
513	0.3512274477
514	0.3512218773
515	0.3512146717
516	0.3512138867
517	0.3512085319
518	0.3512052897
519	0.3512028124
520	0.3511999753
521	0.3511994362
522	0.351191508
523	0.3511894371
524	0.351188188
525	0.3511760712
526	0.3511743066
527	0.3511734695
528	0.3511647602
529	0.3511641224
530	0.3511625106
531	0.351158192
532	0.3511570197
533	0.3511566535
534	0.3511557494
535	0.3511545215
536	0.3511521568
537	0.3511458992
538	0.3511446162
539	0.3511406179
540	0.3511381459
541	0.3511319504
542	0.351128366
543	0.3511259752
544	0.3511241566
545	0.3511236093
546	0.3511230047
547	0.35112104
548	0.3511203427
549	0.3511181747
550	0.3511125339
551	0.3511092179
552	0.3511085822
553	0.3511083937
554	0.3511060549
555	0.3511044545
556	0.3511029739
557	0.3511017347
558	0.3510949581
559	0.3510895994
560	0.3510883816
561	0.351087882
562	0.3510860138
563	0.3510842141
564	0.3510820636
565	0.3510799078
566	0.3510786324
567	0.3510741472
568	0.3510704713
569	0.3510685253
570	0.3510656908
571	0.3510597053
572	0.3510586765
573	0.3510544605
574	0.3510539569
575	0.3510515102
576	0.3510514318
577	0.3510504183
578	0.351048261
579	0.3510464958
580	0.3510431305
581	0.3510398915
582	0.3510367074
583	0.3510327656
584	0.3510311895
585	0.3510274893
586	0.3510255325
587	0.3510245237
588	0.3510235303
589	0.3510204803
590	0.3510180134
591	0.3510160142
592	0.3510140325
593	0.3510122543
594	0.3510097022
595	0.3510092831
596	0.3510049478
597	0.3510036844
598	0.351002251
599	0.3509992945
600	0.3509934084
601	0.3509893177
602	0.350987951
603	0.3509863949
604	0.3509850453
605	0.350983534
606	0.3509796085
607	0.3509766653
608	0.350975153
609	0.3509721703
610	0.3509704401
611	0.3509696098
612	0.3509637341
613	0.3509588197
614	0.350955393
615	0.3509533009
616	0.3509502303
617	0.3509492127
618	0.3509458
619	0.3509424329
620	0.3509416749
621	0.3509360925
622	0.3509342272
623	0.3509335688
624	0.3509332259
625	0.3509296783
626	0.3509261111
627	0.350924589
628	0.350922702
629	0.3509196752
630	0.3509182044
631	0.3509178236
632	0.3509143847
633	0.3509141057
634	0.3509089109
635	0.3509003899
636	0.3508970172
637	0.3508959821
638	0.3508927754
639	0.3508904925
640	0.3508894536
641	0.350888342
642	0.3508880542
643	0.3508862378
644	0.3508857464
645	0.3508834709
646	0.3508789534
647	0.350876538
648	0.350874071
649	0.3508694106
650	0.350867878
651	0.3508667442
652	0.3508659652
653	0.3508652612
654	0.3508648234
655	0.3508625237
656	0.3508623093
657	0.3508613718
658	0.3508581361
659	0.3508556204
660	0.350853953
661	0.3508483662
662	0.3508475353
663	0.3508459005
664	0.3508427341
665	0.3508414499
666	0.350839652
667	0.3508361116
668	0.3508346535
669	0.3508336138
670	0.3508313969
671	0.3508286586
672	0.3508246544
673	0.3508236204
674	0.350823089
675	0.3508184896
676	0.3508162728
677	0.3508155038
678	0.3508118813
679	0.3508103142
680	0.3508067033
681	0.3508060564
682	0.3508024429
683	0.3507995133
684	0.3507957819
685	0.3507929032
686	0.3507904652
687	0.3507868257
688	0.3507857116
689	0.3507847784
690	0.3507827016
691	0.3507803427
692	0.3507789367
693	0.3507715615
694	0.3507694985
695	0.3507657746
696	0.3507638506
697	0.3507632597
698	0.3507630208
699	0.3507624286
700	0.3507552445
701	0.3507504168
702	0.3507479336
703	0.350747062
704	0.3507459876
705	0.3507414799
706	0.3507386752
707	0.3507378472
708	0.3507332445
709	0.3507331486
710	0.350732223
711	0.350730733
712	0.3507301275
713	0.35072485
714	0.3507234759
715	0.3507229746
716	0.3507212225
717	0.3507191185
718	0.3507156316
719	0.3507083767
720	0.3507078627
721	0.3507062041
722	0.3507033573
723	0.3507014501
724	0.3507000156
725	0.3506987755
726	0.3506966028
727	0.3506960058
728	0.3506937038
729	0.3506924038
730	0.3506886881
731	0.3506820923
732	0.3506813582
733	0.3506785074
734	0.3506760189
735	0.3506759531
736	0.3506731589
737	0.3506723406
738	0.3506643876
739	0.3506640914
740	0.3506634446
741	0.3506609426
742	0.3506604998
743	0.3506556413
744	0.3506545047
745	0.3506542938
746	0.3506529126
747	0.3506509063
748	0.3506504329
749	0.3506496828
750	0.3506471635
751	0.3506426162
752	0.3506421093
753	0.3506400506
754	0.3506391231
755	0.3506360665
756	0.3506339003
757	0.3506326104
758	0.3506308851
759	0.3506269456
760	0.3506260402
761	0.3506255441
762	0.3506242483
763	0.3506237082
764	0.3506235311
765	0.3506225766
766	0.3506214473
767	0.3506207424
768	0.3506191431
769	0.3506149419
770	0.350613277
771	0.3506111068
772	0.3506092191
773	0.3506079376
774	0.350607332
775	0.3506067957
776	0.3506057777
777	0.3506054187
778	0.350600558
779	0.3506003409
780	0.3505995473
781	0.3505987198
782	0.3505978446
783	0.3505965589
784	0.3505951997
785	0.3505948039
786	0.350592699
787	0.3505918453
788	0.3505916123
789	0.3505899174
790	0.3505852528
791	0.3505844605
792	0.3505817094
793	0.3505812621
794	0.350579475
795	0.3505752739
796	0.3505737339
797	0.3505712456
798	0.3505708097
799	0.3505705115
800	0.3505693808
801	0.3505669833
802	0.3505604773
803	0.3505575291
804	0.350556618
805	0.3505548653
806	0.3505533917
807	0.3505507216
808	0.3505506126
809	0.3505454638
810	0.3505398099
811	0.3505383718
812	0.3505380932
813	0.3505365445
814	0.3505352411
815	0.3505346131
816	0.3505325703
817	0.3505324291
818	0.3505310116
819	0.3505297294
820	0.3505293565
821	0.3505276591
822	0.3505269252
823	0.3505244019
824	0.3505190274
825	0.3505186639
826	0.3505177326
827	0.3505159362
828	0.3505158743
829	0.3505151519
830	0.3505119054
831	0.3505094496
832	0.3505090087
833	0.3505051631
834	0.3505045832
835	0.3504998224
836	0.3504991972
837	0.3504958793
838	0.3504937955
839	0.3504926392
840	0.350490981
841	0.3504879774
842	0.350485662
843	0.3504836863
844	0.3504830671
845	0.3504814304
846	0.3504790834
847	0.3504785237
848	0.350474609
849	0.3504742669
850	0.3504720798
851	0.3504700195
852	0.350468213
853	0.3504678364
854	0.3504671803
855	0.3504658289
856	0.3504629232
857	0.3504594501
858	0.3504584976
859	0.350456676
860	0.3504552865
861	0.3504533895
862	0.3504496704
863	0.3504489103
864	0.3504450163
865	0.3504357053
866	0.3504339104
867	0.3504327228
868	0.3504304521
869	0.3504258847
870	0.350423654
871	0.3504227059
872	0.3504226943
873	0.3504184268
874	0.3504183608
875	0.3504169711
876	0.3504166487
877	0.3504155586
878	0.350413713
879	0.3504091421
880	0.3504078174
881	0.3504055219
882	0.3504042634
883	0.3504025121
884	0.3503989362
885	0.3503978813
886	0.3503953946
887	0.3503920827
888	0.3503882747
889	0.3503870818
890	0.3503860339
891	0.3503813256
892	0.3503801968
893	0.3503767049
894	0.3503714948
895	0.3503701525
896	0.3503686807
897	0.3503662684
898	0.3503652306
899	0.3503622289
900	0.350360544
901	0.3503583931
902	0.3503581816
903	0.3503571345
904	0.3503540767
905	0.3503526836
906	0.3503513065
907	0.3503505671
908	0.3503494037
909	0.3503487225
910	0.3503463676
911	0.3503447059
912	0.350342123
913	0.3503420552
914	0.3503412299
915	0.3503375134
916	0.3503371827
917	0.3503365432
918	0.3503351603
919	0.3503349997
920	0.3503338572
921	0.350333235
922	0.3503322097
923	0.350331653
924	0.350330439
925	0.3503286262
926	0.3503283039
927	0.3503227126
928	0.3503219073
929	0.3503187725
930	0.3503174415
931	0.3503173471
932	0.3503147047
933	0.3503125353
934	0.350312109
935	0.3503091958
936	0.3503066094
937	0.3503050757
938	0.3503043896
939	0.3503029708
940	0.3503027656
941	0.3503015882
942	0.3503012115
943	0.3503009373
944	0.350300553
945	0.3502983524
946	0.3502977296
947	0.350297
948	0.3502960308
949	0.3502936641
950	0.3502903877
951	0.3502883692
952	0.3502872815
953	0.3502868639
954	0.3502849805
955	0.3502841472
956	0.3502835931
957	0.3502815481
958	0.350280805
959	0.3502807428
960	0.3502799208
961	0.3502792991
962	0.3502778738
963	0.3502758527
964	0.3502737759
965	0.3502729263
966	0.3502727111
967	0.3502711094
968	0.3502698559
969	0.350268586
970	0.3502679922
971	0.350264132
972	0.3502632242
973	0.3502622531
974	0.3502598893
975	0.3502589325
976	0.3502554966
977	0.3502544142
978	0.3502528372
979	0.3502495772
980	0.3502463729
981	0.3502418819
982	0.3502417997
983	0.3502414519
984	0.3502397404
985	0.3502379015
986	0.3502354172
987	0.3502351712
988	0.3502325303
989	0.3502302419
990	0.3502298897
991	0.3502291756
992	0.3502268927
993	0.3502268842
994	0.3502267678
995	0.3502261673
996	0.3502228733
997	0.3502227585
998	0.350221745
999	0.3502215755
