iter	Passed	Remaining
424	2812	3805
425	2818	3798
426	2825	3791
427	2831	3784
428	2837	3777
429	2843	3769
430	2850	3763
431	2857	3757
432	2864	3751
433	2871	3744
434	2878	3738
435	2884	3731
436	2891	3724
437	2897	3717
438	2903	3710
439	2910	3704
440	2917	3698
441	2923	3690
442	2931	3685
443	2937	3678
444	2943	3671
445	2951	3666
446	2957	3659
447	2963	3652
448	2969	3643
449	2975	3636
450	2981	3628
451	2987	3621
452	2993	3614
453	3000	3608
454	3007	3602
455	3015	3597
456	3022	3590
457	3028	3583
458	3035	3577
459	3041	3570
460	3047	3562
461	3053	3555
462	3060	3549
463	3067	3543
464	3074	3537
465	3081	3530
466	3087	3524
467	3093	3516
468	3100	3510
469	3106	3503
470	3112	3495
471	3118	3488
472	3125	3482
473	3132	3476
474	3138	3468
475	3144	3461
476	3151	3455
477	3159	3449
478	3165	3443
479	3172	3436
480	3178	3430
481	3185	3423
482	3192	3416
483	3199	3410
484	3205	3403
485	3211	3396
486	3217	3389
487	3223	3382
488	3229	3375
489	3235	3367
490	3242	3361
491	3249	3355
492	3256	3349
493	3262	3342
494	3269	3335
495	3275	3328
496	3282	3322
497	3289	3316
498	3296	3309
499	3302	3302
500	3308	3295
501	3315	3288
502	3321	3282
503	3328	3275
504	3334	3268
505	3340	3261
506	3347	3254
507	3353	3247
508	3360	3241
509	3366	3234
510	3372	3227
511	3378	3220
512	3384	3212
513	3390	3205
514	3396	3198
515	3404	3193
516	3410	3186
517	3416	3179
518	3422	3172
519	3428	3164
520	3434	3157
521	3441	3151
522	3447	3144
523	3454	3137
524	3460	3130
525	3466	3123
526	3473	3117
527	3479	3110
528	3485	3103
529	3491	3096
530	3497	3089
531	3504	3082
532	3511	3076
533	3517	3069
534	3524	3063
535	3531	3057
536	3537	3049
537	3544	3043
538	3550	3036
539	3557	3030
540	3563	3023
541	3570	3016
542	3576	3010
543	3583	3003
544	3589	2996
545	3595	2989
546	3601	2982
547	3608	2976
548	3614	2969
549	3622	2963
550	3629	2957
551	3636	2951
552	3643	2944
553	3651	2939
554	3659	2934
555	3666	2928
556	3673	2921
557	3679	2914
558	3687	2909
559	3693	2902
560	3700	2895
561	3708	2890
562	3714	2883
563	3721	2876
564	3727	2869
565	3733	2862
566	3739	2856
567	3745	2849
568	3752	2842
569	3759	2835
570	3765	2828
571	3771	2822
572	3778	2815
573	3785	2809
574	3791	2802
575	3797	2795
576	3803	2788
577	3809	2781
578	3815	2774
579	3821	2767
580	3827	2760
581	3833	2753
582	3839	2746
583	3846	2739
584	3854	2734
585	3861	2728
586	3868	2721
587	3876	2716
588	3883	2709
589	3889	2702
590	3896	2696
591	3903	2690
592	3910	2683
593	3918	2678
594	3924	2671
595	3931	2664
596	3937	2658
597	3944	2651
598	3950	2644
599	3957	2638
600	3963	2631
601	3969	2624
602	3976	2617
603	3981	2610
604	3988	2603
605	3994	2597
606	4000	2590
607	4007	2583
608	4013	2577
609	4020	2570
610	4026	2563
611	4033	2556
612	4039	2550
613	4045	2543
614	4054	2538
615	4061	2531
616	4066	2524
617	4072	2517
618	4079	2510
619	4085	2503
620	4091	2497
621	4097	2490
622	4104	2483
623	4112	2478
624	4119	2471
625	4129	2467
626	4136	2460
627	4143	2454
628	4150	2448
629	4157	2441
630	4164	2435
631	4172	2429
632	4180	2423
633	4186	2416
634	4193	2410
635	4200	2403
636	4206	2397
637	4213	2390
638	4221	2384
639	4227	2378
640	4234	2371
641	4240	2364
642	4247	2358
643	4253	2351
644	4259	2344
645	4266	2337
646	4273	2331
647	4279	2324
648	4286	2318
649	4292	2311
650	4299	2304
651	4305	2297
652	4311	2290
653	4318	2284
654	4324	2278
655	4330	2271
656	4337	2264
657	4343	2257
658	4350	2251
659	4360	2246
660	4367	2239
661	4374	2233
662	4380	2226
663	4385	2219
664	4392	2212
665	4398	2205
666	4404	2198
667	4410	2191
668	4416	2185
669	4422	2178
670	4429	2171
671	4436	2165
672	4443	2158
673	4449	2152
674	4455	2145
675	4463	2139
676	4471	2133
677	4478	2127
678	4485	2120
679	4492	2113
680	4499	2107
681	4506	2101
682	4512	2094
683	4518	2087
684	4525	2081
685	4531	2074
686	4538	2067
687	4544	2060
688	4551	2054
689	4558	2047
690	4565	2041
691	4573	2035
692	4579	2028
693	4585	2021
694	4592	2015
695	4598	2008
696	4605	2002
697	4612	1995
698	4618	1988
699	4624	1981
700	4630	1975
701	4636	1968
702	4642	1961
703	4649	1954
704	4656	1948
705	4662	1941
706	4669	1934
707	4675	1928
708	4682	1921
709	4688	1914
710	4695	1908
711	4701	1901
712	4708	1895
713	4714	1888
714	4720	1881
715	4726	1874
716	4732	1867
717	4738	1861
718	4745	1854
719	4752	1848
720	4759	1841
721	4765	1835
722	4772	1828
723	4778	1821
724	4785	1815
725	4791	1808
726	4797	1801
727	4804	1794
728	4811	1788
729	4816	1781
730	4823	1774
731	4829	1768
732	4835	1761
733	4841	1754
734	4848	1748
735	4853	1740
736	4860	1734
737	4866	1727
738	4873	1721
739	4879	1714
740	4886	1708
741	4893	1701
742	4899	1694
743	4905	1687
744	4913	1681
745	4918	1674
746	4926	1668
747	4932	1661
748	4938	1655
749	4945	1648
750	4954	1642
751	4961	1636
752	4967	1629
753	4973	1622
754	4979	1615
755	4986	1609
756	4991	1602
757	4998	1595
758	5004	1589
759	5011	1582
760	5017	1575
761	5024	1569
762	5030	1562
763	5037	1555
764	5043	1549
765	5049	1542
766	5056	1536
767	5063	1529
768	5070	1522
769	5075	1516
770	5082	1509
771	5088	1502
772	5094	1496
773	5101	1489
774	5107	1482
775	5117	1477
776	5122	1470
777	5128	1463
778	5135	1457
779	5142	1450
780	5148	1443
781	5155	1437
782	5161	1430
783	5168	1423
784	5174	1417
785	5180	1410
786	5187	1403
787	5193	1397
788	5200	1390
789	5206	1384
790	5213	1377
791	5220	1370
792	5226	1364
793	5232	1357
794	5238	1350
795	5245	1344
796	5251	1337
797	5259	1331
798	5266	1324
799	5273	1318
800	5280	1311
801	5288	1305
802	5294	1298
803	5302	1292
804	5310	1286
805	5316	1279
806	5323	1273
807	5330	1266
808	5335	1259
809	5343	1253
810	5350	1246
811	5358	1240
812	5364	1233
813	5371	1227
814	5377	1220
815	5383	1213
816	5389	1207
817	5395	1200
818	5402	1193
819	5409	1187
820	5416	1181
821	5422	1174
822	5429	1167
823	5436	1161
824	5442	1154
825	5448	1147
826	5454	1141
827	5461	1134
828	5467	1127
829	5473	1121
830	5481	1114
831	5487	1108
832	5493	1101
833	5500	1094
834	5506	1088
835	5512	1081
836	5518	1074
837	5524	1067
838	5532	1061
839	5538	1054
840	5545	1048
841	5551	1041
842	5560	1035
843	5567	1029
844	5573	1022
845	5579	1015
846	5585	1009
847	5591	1002
848	5596	995
849	5603	988
850	5610	982
851	5617	975
852	5623	969
853	5629	962
854	5635	955
855	5642	949
856	5648	942
857	5654	935
858	5661	929
859	5668	922
860	5675	916
861	5682	909
862	5687	902
863	5693	896
864	5699	889
865	5705	882
866	5711	876
867	5718	869
868	5724	862
869	5730	856
870	5736	849
871	5743	843
872	5749	836
873	5756	829
874	5762	823
875	5768	816
876	5775	809
877	5781	803
878	5788	796
879	5793	790
880	5799	783
881	5806	776
882	5812	770
883	5818	763
884	5825	756
885	5835	750
886	5842	744
887	5851	737
888	5857	731
889	5865	724
890	5873	718
891	5880	711
892	5886	705
893	5893	698
894	5901	692
895	5908	685
896	5916	679
897	5922	672
898	5928	666
899	5935	659
900	5942	652
901	5948	646
902	5954	639
903	5960	632
904	5967	626
905	5974	619
906	5980	613
907	5986	606
908	5993	599
909	5999	593
910	6005	586
911	6012	580
912	6019	573
913	6026	567
914	6033	560
915	6040	553
916	6047	547
917	6053	540
918	6060	534
919	6066	527
920	6072	520
921	6078	514
922	6087	507
923	6093	501
924	6099	494
925	6106	487
926	6111	481
927	6118	474
928	6125	468
929	6132	461
930	6139	455
931	6145	448
932	6152	441
933	6158	435
934	6166	428
935	6172	422
936	6179	415
937	6185	408
938	6192	402
939	6198	395
940	6204	389
941	6211	382
942	6217	375
943	6224	369
944	6230	362
945	6237	356
946	6243	349
947	6249	342
948	6256	336
949	6262	329
950	6268	322
951	6274	316
952	6280	309
953	6286	303
954	6292	296
955	6299	289
956	6305	283
957	6312	276
958	6318	270
959	6324	263
960	6330	256
961	6336	250
962	6342	243
963	6349	237
964	6355	230
965	6361	223
966	6368	217
967	6374	210
968	6381	204
969	6387	197
970	6393	190
971	6399	184
972	6405	177
973	6411	171
974	6417	164
975	6424	157
976	6431	151
977	6438	144
978	6444	138
979	6450	131
980	6456	125
981	6463	118
982	6469	111
983	6476	105
984	6482	98
985	6489	92
986	6494	85
987	6501	78
988	6507	72
989	6513	65
990	6520	59
991	6526	52
992	6532	46
993	6538	39
994	6544	32
995	6551	26
996	6558	19
997	6564	13
998	6571	6
999	6578	0
