iter	Passed	Remaining
865	4027	34070
866	4031	34062
867	4036	34056
868	4040	34053
869	4045	34046
870	4049	34037
871	4053	34031
872	4058	34023
873	4062	34012
874	4066	34009
875	4072	34009
876	4076	34002
877	4081	33997
878	4084	33982
879	4089	33977
880	4093	33971
881	4097	33962
882	4101	33953
883	4107	33952
884	4111	33945
885	4115	33937
886	4120	33931
887	4124	33926
888	4129	33926
889	4134	33921
890	4139	33921
891	4145	33925
892	4149	33915
893	4154	33911
894	4157	33900
895	4162	33892
896	4167	33890
897	4171	33884
898	4176	33879
899	4181	33876
900	4185	33871
901	4190	33866
902	4195	33866
903	4199	33859
904	4204	33856
905	4209	33856
906	4214	33851
907	4219	33850
908	4224	33848
909	4229	33842
910	4233	33837
911	4238	33832
912	4242	33826
913	4247	33819
914	4250	33805
915	4255	33802
916	4260	33800
917	4265	33796
918	4269	33792
919	4274	33783
920	4278	33776
921	4283	33775
922	4288	33773
923	4293	33768
924	4298	33766
925	4301	33754
926	4306	33752
927	4312	33755
928	4317	33756
929	4321	33746
930	4326	33740
931	4331	33740
932	4336	33738
933	4341	33734
934	4345	33724
935	4349	33718
936	4353	33707
937	4357	33699
938	4362	33694
939	4367	33691
940	4371	33682
941	4375	33674
942	4380	33669
943	4385	33671
944	4390	33667
945	4394	33663
946	4399	33659
947	4403	33651
948	4407	33640
949	4412	33633
950	4416	33625
951	4420	33615
952	4425	33614
953	4429	33606
954	4433	33598
955	4438	33595
956	4442	33588
957	4446	33579
958	4451	33571
959	4456	33570
960	4461	33567
961	4466	33565
962	4469	33554
963	4473	33544
964	4479	33546
965	4484	33543
966	4488	33535
967	4493	33532
968	4497	33525
969	4502	33519
970	4505	33507
971	4510	33504
972	4514	33495
973	4519	33492
974	4524	33488
975	4529	33486
976	4533	33482
977	4538	33473
978	4542	33470
979	4548	33470
980	4552	33462
981	4556	33455
982	4562	33459
983	4567	33460
984	4572	33455
985	4577	33450
986	4581	33445
987	4586	33443
988	4591	33438
989	4595	33431
990	4600	33426
991	4604	33420
992	4609	33418
993	4614	33415
994	4618	33407
995	4623	33401
996	4626	33388
997	4631	33384
998	4636	33383
999	4641	33383
1000	4646	33377
1001	4651	33376
1002	4656	33375
1003	4661	33372
1004	4666	33374
1005	4672	33373
1006	4677	33373
1007	4682	33371
1008	4688	33375
1009	4694	33379
1010	4699	33379
1011	4703	33374
1012	4709	33374
1013	4713	33367
1014	4717	33357
1015	4721	33348
1016	4725	33338
1017	4729	33332
1018	4734	33326
1019	4738	33321
1020	4744	33324
1021	4749	33317
1022	4754	33315
1023	4759	33316
1024	4764	33312
1025	4768	33304
1026	4773	33302
1027	4778	33298
1028	4782	33293
1029	4788	33295
1030	4793	33291
1031	4797	33283
1032	4801	33276
1033	4806	33274
1034	4812	33275
1035	4815	33264
1036	4819	33256
1037	4824	33251
1038	4829	33252
1039	4834	33246
1040	4839	33241
1041	4842	33230
1042	4846	33220
1043	4851	33216
1044	4856	33213
1045	4861	33209
1046	4865	33201
1047	4869	33196
1048	4874	33194
1049	4879	33191
1050	4884	33189
1051	4889	33185
1052	4894	33184
1053	4899	33180
1054	4903	33172
1055	4908	33169
1056	4912	33160
1057	4917	33155
1058	4921	33148
1059	4925	33142
1060	4930	33136
1061	4934	33126
1062	4938	33117
1063	4942	33109
1064	4947	33107
1065	4952	33105
1066	4956	33094
1067	4960	33091
1068	4966	33091
1069	4971	33090
1070	4976	33089
1071	4981	33087
1072	4986	33080
1073	4990	33077
1074	4995	33073
1075	5000	33069
1076	5004	33063
1077	5008	33054
1078	5012	33046
1079	5017	33043
1080	5022	33038
1081	5026	33032
1082	5031	33027
1083	5036	33023
1084	5040	33019
1085	5045	33011
1086	5049	33004
1087	5053	32995
1088	5058	32996
1089	5063	32990
1090	5069	32992
1091	5073	32983
1092	5077	32978
1093	5082	32973
1094	5086	32966
1095	5090	32961
1096	5095	32957
1097	5099	32945
1098	5102	32932
1099	5107	32928
1100	5112	32924
1101	5116	32917
1102	5120	32910
1103	5124	32903
1104	5129	32900
1105	5133	32892
1106	5138	32886
1107	5141	32874
1108	5147	32873
1109	5151	32865
1110	5155	32858
1111	5159	32849
1112	5164	32845
1113	5168	32840
1114	5172	32832
1115	5178	32832
1116	5182	32826
1117	5187	32823
1118	5191	32812
1119	5195	32807
1120	5201	32807
1121	5206	32804
1122	5210	32800
1123	5214	32793
1124	5219	32785
1125	5223	32779
1126	5228	32774
1127	5233	32771
1128	5236	32762
1129	5242	32761
1130	5247	32760
1131	5251	32754
1132	5256	32749
1133	5260	32741
1134	5265	32740
1135	5268	32725
1136	5273	32723
1137	5278	32722
1138	5283	32716
1139	5288	32711
1140	5293	32711
1141	5298	32711
1142	5303	32710
1143	5309	32713
1144	5314	32707
1145	5317	32696
1146	5322	32692
1147	5327	32691
1148	5332	32688
1149	5337	32684
1150	5342	32680
1151	5347	32676
1152	5351	32667
1153	5355	32663
1154	5361	32666
1155	5365	32657
1156	5370	32651
1157	5374	32645
1158	5378	32639
1159	5382	32631
1160	5388	32630
1161	5392	32625
1162	5398	32626
1163	5402	32621
1164	5407	32617
1165	5411	32610
1166	5416	32606
1167	5420	32599
1168	5425	32592
1169	5429	32586
1170	5434	32586
1171	5440	32584
1172	5445	32582
1173	5451	32587
1174	5455	32581
1175	5460	32576
1176	5465	32574
1177	5469	32565
1178	5474	32562
1179	5477	32550
1180	5481	32543
1181	5486	32537
1182	5490	32527
1183	5494	32520
1184	5498	32512
1185	5503	32508
1186	5507	32504
1187	5511	32496
1188	5516	32490
1189	5520	32483
1190	5524	32474
1191	5529	32471
1192	5534	32467
1193	5538	32459
1194	5543	32458
1195	5548	32454
1196	5552	32446
1197	5557	32444
1198	5562	32445
1199	5568	32443
1200	5572	32439
1201	5577	32436
1202	5581	32427
1203	5586	32425
1204	5592	32425
1205	5597	32423
1206	5602	32424
1207	5607	32419
1208	5612	32417
1209	5617	32411
1210	5621	32406
1211	5626	32405
1212	5631	32400
1213	5635	32391
1214	5640	32391
1215	5645	32388
1216	5650	32387
1217	5656	32388
1218	5661	32384
1219	5666	32381
1220	5671	32378
1221	5674	32368
1222	5678	32360
1223	5684	32359
1224	5689	32356
1225	5693	32351
1226	5698	32346
1227	5702	32339
1228	5707	32334
1229	5711	32329
1230	5716	32327
1231	5721	32319
1232	5725	32314
1233	5729	32308
1234	5735	32307
1235	5739	32302
1236	5744	32297
1237	5748	32290
1238	5753	32289
1239	5758	32284
1240	5763	32281
1241	5768	32281
1242	5773	32277
1243	5777	32268
1244	5781	32259
1245	5786	32256
1246	5791	32253
1247	5796	32252
1248	5800	32245
1249	5805	32241
1250	5810	32236
1251	5814	32231
1252	5819	32226
1253	5824	32225
1254	5829	32220
1255	5833	32212
1256	5837	32208
1257	5842	32200
1258	5845	32190
1259	5850	32184
1260	5855	32182
1261	5860	32179
1262	5865	32179
1263	5870	32174
1264	5875	32171
1265	5880	32169
1266	5884	32165
1267	5890	32164
1268	5895	32162
1269	5901	32163
1270	5905	32158
1271	5909	32151
1272	5915	32149
1273	5919	32143
1274	5924	32140
1275	5929	32135
1276	5933	32132
1277	5939	32131
1278	5943	32126
1279	5947	32119
1280	5952	32111
1281	5957	32110
1282	5962	32109
1283	5967	32107
1284	5971	32099
1285	5976	32093
1286	5981	32090
1287	5985	32085
1288	5990	32080
1289	5995	32076
1290	5999	32069
1291	6004	32068
1292	6009	32066
1293	6014	32064
1294	6019	32061
1295	6024	32057
1296	6029	32051
1297	6033	32047
1298	6038	32045
1299	6042	32036
1300	6047	32033
1301	6051	32025
1302	6056	32020
1303	6061	32016
1304	6065	32012
1305	6070	32009
1306	6076	32007
1307	6080	32003
1308	6085	31997
1309	6089	31989
1310	6094	31985
1311	6099	31983
1312	6104	31980
1313	6108	31975
1314	6113	31971
1315	6118	31969
1316	6123	31966
1317	6127	31959
1318	6132	31956
1319	6136	31949
1320	6141	31942
1321	6146	31941
1322	6151	31937
1323	6155	31932
1324	6160	31929
1325	6165	31925
1326	6170	31921
1327	6174	31914
1328	6178	31907
1329	6183	31900
1330	6187	31896
1331	6191	31888
1332	6196	31885
1333	6201	31880
1334	6205	31874
1335	6209	31866
1336	6214	31861
1337	6219	31858
1338	6224	31856
1339	6229	31851
1340	6233	31846
1341	6239	31846
1342	6243	31842
1343	6248	31835
1344	6253	31833
1345	6257	31828
1346	6262	31824
1347	6267	31820
1348	6271	31813
1349	6276	31812
1350	6282	31810
1351	6286	31802
1352	6290	31798
1353	6295	31792
1354	6300	31789
1355	6304	31783
1356	6309	31781
1357	6314	31775
1358	6318	31769
1359	6323	31764
1360	6327	31758
1361	6332	31757
1362	6338	31755
1363	6342	31751
1364	6347	31747
1365	6352	31746
1366	6357	31742
1367	6363	31741
1368	6368	31739
1369	6372	31730
1370	6376	31724
1371	6381	31719
1372	6385	31715
1373	6390	31710
1374	6394	31702
1375	6398	31694
1376	6402	31685
1377	6407	31682
1378	6411	31675
1379	6415	31669
1380	6419	31661
1381	6424	31657
1382	6428	31651
1383	6432	31642
1384	6437	31639
1385	6442	31637
1386	6446	31630
1387	6451	31624
1388	6455	31615
1389	6459	31608
1390	6463	31601
1391	6467	31594
1392	6472	31593
1393	6478	31594
1394	6483	31588
1395	6487	31584
1396	6492	31579
1397	6496	31572
1398	6502	31571
1399	6507	31569
1400	6511	31565
1401	6516	31560
1402	6521	31555
1403	6525	31547
1404	6530	31545
1405	6535	31544
1406	6540	31541
1407	6546	31540
1408	6550	31534
1409	6555	31531
1410	6560	31527
1411	6564	31519
1412	6568	31513
1413	6572	31507
1414	6578	31504
1415	6583	31503
1416	6587	31497
1417	6592	31494
1418	6597	31492
1419	6603	31490
1420	6607	31485
1421	6611	31478
1422	6616	31474
1423	6621	31469
1424	6626	31467
1425	6630	31462
1426	6635	31455
1427	6640	31452
1428	6645	31449
1429	6649	31441
1430	6654	31439
1431	6660	31440
1432	6665	31440
1433	6670	31436
1434	6675	31431
1435	6680	31428
1436	6684	31424
1437	6689	31419
1438	6693	31412
1439	6697	31401
1440	6701	31397
1441	6706	31393
1442	6711	31392
1443	6716	31388
1444	6721	31384
1445	6726	31379
1446	6730	31375
1447	6735	31369
1448	6739	31364
1449	6744	31359
1450	6748	31353
1451	6753	31348
1452	6758	31344
1453	6762	31340
1454	6768	31337
1455	6772	31330
1456	6776	31324
1457	6781	31320
1458	6786	31316
1459	6791	31317
1460	6797	31318
1461	6801	31311
1462	6806	31307
1463	6812	31306
1464	6818	31309
1465	6823	31306
1466	6828	31302
1467	6832	31296
1468	6838	31295
1469	6844	31298
1470	6849	31294
1471	6854	31290
1472	6859	31290
1473	6864	31287
1474	6868	31280
1475	6874	31278
1476	6879	31276
1477	6884	31274
1478	6889	31271
1479	6895	31271
1480	6899	31266
1481	6904	31262
1482	6908	31254
1483	6913	31251
1484	6918	31247
1485	6923	31245
1486	6929	31243
1487	6933	31237
1488	6937	31230
1489	6941	31224
1490	6946	31218
1491	6950	31212
1492	6955	31207
1493	6959	31199
1494	6963	31193
1495	6968	31189
1496	6971	31180
1497	6976	31174
1498	6981	31172
1499	6986	31168
1500	6990	31162
1501	6995	31158
1502	7000	31156
1503	7005	31152
1504	7010	31149
1505	7014	31140
1506	7018	31135
1507	7023	31129
1508	7028	31128
1509	7034	31127
1510	7038	31121
1511	7042	31115
1512	7047	31112
1513	7053	31111
1514	7058	31107
1515	7063	31106
1516	7068	31103
1517	7073	31100
1518	7078	31095
1519	7084	31096
1520	7090	31100
1521	7095	31095
1522	7100	31089
1523	7104	31085
1524	7109	31080
1525	7112	31070
1526	7116	31063
1527	7121	31057
1528	7125	31051
1529	7130	31047
1530	7135	31044
1531	7139	31038
1532	7143	31031
1533	7148	31026
1534	7153	31021
1535	7157	31015
1536	7161	31009
1537	7166	31006
1538	7171	31002
1539	7175	30995
1540	7180	30991
1541	7184	30985
1542	7189	30982
1543	7194	30977
1544	7199	30972
1545	7203	30968
1546	7209	30967
1547	7216	30972
1548	7223	30977
1549	7230	30982
1550	7235	30980
1551	7240	30976
1552	7245	30973
1553	7251	30975
1554	7256	30971
1555	7260	30965
1556	7265	30963
1557	7270	30958
1558	7276	30957
1559	7280	30952
1560	7285	30949
1561	7291	30948
1562	7295	30943
1563	7300	30938
1564	7305	30936
1565	7310	30931
1566	7314	30925
1567	7319	30922
1568	7324	30918
1569	7330	30916
1570	7333	30909
1571	7338	30903
1572	7343	30901
1573	7348	30896
1574	7352	30889
1575	7358	30891
1576	7364	30889
1577	7368	30883
1578	7373	30879
1579	7378	30877
1580	7382	30871
1581	7387	30865
1582	7391	30858
1583	7397	30858
1584	7401	30853
1585	7406	30848
1586	7410	30840
1587	7415	30839
1588	7420	30835
1589	7425	30830
1590	7430	30827
1591	7435	30825
1592	7440	30822
1593	7446	30821
1594	7450	30816
1595	7455	30813
1596	7460	30809
1597	7464	30801
1598	7469	30797
1599	7474	30794
1600	7477	30784
1601	7482	30779
1602	7487	30775
1603	7491	30768
1604	7496	30764
1605	7500	30758
1606	7505	30753
1607	7509	30749
1608	7514	30744
1609	7518	30738
1610	7523	30732
1611	7527	30724
1612	7531	30719
1613	7536	30715
1614	7541	30711
1615	7545	30705
1616	7550	30700
1617	7554	30695
1618	7558	30687
1619	7563	30681
1620	7567	30677
1621	7572	30674
1622	7577	30670
1623	7582	30664
1624	7586	30659
1625	7591	30657
1626	7597	30654
1627	7601	30648
1628	7606	30647
1629	7612	30644
1630	7616	30640
1631	7621	30634
1632	7625	30629
1633	7631	30628
1634	7636	30623
1635	7640	30619
1636	7645	30615
1637	7649	30607
1638	7653	30600
1639	7657	30592
1640	7662	30587
1641	7666	30582
1642	7670	30572
1643	7675	30569
1644	7680	30567
1645	7684	30560
1646	7688	30554
1647	7693	30549
1648	7698	30545
1649	7703	30542
1650	7708	30538
1651	7713	30536
1652	7718	30533
1653	7723	30529
1654	7727	30522
1655	7732	30517
1656	7736	30512
1657	7741	30508
1658	7746	30504
1659	7751	30499
1660	7756	30497
1661	7761	30493
1662	7765	30488
1663	7769	30480
1664	7773	30471
1665	7777	30467
1666	7782	30461
1667	7786	30455
1668	7791	30451
1669	7795	30444
1670	7799	30438
1671	7803	30430
1672	7808	30428
1673	7814	30425
1674	7818	30420
1675	7823	30417
1676	7828	30413
1677	7832	30405
1678	7836	30399
1679	7841	30394
1680	7845	30389
1681	7850	30384
1682	7855	30380
1683	7859	30373
1684	7863	30367
1685	7868	30362
1686	7873	30358
1687	7877	30352
