iter	Passed	Remaining
1688	7882	30349
1689	7886	30342
1690	7891	30339
1691	7896	30335
1692	7902	30335
1693	7907	30334
1694	7912	30327
1695	7916	30322
1696	7920	30316
1697	7925	30311
1698	7930	30307
1699	7934	30300
1700	7939	30298
1701	7945	30295
1702	7949	30289
1703	7953	30284
1704	7958	30279
1705	7963	30276
1706	7968	30272
1707	7972	30264
1708	7976	30259
1709	7981	30255
1710	7986	30250
1711	7991	30247
1712	7997	30248
1713	8002	30244
1714	8007	30239
1715	8011	30233
1716	8016	30229
1717	8019	30221
1718	8024	30216
1719	8028	30210
1720	8033	30205
1721	8037	30198
1722	8042	30195
1723	8047	30191
1724	8052	30187
1725	8056	30179
1726	8060	30174
1727	8065	30169
1728	8069	30164
1729	8073	30157
1730	8078	30151
1731	8082	30147
1732	8088	30145
1733	8092	30138
1734	8096	30133
1735	8102	30131
1736	8107	30128
1737	8113	30127
1738	8117	30123
1739	8122	30119
1740	8127	30116
1741	8132	30111
1742	8137	30107
1743	8141	30101
1744	8146	30098
1745	8151	30092
1746	8154	30085
1747	8159	30081
1748	8164	30078
1749	8169	30074
1750	8174	30069
1751	8179	30065
1752	8183	30060
1753	8188	30055
1754	8193	30052
1755	8198	30049
1756	8203	30045
1757	8208	30042
1758	8214	30041
1759	8218	30035
1760	8224	30034
1761	8228	30028
1762	8233	30025
1763	8238	30021
1764	8244	30019
1765	8249	30016
1766	8253	30010
1767	8258	30006
1768	8263	30004
1769	8268	30000
1770	8272	29993
1771	8277	29987
1772	8281	29984
1773	8286	29977
1774	8290	29972
1775	8296	29970
1776	8301	29968
1777	8305	29961
1778	8310	29957
1779	8314	29952
1780	8319	29948
1781	8324	29944
1782	8329	29940
1783	8334	29937
1784	8339	29932
1785	8343	29924
1786	8348	29922
1787	8353	29918
1788	8358	29914
1789	8362	29907
1790	8367	29905
1791	8372	29901
1792	8377	29897
1793	8381	29890
1794	8385	29884
1795	8390	29881
1796	8395	29876
1797	8400	29872
1798	8404	29867
1799	8410	29865
1800	8414	29859
1801	8433	29904
1802	8441	29913
1803	8447	29911
1804	8452	29907
1805	8456	29902
1806	8461	29898
1807	8465	29892
1808	8470	29888
1809	8474	29882
1810	8478	29874
1811	8483	29870
1812	8488	29868
1813	8493	29862
1814	8498	29858
1815	8502	29851
1816	8507	29847
1817	8512	29844
1818	8516	29839
1819	8521	29835
1820	8526	29831
1821	8530	29824
1822	8535	29821
1823	8540	29816
1824	8545	29814
1825	8550	29808
1826	8555	29806
1827	8560	29802
1828	8565	29797
1829	8569	29792
1830	8574	29786
1831	8578	29779
1832	8582	29775
1833	8587	29769
1834	8591	29763
1835	8596	29758
1836	8601	29755
1837	8605	29748
1838	8609	29743
1839	8614	29738
1840	8619	29733
1841	8624	29729
1842	8627	29722
1843	8632	29716
1844	8636	29710
1845	8640	29704
1846	8645	29701
1847	8650	29695
1848	8655	29691
1849	8659	29685
1850	8663	29679
1851	8668	29675
1852	8672	29668
1853	8677	29664
1854	8682	29660
1855	8687	29657
1856	8692	29653
1857	8696	29646
1858	8700	29639
1859	8704	29633
1860	8709	29627
1861	8714	29625
1862	8719	29621
1863	8724	29617
1864	8728	29612
1865	8733	29606
1866	8738	29604
1867	8743	29599
1868	8748	29597
1869	8754	29595
1870	8759	29591
1871	8764	29589
1872	8769	29584
1873	8773	29579
1874	8778	29574
1875	8783	29570
1876	8788	29567
1877	8792	29561
1878	8797	29558
1879	8802	29554
1880	8807	29549
1881	8812	29546
1882	8817	29541
1883	8821	29536
1884	8826	29532
1885	8831	29529
1886	8836	29524
1887	8841	29521
1888	8845	29515
1889	8850	29510
1890	8854	29505
1891	8859	29500
1892	8864	29497
1893	8868	29491
1894	8872	29484
1895	8878	29481
1896	8882	29474
1897	8886	29467
1898	8891	29465
1899	8895	29458
1900	8900	29453
1901	8903	29445
1902	8909	29443
1903	8914	29439
1904	8918	29433
1905	8922	29426
1906	8927	29423
1907	8932	29419
1908	8936	29411
1909	8940	29406
1910	8945	29401
1911	8951	29400
1912	8956	29396
1913	8960	29390
1914	8965	29386
1915	8986	29436
1916	8993	29437
1917	8999	29439
1918	9007	29444
1919	9014	29448
1920	9021	29451
1921	9027	29448
1922	9031	29442
1923	9037	29441
1924	9042	29438
1925	9048	29437
1926	9053	29435
1927	9058	29431
1928	9065	29435
1929	9071	29432
1930	9075	29427
1931	9080	29423
1932	9085	29419
1933	9089	29412
1934	9094	29406
1935	9098	29402
1936	9104	29400
1937	9110	29399
1938	9114	29393
1939	9119	29388
1940	9125	29387
1941	9130	29385
1942	9135	29380
1943	9140	29376
1944	9145	29373
1945	9150	29370
1946	9155	29367
1947	9160	29363
1948	9165	29359
1949	9170	29354
1950	9176	29353
1951	9180	29348
1952	9185	29344
1953	9190	29339
1954	9195	29336
1955	9200	29332
1956	9205	29327
1957	9210	29324
1958	9216	29322
1959	9221	29319
1960	9226	29315
1961	9231	29312
1962	9236	29309
1963	9241	29304
1964	9245	29299
1965	9250	29293
1966	9254	29289
1967	9259	29285
1968	9264	29279
1969	9269	29275
1970	9274	29273
1971	9279	29269
1972	9284	29264
1973	9289	29260
1974	9293	29254
1975	9298	29249
1976	9303	29247
1977	9308	29242
1978	9313	29238
1979	9317	29233
1980	9322	29229
1981	9327	29225
1982	9332	29219
1983	9336	29215
1984	9341	29209
1985	9346	29205
1986	9352	29204
1987	9355	29197
1988	9360	29192
1989	9364	29186
1990	9369	29182
1991	9374	29179
1992	9379	29173
1993	9383	29168
1994	9388	29162
1995	9392	29155
1996	9396	29150
1997	9401	29145
1998	9405	29138
1999	9409	29132
2000	9414	29126
2001	9418	29120
2002	9422	29115
2003	9426	29107
2004	9431	29102
2005	9435	29096
2006	9439	29090
2007	9443	29083
2008	9448	29079
2009	9453	29074
2010	9457	29069
2011	9461	29062
2012	9467	29059
2013	9471	29055
2014	9476	29049
2015	9480	29044
2016	9485	29038
2017	9489	29032
2018	9494	29029
2019	9498	29022
2020	9503	29017
2021	9507	29011
2022	9511	29006
2023	9515	28998
2024	9519	28992
2025	9524	28987
2026	9529	28984
2027	9534	28978
2028	9538	28973
2029	9543	28968
2030	9548	28963
2031	9552	28959
2032	9557	28954
2033	9562	28949
2034	9566	28943
2035	9571	28940
2036	9576	28934
2037	9580	28928
2038	9584	28924
2039	9589	28919
2040	9594	28916
2041	9599	28911
2042	9604	28908
2043	9609	28903
2044	9614	28899
2045	9618	28893
2046	9622	28885
2047	9626	28880
2048	9632	28877
2049	9635	28870
2050	9640	28865
2051	9644	28858
2052	9649	28854
2053	9654	28849
2054	9658	28843
2055	9663	28839
2056	9667	28834
2057	9671	28827
2058	9676	28822
2059	9680	28817
2060	9685	28811
2061	9690	28808
2062	9695	28804
2063	9699	28798
2064	9704	28794
2065	9708	28788
2066	9713	28782
2067	9718	28778
2068	9722	28773
2069	9727	28769
2070	9732	28763
2071	9736	28758
2072	9741	28754
2073	9746	28751
2074	9751	28745
2075	9755	28741
2076	9760	28736
2077	9766	28734
2078	9770	28730
2079	9775	28724
2080	9779	28718
2081	9784	28714
2082	9788	28708
2083	9793	28704
2084	9798	28698
2085	9802	28694
2086	9807	28690
2087	9812	28685
2088	9816	28679
2089	9821	28674
2090	9826	28670
2091	9831	28667
2092	9836	28663
2093	9841	28659
2094	9845	28654
2095	9850	28649
2096	9855	28644
2097	9860	28641
2098	9864	28634
2099	9869	28630
2100	9873	28625
2101	9879	28623
2102	9883	28615
2103	9887	28609
2104	9891	28604
2105	9896	28599
2106	9901	28596
2107	9906	28592
2108	9911	28586
2109	9915	28581
2110	9920	28575
2111	9925	28573
2112	9929	28566
2113	9933	28560
2114	9937	28553
2115	9942	28548
2116	9947	28545
2117	9951	28540
2118	9956	28535
2119	9960	28529
2120	9965	28524
2121	9968	28515
2122	9973	28512
2123	9978	28507
2124	9983	28503
2125	9987	28497
2126	9991	28491
2127	9997	28487
2128	10001	28481
2129	10005	28475
2130	10009	28469
2131	10013	28463
2132	10019	28460
2133	10024	28456
2134	10029	28452
2135	10034	28449
2136	10038	28444
2137	10043	28438
2138	10048	28435
2139	10053	28431
2140	10057	28425
2141	10062	28420
2142	10066	28414
2143	10070	28409
2144	10075	28404
2145	10079	28398
2146	10084	28393
2147	10088	28388
2148	10092	28380
2149	10096	28373
2150	10101	28369
2151	10106	28364
2152	10111	28360
2153	10116	28357
2154	10120	28351
2155	10125	28346
2156	10129	28340
2157	10134	28338
2158	10140	28334
2159	10144	28330
2160	10149	28325
2161	10153	28318
2162	10158	28315
2163	10163	28311
2164	10169	28309
2165	10173	28304
2166	10177	28297
2167	10182	28293
2168	10187	28288
2169	10191	28282
2170	10197	28281
2171	10201	28275
2172	10206	28270
2173	10210	28265
2174	10215	28259
2175	10219	28255
2176	10224	28250
2177	10229	28246
2178	10234	28241
2179	10238	28236
2180	10243	28231
2181	10247	28226
2182	10252	28222
2183	10257	28217
2184	10261	28211
2185	10266	28206
2186	10270	28200
2187	10274	28195
2188	10279	28190
2189	10284	28185
2190	10289	28182
2191	10294	28178
2192	10298	28172
2193	10302	28166
2194	10308	28163
2195	10313	28159
2196	10318	28155
2197	10322	28150
2198	10328	28147
2199	10332	28143
2200	10337	28138
2201	10342	28133
2202	10347	28130
2203	10352	28125
2204	10358	28124
2205	10363	28120
2206	10368	28116
2207	10373	28112
2208	10378	28110
2209	10383	28105
2210	10387	28098
2211	10391	28092
2212	10396	28087
2213	10400	28082
2214	10405	28077
2215	10410	28073
2216	10414	28068
2217	10419	28065
2218	10425	28062
2219	10429	28056
2220	10434	28051
2221	10439	28047
2222	10442	28040
2223	10447	28036
2224	10451	28030
2225	10456	28025
2226	10461	28020
2227	10465	28013
2228	10469	28008
2229	10474	28003
2230	10478	27997
2231	10482	27991
2232	10486	27985
2233	10491	27980
2234	10497	27978
2235	10501	27973
2236	10506	27968
2237	10511	27965
2238	10515	27959
2239	10521	27956
2240	10525	27951
2241	10530	27945
2242	10534	27940
2243	10539	27935
2244	10543	27930
2245	10548	27926
2246	10554	27923
2247	10558	27919
2248	10563	27914
2249	10568	27909
2250	10572	27903
2251	10577	27899
2252	10582	27896
2253	10587	27892
2254	10591	27885
2255	10596	27881
2256	10601	27877
2257	10606	27872
2258	10611	27870
2259	10616	27865
2260	10621	27862
2261	10626	27856
2262	10630	27850
2263	10633	27843
2264	10638	27838
2265	10642	27832
2266	10646	27826
2267	10651	27821
2268	10656	27816
2269	10660	27810
2270	10663	27802
2271	10668	27797
2272	10673	27793
2273	10677	27787
2274	10682	27783
2275	10687	27779
2276	10692	27775
2277	10696	27770
2278	10702	27768
2279	10707	27763
2280	10712	27761
2281	10717	27756
2282	10722	27752
2283	10729	27753
2284	10737	27757
