해당일,시간대,압구정로11길,잠원로상단,잠원로하단
20240501,0,21.0,25.5,25.0
20240501,1,21.0,25.875,27.25
20240501,2,21.0,28.25,27.75
20240501,3,21.0,29.625,25.625
20240501,4,21.0,27.0,24.0
20240501,5,21.0,23.333333333333332,20.416666666666668
20240501,6,21.0,18.0,22.0
20240501,7,21.0,19.714285714285715,24.142857142857142
20240501,8,21.0,29.142857142857142,20.714285714285715
20240501,9,21.0,27.857142857142858,21.571428571428573
20240501,10,22.3125,27.125,23.875
20240501,11,22.5,26.875,22.75
20240501,12,20.0,26.875,22.5
20240501,13,20.0,26.75,22.5
20240501,14,20.0,24.625,24.625
20240501,15,20.0,24.5,22.5
20240501,16,20.0,23.142857142857142,22.571428571428573
20240501,17,20.0,27.714285714285715,20.571428571428573
20240501,18,20.0,29.714285714285715,22.714285714285715
20240501,19,20.0,29.428571428571427,20.571428571428573
20240501,20,20.0,27.875,22.0
20240501,21,20.0,21.625,21.125
20240501,22,20.0,23.25,26.875
20240501,23,20.0,22.25,26.125
20240502,0,20.916666666666668,25.083333333333332,21.75
20240502,1,21.0,22.5,21.125
20240502,2,27.75,26.625,20.5
20240502,3,30.0,32.875,30.0
20240502,4,30.0,32.875,18.125
20240502,5,30.0,20.0,25.916666666666668
20240502,6,30.0,23.571428571428573,15.142857142857142
20240502,7,30.0,22.428571428571427,19.285714285714285
20240502,8,30.0,28.0,21.428571428571427
20240502,9,30.0,25.857142857142858,24.857142857142858
20240502,10,30.0,26.5,24.5
20240502,11,30.0,25.25,23.0
20240502,12,30.0,27.25,23.75
20240502,13,30.0,28.375,23.875
20240502,14,30.0,26.0,23.5
20240502,15,30.0,25.333333333333332,23.75
20240502,16,30.0,24.0,19.714285714285715
20240502,17,30.0,28.571428571428573,22.571428571428573
20240502,18,30.0,25.571428571428573,21.0
20240502,19,30.0,30.571428571428573,23.714285714285715
20240502,20,26.4375,30.625,21.375
20240502,21,20.6875,27.375,22.25
20240502,22,21.0,22.25,25.125
20240502,23,21.0,24.25,23.75
20240503,0,21.0,25.083333333333332,25.416666666666668
20240503,1,21.0,25.25,19.875
20240503,2,21.0,31.75,26.125
20240503,3,21.0,25.5,19.375
20240503,4,21.0,28.25,23.125
20240503,5,21.0,24.916666666666668,22.0
20240503,6,21.0,36.714285714285715,29.0
20240503,7,21.0,24.428571428571427,35.57142857142857
20240503,8,21.0,32.0,23.285714285714285
20240503,9,21.0,29.142857142857142,21.285714285714285
20240503,10,21.0,29.0,22.125
20240503,11,21.0,24.375,22.375
20240503,12,21.0,25.125,25.0
20240503,13,21.0,27.75,23.875
20240503,14,21.0,26.125,22.0
20240503,15,21.0,24.75,22.083333333333332
20240503,16,21.0,24.142857142857142,20.428571428571427
20240503,17,21.0,22.142857142857142,20.142857142857142
20240503,18,21.0,24.428571428571427,20.142857142857142
20240503,19,21.0,31.857142857142858,19.714285714285715
20240503,20,21.0,29.0,20.125
20240503,21,21.0,26.875,19.75
20240503,22,21.0,24.0,23.375
20240503,23,21.0,22.625,23.125
20240504,0,21.0,25.166666666666668,25.916666666666668
20240504,1,21.0,25.0,29.0
20240504,2,21.0,27.5,22.875
20240504,3,21.0,25.75,22.125
20240504,4,21.0,28.5,20.625
20240504,5,21.0,28.333333333333332,20.75
20240504,6,21.0,24.428571428571427,20.142857142857142
20240504,7,21.0,18.0,23.0
20240504,8,21.0,19.142857142857142,26.714285714285715
20240504,9,21.0,20.142857142857142,24.285714285714285
20240504,10,21.0,20.125,21.375
20240504,11,21.0,23.0,22.0
20240504,12,21.0,27.125,20.0
20240504,13,21.0,25.125,24.0
20240504,14,21.0,26.0,20.875
20240504,15,21.0,25.0,23.0
20240504,16,21.0,27.857142857142858,22.428571428571427
20240504,17,21.0,26.428571428571427,22.571428571428573
20240504,18,21.0,24.714285714285715,23.571428571428573
20240504,19,21.0,28.428571428571427,24.428571428571427
20240504,20,28.5,25.375,21.625
20240504,21,30.375,23.625,23.375
20240504,22,21.0,27.0,23.5
20240504,23,21.0,26.0,25.125
20240505,0,21.0,30.166666666666668,28.25
20240505,1,21.0,26.625,26.25
20240505,2,21.0,31.875,22.375
20240505,3,21.0,28.625,22.25
20240505,4,21.0,32.625,21.875
20240505,5,21.0,22.5,19.583333333333332
20240505,6,21.0,21.285714285714285,19.571428571428573
20240505,7,21.0,18.142857142857142,23.0
