해당일,시간대,압구정로11길,잠원로상단,잠원로하단
20230401,0,18.25,24.833333333333332,25.5
20230401,1,18.0,23.0,28.375
20230401,2,16.5,29.0,23.75
20230401,3,15.0,23.5,23.875
20230401,4,15.0,25.125,20.5
20230401,5,15.0,21.083333333333332,19.0
20230401,6,15.214285714285714,22.428571428571427,21.428571428571427
20230401,7,13.0,22.714285714285715,23.285714285714285
20230401,8,12.0,21.714285714285715,26.714285714285715
20230401,9,12.0,22.857142857142858,23.285714285714285
20230401,10,12.0,21.25,20.25
20230401,11,12.0,25.875,20.375
20230401,12,12.0,29.0,22.0
20230401,13,10.875,28.875,21.625
20230401,14,9.0,27.625,21.25
20230401,15,8.416666666666666,28.666666666666668,20.833333333333332
20230401,16,8.142857142857142,26.428571428571427,20.571428571428573
20230401,17,8.5,25.25,20.25
20230401,19,11.0,32.0,20.666666666666668
20230401,20,13.75,27.5,22.5
20230401,21,15.3125,23.875,21.625
20230401,22,14.125,25.5,20.375
20230401,23,13.375,27.75,24.0
20230402,0,14.5,27.666666666666668,25.0
20230402,1,17.0,26.375,23.25
20230402,2,17.0,29.125,24.0
20230402,3,17.0,34.75,22.125
20230402,4,17.0,31.5,20.125
20230402,5,17.0,25.083333333333332,22.083333333333332
20230402,6,16.285714285714285,23.428571428571427,21.714285714285715
20230402,7,11.714285714285714,22.142857142857142,24.571428571428573
20230402,8,9.0,25.285714285714285,20.285714285714285
20230402,9,5.142857142857143,24.428571428571427,17.857142857142858
20230402,10,12.0,23.5,33.5
20230402,11,12.0,26.5,24.125
20230402,12,12.0,29.125,21.75
20230402,13,12.0,28.625,24.0
20230402,14,12.0,28.375,23.375
20230402,15,9.041666666666666,31.583333333333332,20.666666666666668
20230402,16,7.0,31.0,21.285714285714285
20230402,17,7.214285714285714,32.42857142857143,21.428571428571427
20230402,18,7.142857142857143,32.714285714285715,19.428571428571427
20230402,19,5.571428571428571,32.285714285714285,20.714285714285715
20230402,20,7.0,30.5,21.375
20230402,21,6.875,24.125,24.25
20230402,22,6.125,29.875,20.25
20230402,23,11.5625,31.375,25.75
20230403,0,8.666666666666666,28.083333333333332,22.416666666666668
20230403,1,11.0,28.0,20.5
20230403,2,11.0,32.625,22.75
20230403,3,11.0,24.875,28.875
20230403,4,11.0,31.75,25.0
20230403,5,11.0,24.0,17.5
20230403,6,11.0,22.714285714285715,27.428571428571427
20230403,7,11.0,23.142857142857142,27.428571428571427
20230403,8,11.5,26.857142857142858,21.857142857142858
20230403,9,11.0,31.0,20.0
20230403,10,11.125,30.75,21.5
20230403,11,17.8125,29.5,21.125
20230403,12,13.875,29.125,21.75
20230403,13,12.5625,31.25,21.875
20230403,14,11.5,31.0,21.0
20230403,15,11.666666666666666,28.0,19.75
20230403,16,12.5,32.142857142857146,20.428571428571427
20230403,17,13.0,28.571428571428573,22.142857142857142
20230403,18,14.0,29.714285714285715,19.714285714285715
20230403,19,13.928571428571429,27.857142857142858,21.857142857142858
20230403,20,8.875,34.25,21.125
20230403,21,5.0,27.5,23.75
20230403,22,5.0,23.25,25.75
20230403,23,5.0,22.5,25.75
20230404,0,5.0,24.333333333333332,23.75
20230404,1,8.75,25.125,20.75
20230404,2,11.0,28.25,23.125
20230404,3,11.0,24.75,29.0
20230404,4,23.0,23.0,30.0
20230404,5,23.0,23.0,30.0
20230404,6,23.928571428571427,26.142857142857142,21.714285714285715
20230404,7,23.785714285714285,25.142857142857142,20.285714285714285
20230404,8,21.285714285714285,27.571428571428573,26.857142857142858
20230404,9,14.571428571428571,29.142857142857142,22.571428571428573
20230404,10,11.875,28.25,21.25
20230404,11,12.0,31.375,21.75
20230404,12,12.75,33.125,20.5
20230404,13,15.25,31.125,22.75
20230404,14,12.5,26.375,22.375
20230404,15,8.333333333333334,27.083333333333332,21.5
20230404,16,4.0,28.142857142857142,23.0
20230404,17,4.0,29.571428571428573,21.142857142857142
20230404,18,4.0,26.285714285714285,20.0
20230404,19,4.0,28.857142857142858,21.142857142857142
20230404,20,9.625,28.0,21.375
20230404,21,9.125,26.75,22.125
20230404,22,11.6875,23.5,27.375
20230404,23,13.375,21.625,25.0
20230405,0,14.083333333333334,23.833333333333332,24.166666666666668
20230405,1,11.0,27.25,21.5
20230405,2,12.875,30.125,26.5
20230405,3,14.0,24.25,22.75
20230405,4,14.0,26.125,18.5
20230405,5,14.0,28.416666666666668,25.583333333333332
20230405,6,14.0,24.571428571428573,26.571428571428573
20230405,7,14.0,24.142857142857142,25.571428571428573
20230405,8,14.5,27.428571428571427,22.142857142857142
20230405,9,14.071428571428571,21.857142857142858,20.142857142857142
20230405,10,18.25,27.25,22.625
20230405,11,16.3125,29.5,21.75
20230405,12,16.8125,29.125,21.5
20230405,13,14.5625,23.0,20.25
20230405,14,14.0,25.5,21.25
20230405,15,12.0,27.583333333333332,21.5
20230405,16,10.285714285714286,26.285714285714285,23.142857142857142
20230405,17,9.428571428571429,26.571428571428573,20.714285714285715
20230405,18,12.142857142857142,26.142857142857142,23.142857142857142
20230405,19,10.428571428571429,29.857142857142858,19.285714285714285
20230405,20,10.5,32.875,19.25
20230405,21,10.5,28.75,20.375
20230405,22,15.0,24.875,22.625
20230405,23,14.75,22.875,25.625
20230406,0,12.833333333333334,24.166666666666668,24.416666666666668
20230406,1,12.0,23.875,22.875
20230406,2,12.0,27.5,20.5
20230406,3,12.0,29.625,22.5
20230406,4,12.0,25.75,22.75
20230406,5,12.0,25.583333333333332,22.25
20230406,6,12.0,25.285714285714285,26.428571428571427
20230406,7,12.0,29.857142857142858,20.571428571428573
20230406,8,12.0,28.285714285714285,24.714285714285715
20230406,9,12.071428571428571,27.142857142857142,21.0
20230406,10,12.1875,25.375,21.875
20230406,11,12.25,29.375,21.25
20230406,12,8.0,30.125,23.5
20230406,13,4.0,28.875,21.5
20230406,14,4.0,29.875,21.0
20230406,15,4.0,29.166666666666668,21.25
20230406,16,4.0,30.142857142857142,21.142857142857142
20230406,17,4.0,26.0,20.285714285714285
20230406,18,4.0,28.0,21.714285714285715
20230406,19,4.0,29.571428571428573,20.285714285714285
20230406,20,4.0,29.625,20.75
20230406,21,9.625,24.875,23.25
20230406,22,19.0,23.25,22.375
20230406,23,16.375,20.0,24.0
20230407,0,16.0,21.75,20.5
20230407,1,16.0,24.375,21.375
20230407,2,8.75,32.875,21.25
20230407,3,6.0,32.625,25.25
20230407,4,6.0,33.0,23.25
20230407,5,6.0,29.416666666666668,21.583333333333332
20230407,6,6.0,27.428571428571427,24.571428571428573
20230407,7,6.0,23.571428571428573,25.142857142857142
20230407,8,6.0,27.142857142857142,22.857142857142858
20230407,9,6.0,25.142857142857142,20.428571428571427
20230407,10,6.0,27.0,21.75
20230407,11,6.0,29.625,23.875
20230407,12,6.0,28.75,21.5
20230407,13,7.5,29.0,21.75
20230407,14,10.25,33.375,19.875
20230407,15,8.583333333333334,28.333333333333332,20.166666666666668
20230407,16,8.428571428571429,26.0,21.142857142857142
20230407,17,9.285714285714286,24.428571428571427,19.428571428571427
20230407,18,11.642857142857142,25.142857142857142,17.714285714285715
20230407,19,14.142857142857142,26.0,19.0
20230407,20,15.75,29.5,17.625
20230407,21,14.8125,26.625,21.75
20230407,22,11.125,23.875,22.125
20230407,23,14.375,21.875,25.125
20230408,0,7.833333333333333,21.833333333333332,26.0
20230408,1,12.625,26.875,23.875
20230408,2,13.0,27.875,20.0
20230408,3,4.0,31.625,24.0
20230408,4,4.0,30.375,20.75
20230408,5,4.0,24.583333333333332,19.166666666666668
20230408,6,4.0,24.428571428571427,25.142857142857142
20230408,7,4.0,20.0,25.0
20230408,8,4.0,23.142857142857142,23.428571428571427
20230408,9,4.0,22.0,23.0
20230408,10,7.1875,24.375,18.625
20230408,11,12.5,25.5,19.375
20230408,12,12.3125,26.875,19.5
20230408,13,10.875,26.875,19.875
20230408,14,9.125,29.125,20.875
20230408,15,8.5,29.166666666666668,20.666666666666668
20230408,16,8.428571428571429,28.714285714285715,19.285714285714285
20230408,17,9.428571428571429,25.571428571428573,19.571428571428573
20230408,18,9.571428571428571,30.0,24.857142857142858
20230408,19,10.642857142857142,33.0,21.428571428571427
20230408,20,9.8125,25.625,21.625
20230408,21,4.875,24.5,21.625
20230408,22,8.5,24.0,23.125
20230408,23,16.5,29.125,26.375
20230409,0,17.0,27.0,28.75
20230409,1,17.0,25.625,20.25
20230409,2,17.0,27.5,20.0
20230409,3,17.0,32.5,26.75
20230409,4,17.0,32.375,26.75
20230409,5,17.0,26.583333333333332,20.666666666666668
20230409,6,16.071428571428573,25.714285714285715,24.285714285714285
20230409,7,11.714285714285714,24.714285714285715,25.142857142857142
20230409,8,11.0,24.714285714285715,25.142857142857142
20230409,9,11.0,25.285714285714285,23.142857142857142
20230409,10,11.0,23.25,22.75
20230409,11,11.875,30.625,22.0
20230409,12,12.0,30.125,22.25
20230409,13,11.6875,28.125,20.5
20230409,14,11.5,31.75,20.25
20230409,15,9.5,28.416666666666668,20.333333333333332
20230409,16,6.857142857142857,31.142857142857142,21.857142857142858
20230409,17,7.285714285714286,32.714285714285715,22.857142857142858
20230409,18,8.0,32.42857142857143,23.285714285714285
20230409,19,7.857142857142857,33.0,23.571428571428573
20230409,20,7.0,31.5,23.875
20230409,21,6.875,25.625,23.25
20230409,22,4.75,26.875,26.375
20230409,23,11.125,27.0,25.5
20230410,0,15.0,29.25,27.333333333333332
20230410,1,13.0,32.5,17.875
20230410,2,13.0,30.875,20.75
20230410,3,13.0,33.375,25.875
20230410,4,13.0,29.625,30.625
20230410,5,13.0,21.0,24.666666666666668
20230410,6,13.0,18.857142857142858,25.857142857142858
20230410,7,13.142857142857142,21.571428571428573,24.857142857142858
20230410,8,13.285714285714286,29.428571428571427,20.714285714285715
20230410,9,11.357142857142858,30.0,22.428571428571427
20230410,10,12.9375,28.625,20.75
20230410,11,6.25,30.875,19.875
20230410,12,4.0,30.0,20.875
20230410,13,4.0,30.625,22.25
20230410,14,4.0,30.375,22.125
20230410,15,4.0,31.166666666666668,21.833333333333332
20230410,16,12.714285714285714,30.0,21.142857142857142
20230410,17,13.0,31.0,19.571428571428573
20230410,18,11.357142857142858,27.714285714285715,21.571428571428573
20230410,19,7.0,30.571428571428573,21.285714285714285
20230410,20,7.0,31.25,21.25
20230410,21,5.5,28.25,23.125
20230410,22,12.0,25.625,21.625
20230410,23,14.0,24.375,22.75
20230411,0,10.833333333333334,23.416666666666668,29.75
20230411,1,11.0,28.5,24.125
20230411,2,11.0,24.375,23.875
20230411,3,11.0,25.875,23.875
20230411,4,11.0,27.25,21.0
20230411,5,11.0,26.083333333333332,20.416666666666668
20230411,6,11.0,24.142857142857142,25.0
20230411,7,11.0,25.571428571428573,25.571428571428573
20230411,8,11.0,28.857142857142858,21.428571428571427
20230411,9,11.214285714285714,29.142857142857142,22.571428571428573
20230411,10,11.4375,26.375,22.25
20230411,11,11.5,26.875,22.375
20230411,12,11.6875,33.25,21.0
20230411,13,11.0,27.875,22.25
20230411,14,11.25,30.875,21.125
20230411,15,11.083333333333334,28.083333333333332,22.666666666666668
20230411,16,9.928571428571429,28.0,22.571428571428573
20230411,17,9.571428571428571,25.428571428571427,25.571428571428573
20230411,18,10.785714285714286,24.714285714285715,20.857142857142858
20230411,19,11.5,23.2,20.0
20230411,20,9.0,31.0,21.0
20230411,21,8.625,30.75,21.75
20230411,22,11.375,23.875,21.375
20230411,23,13.25,19.0,18.142857142857142
20230412,0,34.18181818181818,23.545454545454547,19.545454545454547
20230412,1,36.0,20.25,21.125
20230412,2,36.0,26.875,22.375
20230412,3,35.75,30.125,22.0
20230412,4,35.5,26.25,22.125
20230412,5,36.0,30.727272727272727,24.272727272727273
20230412,6,27.714285714285715,30.857142857142858,17.571428571428573
20230412,7,20.428571428571427,26.428571428571427,24.571428571428573
20230412,8,17.142857142857142,30.142857142857142,20.0
20230412,9,12.714285714285714,30.571428571428573,20.714285714285715
20230412,10,5.0,29.25,20.375
20230412,11,5.0,30.625,21.75
20230412,12,5.0,29.875,20.875
20230412,13,9.875,30.25,20.875
20230412,14,14.5,28.125,20.75
20230412,15,12.916666666666666,27.416666666666668,21.833333333333332
20230412,16,10.285714285714286,27.571428571428573,21.0
20230412,17,9.428571428571429,25.571428571428573,20.571428571428573
20230412,18,12.142857142857142,26.285714285714285,20.428571428571427
20230412,19,10.428571428571429,25.714285714285715,21.142857142857142
20230412,20,15.0,28.0,18.75
20230412,21,12.125,26.375,12.625
20230412,22,9.0,21.25,9.5
20230412,23,11.5,21.5,20.125
20230413,0,16.333333333333332,19.75,20.166666666666668
20230413,1,18.0,20.875,18.875
20230413,2,18.0,24.875,19.0
20230413,3,18.0,25.375,23.625
20230413,4,18.0,23.25,25.125
20230413,5,19.75,21.75,19.5
20230413,6,21.0,24.142857142857142,31.285714285714285
20230413,7,20.142857142857142,24.428571428571427,24.0
20230413,8,17.928571428571427,28.285714285714285,24.0
20230413,9,14.571428571428571,32.0,21.285714285714285
20230413,10,12.375,29.75,22.375
20230413,11,15.125,28.125,20.875
20230413,12,14.875,27.375,21.125
20230413,13,12.625,32.875,21.5
20230413,14,11.0,28.25,21.0
20230413,15,11.416666666666666,26.833333333333332,20.416666666666668
20230413,16,11.571428571428571,27.714285714285715,20.571428571428573
20230413,17,14.428571428571429,25.857142857142858,20.714285714285715
20230413,18,14.571428571428571,26.142857142857142,22.142857142857142
20230413,19,12.928571428571429,26.714285714285715,18.428571428571427
20230413,20,21.9375,27.25,22.625
20230413,21,21.5,24.5,23.0
20230413,22,17.25,24.5,24.125
20230413,23,14.0,26.75,26.625
20230414,0,13.0,22.166666666666668,22.166666666666668
20230414,1,13.0,29.625,20.5
20230414,2,13.0,27.25,23.875
20230414,3,13.0,29.0,23.125
20230414,4,13.0,32.875,21.75
20230414,5,13.0,30.916666666666668,22.083333333333332
20230414,6,13.0,31.142857142857142,22.0
20230414,7,13.0,26.571428571428573,24.428571428571427
20230414,8,13.071428571428571,28.857142857142858,23.571428571428573
20230414,9,12.571428571428571,27.142857142857142,22.142857142857142
20230414,10,12.5,27.25,23.375
20230414,11,11.5,27.75,20.125
20230414,12,13.25,27.375,20.25
20230414,13,10.875,30.125,21.125
20230414,14,10.25,26.875,20.75
20230414,15,8.583333333333334,26.25,21.333333333333332
20230414,16,8.428571428571429,26.571428571428573,20.142857142857142
20230414,17,9.571428571428571,28.0,19.571428571428573
20230414,18,11.785714285714286,28.285714285714285,19.571428571428573
20230414,19,12.5,28.0,19.857142857142858
20230414,20,11.25,32.375,21.5
20230414,21,11.0,27.75,23.625
20230414,22,11.625,22.5,24.5
20230414,23,14.0625,21.375,28.875
20230415,0,13.583333333333334,27.083333333333332,22.916666666666668
20230415,1,13.0,31.25,22.875
20230415,2,13.875,26.5,19.625
20230415,3,18.875,35.25,22.125
20230415,4,16.75,29.625,22.5
20230415,5,17.0,31.833333333333332,18.333333333333332
20230415,6,17.285714285714285,23.571428571428573,22.285714285714285
20230415,7,12.714285714285714,28.857142857142858,23.285714285714285
20230415,8,12.0,24.428571428571427,23.285714285714285
20230415,9,10.857142857142858,21.571428571428573,20.285714285714285
20230415,10,5.0,21.375,18.25
20230415,11,12.0,24.5,19.625
20230415,12,12.0,26.5,20.75
20230415,13,10.875,25.875,20.875
20230415,14,9.0,25.125,20.625
20230415,15,8.416666666666666,27.5,20.416666666666668
