해당일,시간대,압구정로11길,잠원로상단,잠원로하단
20230101,0,18.0,32.333333333333336,24.166666666666668
20230101,1,18.0,29.25,22.25
20230101,2,18.0,30.5,22.5
20230101,3,18.0,25.0,17.5
20230101,4,17.0,28.875,20.25
20230101,5,16.0,30.75,28.833333333333332
20230101,6,15.714285714285714,21.285714285714285,26.0
20230101,7,12.0,20.714285714285715,33.57142857142857
20230101,8,11.0,27.428571428571427,25.285714285714285
20230101,9,11.0,27.857142857142858,27.0
20230101,10,11.0,25.125,20.5
20230101,11,8.375,31.875,17.5
20230101,12,5.75,31.125,20.75
20230101,13,11.0,32.25,25.25
20230101,14,11.0,31.625,22.625
20230101,15,8.833333333333334,29.583333333333332,19.083333333333332
20230101,16,7.0,32.857142857142854,18.142857142857142
20230101,17,7.428571428571429,33.714285714285715,20.571428571428573
20230101,18,8.0,33.57142857142857,19.142857142857142
20230101,19,7.857142857142857,31.857142857142858,20.857142857142858
20230101,20,7.0,31.375,22.75
20230101,21,6.75,25.25,27.5
20230101,22,6.25,27.5,26.375
20230101,23,13.875,27.75,25.5
20230102,0,17.5,28.0,25.833333333333332
20230102,1,13.0,25.75,27.375
20230102,2,13.0,25.5,27.625
20230102,3,13.0,31.25,26.75
20230102,4,13.0,26.875,25.25
20230102,5,13.0,31.666666666666668,30.833333333333332
20230102,6,13.0,27.714285714285715,31.0
20230102,7,13.142857142857142,27.714285714285715,18.142857142857142
20230102,8,13.214285714285714,31.714285714285715,21.571428571428573
20230102,9,11.285714285714286,30.571428571428573,20.0
20230102,10,13.0625,30.0,23.625
20230102,11,9.25,29.625,23.625
20230102,12,8.0,28.375,23.375
20230102,13,8.0,31.5,22.375
20230102,14,8.0,30.375,21.125
20230102,15,8.0,27.333333333333332,21.0
20230102,16,8.0,26.714285714285715,20.857142857142858
20230102,17,12.0,30.571428571428573,19.714285714285715
20230102,18,14.0,32.714285714285715,20.142857142857142
20230102,19,14.5,30.714285714285715,19.857142857142858
20230102,20,23.4375,33.5,22.5
20230102,21,24.75,28.75,26.0
20230102,22,19.125,23.625,29.5
20230102,23,11.125,22.125,27.25
20230103,0,12.083333333333334,27.5,22.833333333333332
20230103,1,12.0,23.75,25.125
20230103,2,12.0,24.25,23.875
20230103,3,12.0,27.5,20.875
20230103,4,12.0,31.875,20.875
20230103,5,12.0,28.083333333333332,22.333333333333332
20230103,6,12.0,25.857142857142858,24.428571428571427
20230103,7,12.0,23.142857142857142,22.428571428571427
20230103,8,12.0,28.142857142857142,25.142857142857142
20230103,9,12.285714285714286,27.571428571428573,24.285714285714285
20230103,10,11.875,25.5,21.0
20230103,11,12.0625,26.375,21.375
20230103,12,12.4375,26.5,21.375
20230103,13,12.125,27.375,21.375
20230103,14,11.875,25.75,21.5
20230103,15,11.541666666666666,26.083333333333332,21.416666666666668
20230103,16,9.714285714285714,29.714285714285715,20.857142857142858
20230103,17,9.714285714285714,30.142857142857142,20.857142857142858
20230103,18,11.357142857142858,30.571428571428573,20.0
20230103,19,12.571428571428571,27.571428571428573,23.142857142857142
20230103,20,9.8125,28.875,21.125
20230103,21,9.5,29.375,20.625
20230103,22,11.75,23.125,26.875
20230103,23,12.3125,23.5,29.0
20230104,0,12.0,23.25,23.25
20230104,1,12.0,23.0,22.375
20230104,2,12.0,25.625,26.625
20230104,3,12.0,24.625,22.5
20230104,4,12.0,25.125,20.875
20230104,5,12.0,26.666666666666668,22.0
20230104,6,12.0,23.857142857142858,20.0
20230104,7,12.0,25.428571428571427,25.428571428571427
20230104,8,12.142857142857142,29.714285714285715,21.571428571428573
20230104,9,12.142857142857142,28.142857142857142,23.142857142857142
20230104,10,12.0,26.5,21.875
20230104,11,12.25,24.5,22.375
20230104,12,15.8125,26.0,21.875
20230104,13,14.75,27.25,21.0
20230104,14,15.0,26.75,21.5
20230104,15,12.583333333333334,25.166666666666668,21.416666666666668
20230104,16,10.285714285714286,24.428571428571427,21.285714285714285
20230104,17,9.571428571428571,30.428571428571427,19.714285714285715
20230104,18,12.285714285714286,27.428571428571427,20.857142857142858
20230104,19,10.5,29.714285714285715,23.142857142857142
20230104,20,16.5625,28.25,23.5
20230104,21,16.375,27.25,23.5
20230104,22,12.125,22.5,23.25
20230104,23,16.25,20.875,24.375
20230105,0,15.0,24.75,25.583333333333332
20230105,1,15.0,29.0,25.0
20230105,2,15.0,31.125,21.125
20230105,3,15.0,20.0,19.125
20230105,4,15.0,35.75,19.125
