해당일,시간대,압구정로11길,잠원로상단,잠원로하단
20230201,0,13.5,19.166666666666668,22.666666666666668
20230201,1,13.0,31.375,19.5
20230201,2,13.0,28.125,17.625
20230201,3,13.0,24.375,16.625
20230201,4,13.0,21.5,22.625
20230201,5,13.0,28.25,19.166666666666668
20230201,6,13.0,20.714285714285715,20.285714285714285
20230201,7,13.0,23.0,23.142857142857142
20230201,8,13.214285714285714,29.0,21.857142857142858
20230201,9,13.285714285714286,29.428571428571427,21.142857142857142
20230201,10,13.0,30.5,21.25
20230201,11,13.875,26.625,20.125
20230201,12,15.25,29.5,20.5
20230201,13,13.9375,29.875,20.875
20230201,14,13.3125,33.25,21.5
20230201,15,12.5,28.25,19.583333333333332
20230201,16,10.714285714285714,26.714285714285715,20.0
20230201,17,9.571428571428571,26.285714285714285,19.857142857142858
20230201,18,12.428571428571429,22.857142857142858,20.571428571428573
20230201,19,10.428571428571429,27.714285714285715,19.142857142857142
20230201,20,13.0,33.0,22.125
20230201,21,13.0,26.5,25.5
20230201,22,11.5,22.625,27.5
20230201,23,11.0,24.25,27.125
20230202,0,11.25,22.916666666666668,21.916666666666668
20230202,1,12.0,22.875,22.5
20230202,2,12.0,37.125,22.0
20230202,3,12.0,33.375,24.875
20230202,4,12.0,24.125,21.375
20230202,5,12.0,28.5,24.083333333333332
20230202,6,12.0,27.142857142857142,18.857142857142858
20230202,7,12.0,28.857142857142858,22.142857142857142
20230202,8,12.0,25.857142857142858,21.142857142857142
20230202,9,12.071428571428571,27.857142857142858,21.571428571428573
20230202,10,12.1875,26.0,21.0
20230202,11,12.25,27.75,20.25
20230202,12,12.3125,26.875,20.125
20230202,13,12.3125,28.875,22.125
20230202,14,11.5,26.375,20.5
20230202,15,11.708333333333334,26.25,20.25
20230202,16,11.785714285714286,30.428571428571427,20.142857142857142
20230202,17,12.071428571428571,27.428571428571427,21.142857142857142
20230202,18,12.357142857142858,26.714285714285715,19.0
20230202,19,11.785714285714286,29.142857142857142,19.571428571428573
20230202,20,12.5,30.625,19.25
20230202,21,16.0,28.625,21.875
20230202,22,16.0,23.875,22.5
20230202,23,16.0,21.625,27.875
20230204,0,16.375,17.583333333333332,22.916666666666668
20230204,1,13.0,29.5,26.625
20230204,2,13.0,26.875,25.0
20230204,3,13.0,23.0,26.125
20230204,4,13.0,28.75,24.0
20230204,5,13.0,31.916666666666668,23.916666666666668
