거래일,아파트,전용면적,층,건축년도,거래금액,주소
1/2/2018 0:00,동신아파트,59.99,4.0,1999-01-01,30950,서울특별시 노원구
1/2/2018 0:00,효성아파트,73.18,1.0,1995-01-01,38700,서울특별시 노원구
1/2/2018 0:00,효성아파트,73.18,4.0,1995-01-01,37300,서울특별시 노원구
1/3/2018 0:00,대주파크빌아파트,81.12,2.0,2003-01-01,36500,서울특별시 노원구
1/4/2018 0:00,시영2단지(라이프)아파트,34.44,7.0,1994-01-01,19300,서울특별시 노원구
1/4/2018 0:00,삼익아파트,84.6,13.0,1995-01-01,42000,서울특별시 노원구
1/4/2018 0:00,비선아파트,48.93,4.0,1999-01-01,27000,서울특별시 노원구
1/5/2018 0:00,삼익4단지아파트,49.5,9.0,1994-01-01,28500,서울특별시 노원구
1/5/2018 0:00,공릉2신도브래뉴아파트,72.84,6.0,2002-01-01,37500,서울특별시 노원구
1/5/2018 0:00,효성화운트빌아파트,99.917,15.0,2000-01-01,52250,서울특별시 노원구
1/5/2018 0:00,태강아파트,49.6,7.0,1999-01-01,27300,서울특별시 노원구
1/6/2018 0:00,대동아파트2,72.25,8.0,1999-01-01,36200,서울특별시 노원구
1/6/2018 0:00,동아하이빌아파트,81.56,7.0,2002-01-01,26300,서울특별시 노원구
1/6/2018 0:00,효성화운트빌아파트,99.917,7.0,2000-01-01,53500,서울특별시 노원구
1/6/2018 0:00,태강아파트,49.6,4.0,1999-01-01,29500,서울특별시 노원구
1/6/2018 0:00,우방아파트,60.502,3.0,2000-01-01,35800,서울특별시 노원구
1/8/2018 0:00,시영2단지(라이프)아파트,34.44,5.0,1994-01-01,19000,서울특별시 노원구
1/8/2018 0:00,풍림아파트B,31.32,9.0,2001-01-01,20000,서울특별시 노원구
1/8/2018 0:00,대주파크빌아파트,80.992,3.0,2003-01-01,36500,서울특별시 노원구
1/8/2018 0:00,공릉동 한보에센시티아파트,59.4,12.0,2000-01-01,31000,서울특별시 노원구
1/8/2018 0:00,풍림아파트A,59.94,1.0,2001-01-01,36470,서울특별시 노원구
1/9/2018 0:00,비선아파트,48.93,4.0,1999-01-01,28650,서울특별시 노원구
1/9/2018 0:00,효성아파트,126.78,8.0,1999-01-01,47000,서울특별시 노원구
1/9/2018 0:00,현대아파트,86.0,1.0,1984-01-01,41000,서울특별시 노원구
1/9/2018 0:00,태강아파트,49.6,11.0,1999-01-01,27800,서울특별시 노원구
1/9/2018 0:00,우방아파트,61.151,7.0,2000-01-01,36000,서울특별시 노원구
1/10/2018 0:00,삼익아파트,114.88,6.0,1995-01-01,45000,서울특별시 노원구
1/10/2018 0:00,시영3차(라이프)아파트,39.6,9.0,1994-01-01,21900,서울특별시 노원구
1/11/2018 0:00,삼익아파트,59.89,8.0,1997-01-01,28300,서울특별시 노원구
1/12/2018 0:00,현대아파트,62.27,4.0,1984-01-01,31800,서울특별시 노원구
1/12/2018 0:00,한일휴니스빌,13.62,8.0,2013-01-01,13200,서울특별시 노원구
1/12/2018 0:00,하늘공원아파트(103동),84.79,5.0,2007-01-01,33000,서울특별시 노원구
1/12/2018 0:00,라메즈아파트,83.43,3.0,2004-01-01,28500,서울특별시 노원구
1/13/2018 0:00,동부아파트,84.79,2.0,1996-01-01,37850,서울특별시 노원구
1/13/2018 0:00,길성그랑프리텔아파트,80.9407,9.0,2003-01-01,38800,서울특별시 노원구
1/13/2018 0:00,풍림아파트B,31.32,10.0,2001-01-01,19900,서울특별시 노원구
1/13/2018 0:00,풍림아파트A,84.99,7.0,2001-01-01,48000,서울특별시 노원구
1/13/2018 0:00,풍림아파트A,84.99,2.0,2001-01-01,43800,서울특별시 노원구
1/13/2018 0:00,태릉우성아파트,84.97,1.0,1985-01-01,40500,서울특별시 노원구
1/13/2018 0:00,신도1차아파트,81.2768,11.0,2002-01-01,45500,서울특별시 노원구
1/14/2018 0:00,두산힐스빌아파트,84.9,7.0,2000-01-01,47300,서울특별시 노원구
1/14/2018 0:00,효성화운트빌아파트,99.917,13.0,2000-01-01,56000,서울특별시 노원구
1/14/2018 0:00,효성화운트빌아파트,99.917,14.0,2000-01-01,52000,서울특별시 노원구
1/14/2018 0:00,태강아파트,49.6,8.0,1999-01-01,27800,서울특별시 노원구
1/15/2018 0:00,시영3차(라이프)아파트,49.5,2.0,1994-01-01,27450,서울특별시 노원구
1/15/2018 0:00,참다움아파트,67.5682,5.0,2012-01-01,32000,서울특별시 노원구
1/15/2018 0:00,효성화운트빌아파트,99.917,10.0,2000-01-01,59000,서울특별시 노원구
1/15/2018 0:00,우방아파트,61.151,1.0,2000-01-01,31000,서울특별시 노원구
1/16/2018 0:00,동부아파트,84.79,12.0,1996-01-01,39200,서울특별시 노원구
1/16/2018 0:00,참다움아파트,67.5682,4.0,2012-01-01,27800,서울특별시 노원구
1/16/2018 0:00,새울센스빌아파트,73.26,4.0,2003-01-01,23500,서울특별시 노원구
1/16/2018 0:00,공릉우성아파트,59.01,14.0,1995-01-01,31000,서울특별시 노원구
1/16/2018 0:00,태강아파트,49.6,7.0,1999-01-01,26500,서울특별시 노원구
1/16/2018 0:00,두산힐스빌아파트,84.9,19.0,2000-01-01,47500,서울특별시 노원구
1/16/2018 0:00,두산힐스빌아파트,84.9,11.0,2000-01-01,47800,서울특별시 노원구
1/17/2018 0:00,대동아파트,84.97,9.0,1999-01-01,34400,서울특별시 노원구
1/17/2018 0:00,공릉우성아파트,109.4,3.0,1995-01-01,43000,서울특별시 노원구
1/17/2018 0:00,신도1차아파트,72.8129,17.0,2002-01-01,42700,서울특별시 노원구
1/17/2018 0:00,동신아파트,59.99,5.0,1999-01-01,31300,서울특별시 노원구
1/18/2018 0:00,삼익4단지아파트,39.6,5.0,1994-01-01,22800,서울특별시 노원구
1/18/2018 0:00,풍림아파트A,114.78,12.0,2001-01-01,55800,서울특별시 노원구
1/18/2018 0:00,태강아파트,49.6,12.0,1999-01-01,27500,서울특별시 노원구
1/18/2018 0:00,청솔아파트8,84.65,5.0,2000-01-01,40500,서울특별시 노원구
1/18/2018 0:00,우방아파트,61.151,5.0,2000-01-01,35500,서울특별시 노원구
1/18/2018 0:00,신원아파트,59.59,10.0,2000-01-01,29500,서울특별시 노원구
1/18/2018 0:00,시영3차(라이프)아파트,39.6,13.0,1994-01-01,21500,서울특별시 노원구
1/18/2018 0:00,시영3차(라이프)아파트,34.44,10.0,1994-01-01,18500,서울특별시 노원구
1/19/2018 0:00,비선아파트,48.93,4.0,1999-01-01,27700,서울특별시 노원구
1/19/2018 0:00,효성화운트빌아파트,99.917,6.0,2000-01-01,53000,서울특별시 노원구
1/19/2018 0:00,현대성우아파트,59.98,6.0,2000-01-01,30900,서울특별시 노원구
1/19/2018 0:00,풍림아파트A,59.94,3.0,2001-01-01,39750,서울특별시 노원구
1/19/2018 0:00,풍림아파트A,59.94,19.0,2001-01-01,39000,서울특별시 노원구
1/19/2018 0:00,태강아파트,59.38,8.0,1999-01-01,34000,서울특별시 노원구
1/19/2018 0:00,시영3차(라이프)아파트,34.44,13.0,1994-01-01,19300,서울특별시 노원구
1/20/2018 0:00,비선아파트,48.6,9.0,1999-01-01,27600,서울특별시 노원구
1/20/2018 0:00,신성미소지움아파트,84.99600000000002,4.0,2004-01-01,40000,서울특별시 노원구
1/20/2018 0:00,광덕파크빌아파트,84.69,15.0,2003-01-01,33000,서울특별시 노원구
1/20/2018 0:00,현대아파트,61.94,2.0,1984-01-01,34000,서울특별시 노원구
1/20/2018 0:00,공릉동 한보에센시티아파트,59.4,1.0,2000-01-01,24500,서울특별시 노원구
1/20/2018 0:00,태강아파트,49.6,10.0,1999-01-01,28800,서울특별시 노원구
1/20/2018 0:00,태릉우성아파트,84.97,9.0,1985-01-01,42500,서울특별시 노원구
1/20/2018 0:00,우방아파트,84.881,2.0,2000-01-01,40800,서울특별시 노원구
1/20/2018 0:00,신명아파트,84.55,6.0,1995-01-01,29800,서울특별시 노원구
1/20/2018 0:00,비선아파트,59.74,10.0,1999-01-01,36000,서울특별시 노원구
1/21/2018 0:00,풍림아파트A,84.99,6.0,2001-01-01,46500,서울특별시 노원구
1/21/2018 0:00,효성아파트,84.66,2.0,1995-01-01,45250,서울특별시 노원구
1/22/2018 0:00,삼익아파트,51.03,9.0,1995-01-01,25700,서울특별시 노원구
1/22/2018 0:00,서진프라자아파트,93.03,3.0,1997-01-01,28200,서울특별시 노원구
1/22/2018 0:00,풍림아파트B,31.32,18.0,2001-01-01,19600,서울특별시 노원구
1/22/2018 0:00,태강아파트,59.34,14.0,1999-01-01,35200,서울특별시 노원구
1/23/2018 0:00,동부아파트,84.79,4.0,1996-01-01,37000,서울특별시 노원구
1/23/2018 0:00,대주파크빌아파트,81.12,3.0,2003-01-01,37000,서울특별시 노원구
1/23/2018 0:00,비선아파트,49.28,8.0,1999-01-01,27000,서울특별시 노원구
1/23/2018 0:00,비선아파트,59.87,14.0,1999-01-01,34800,서울특별시 노원구
1/24/2018 0:00,대명아파트,62.04,2.0,1989-01-01,26500,서울특별시 노원구
1/24/2018 0:00,공릉동 한보에센시티아파트,84.93,5.0,2000-01-01,39500,서울특별시 노원구
1/24/2018 0:00,시영3차(라이프)아파트,39.6,10.0,1994-01-01,22400,서울특별시 노원구
1/24/2018 0:00,비선아파트,59.87,7.0,1999-01-01,35000,서울특별시 노원구
1/25/2018 0:00,시영2단지(라이프)아파트,34.44,10.0,1994-01-01,19200,서울특별시 노원구
1/25/2018 0:00,공릉동 한보에센시티아파트,59.4,9.0,2000-01-01,31000,서울특별시 노원구
1/25/2018 0:00,풍림아파트A,114.78,16.0,2001-01-01,58000,서울특별시 노원구
1/25/2018 0:00,시영3차(라이프)아파트,49.5,11.0,1994-01-01,27300,서울특별시 노원구
1/26/2018 0:00,동부아파트,84.79,12.0,1996-01-01,38500,서울특별시 노원구
1/26/2018 0:00,태강아파트,59.38,15.0,1999-01-01,34500,서울특별시 노원구
1/26/2018 0:00,태강아파트,59.38,11.0,1999-01-01,34000,서울특별시 노원구
1/26/2018 0:00,삼익4단지아파트,59.04,12.0,1994-01-01,33000,서울특별시 노원구
1/27/2018 0:00,동신아파트,84.97,3.0,1999-01-01,40800,서울특별시 노원구
1/27/2018 0:00,효성화운트빌아파트,134.914,11.0,2000-01-01,65000,서울특별시 노원구
1/27/2018 0:00,효성아파트,84.66,3.0,1995-01-01,45250,서울특별시 노원구
1/27/2018 0:00,화랑타운아파트,84.65,8.0,2000-01-01,50850,서울특별시 노원구
1/27/2018 0:00,현대아파트,62.27,4.0,1984-01-01,33000,서울특별시 노원구
1/27/2018 0:00,풍림아파트A,84.99,4.0,2001-01-01,43300,서울특별시 노원구
1/27/2018 0:00,태강아파트,49.6,15.0,1999-01-01,27750,서울특별시 노원구
1/27/2018 0:00,청솔아파트8,84.65,14.0,2000-01-01,42900,서울특별시 노원구
1/27/2018 0:00,시영3차(라이프)아파트,34.44,2.0,1994-01-01,18700,서울특별시 노원구
1/27/2018 0:00,비선아파트,48.6,13.0,1999-01-01,27000,서울특별시 노원구
1/28/2018 0:00,효성화운트빌아파트,99.917,6.0,2000-01-01,53700,서울특별시 노원구
1/29/2018 0:00,두산힐스빌아파트,84.9,11.0,2000-01-01,45500,서울특별시 노원구
1/29/2018 0:00,비콘아파트,84.70700000000002,2.0,2004-01-01,38000,서울특별시 노원구
1/29/2018 0:00,태강아파트,59.34,2.0,1999-01-01,33800,서울특별시 노원구
1/29/2018 0:00,청솔아파트9,84.85,12.0,2000-01-01,44000,서울특별시 노원구
1/29/2018 0:00,신원아파트,84.99,4.0,2000-01-01,35000,서울특별시 노원구
1/30/2018 0:00,두산힐스빌아파트,84.9,5.0,2000-01-01,44700,서울특별시 노원구
1/30/2018 0:00,노원 프레미어스 엠코,84.0408,27.0,2016-01-01,56800,서울특별시 노원구
1/30/2018 0:00,우국리더스빌,49.6,5.0,2006-01-01,26200,서울특별시 노원구
1/30/2018 0:00,청우씨티아파트,84.9,4.0,2004-01-01,30800,서울특별시 노원구
1/30/2018 0:00,효성아파트,126.78,3.0,1999-01-01,52500,서울특별시 노원구
1/30/2018 0:00,풍림아파트A,114.78,11.0,2001-01-01,56000,서울특별시 노원구
1/30/2018 0:00,풍림아파트A,84.99,8.0,2001-01-01,48800,서울특별시 노원구
1/30/2018 0:00,신도1차아파트,131.7554,16.0,2002-01-01,56500,서울특별시 노원구
1/31/2018 0:00,시영2단지(라이프)아파트,34.44,7.0,1994-01-01,19500,서울특별시 노원구
1/31/2018 0:00,시영3차(라이프)아파트,39.6,15.0,1994-01-01,22000,서울특별시 노원구
1/31/2018 0:00,대동아파트,59.83,5.0,1999-01-01,29200,서울특별시 노원구
1/1/2018 0:00,상계주공13(고층),49.94,6.0,1989-01-01,25900,서울특별시 노원구
1/2/2018 0:00,동아불암,84.9,5.0,1999-01-01,37500,서울특별시 노원구
1/2/2018 0:00,상계주공4(고층),59.2,1.0,1988-01-01,28000,서울특별시 노원구
1/2/2018 0:00,상계주공3(고층),84.38,5.0,1987-01-01,57000,서울특별시 노원구
1/2/2018 0:00,상계주공2(고층),58.01,12.0,1987-01-01,25000,서울특별시 노원구
1/2/2018 0:00,상계주공2(고층),58.01,10.0,1987-01-01,40000,서울특별시 노원구
1/3/2018 0:00,벽산,75.03,9.0,1989-01-01,34000,서울특별시 노원구
1/3/2018 0:00,보람1단지,54.59,13.0,1988-01-01,28600,서울특별시 노원구
1/3/2018 0:00,보람1단지,54.59,13.0,1988-01-01,29000,서울특별시 노원구
1/3/2018 0:00,한신2차,45.92,13.0,1988-01-01,20000,서울특별시 노원구
1/4/2018 0:00,임광,106.25,7.0,1989-01-01,59600,서울특별시 노원구
1/4/2018 0:00,수락리버시티4단지,59.9,8.0,2009-01-01,35500,서울특별시 노원구
1/4/2018 0:00,청암1단지,84.8,17.0,2001-01-01,43000,서울특별시 노원구
1/4/2018 0:00,한신3차,84.59,5.0,1990-01-01,36000,서울특별시 노원구
1/5/2018 0:00,은빛1단지,39.7,7.0,1998-01-01,23000,서울특별시 노원구
1/5/2018 0:00,대망드림힐1,84.4909,15.0,2003-01-01,44500,서울특별시 노원구
1/5/2018 0:00,상계현대3차,84.98,11.0,1999-01-01,36900,서울특별시 노원구
1/5/2018 0:00,상계주공9(고층),41.3,14.0,1988-01-01,27000,서울특별시 노원구
1/5/2018 0:00,상계주공9(고층),49.94,5.0,1988-01-01,32500,서울특별시 노원구
1/5/2018 0:00,상계주공6(고층),41.3,7.0,1988-01-01,32250,서울특별시 노원구
1/5/2018 0:00,상계주공3(고층),58.01,10.0,1987-01-01,41800,서울특별시 노원구
1/5/2018 0:00,상계주공12(고층),49.94,9.0,1988-01-01,31900,서울특별시 노원구
1/5/2018 0:00,두산,41.85,1.0,1994-01-01,21000,서울특별시 노원구
1/6/2018 0:00,극동늘푸른,84.514,12.0,2000-01-01,45000,서울특별시 노원구
1/6/2018 0:00,상계주공1(저층),84.41,5.0,1988-01-01,40000,서울특별시 노원구
1/6/2018 0:00,대림,93.75,10.0,1988-01-01,57800,서울특별시 노원구
1/6/2018 0:00,상계주공9(고층),49.94,12.0,1988-01-01,31900,서울특별시 노원구
1/6/2018 0:00,상계주공4(고층),32.39,13.0,1988-01-01,22800,서울특별시 노원구
1/6/2018 0:00,상계주공14(고층),49.94,4.0,1989-01-01,31000,서울특별시 노원구
1/6/2018 0:00,상계주공12(고층),41.3,5.0,1988-01-01,25900,서울특별시 노원구
1/6/2018 0:00,상계주공11(고층),41.3,8.0,1988-01-01,28500,서울특별시 노원구
1/6/2018 0:00,상계주공10(고층),45.9,8.0,1988-01-01,29800,서울특별시 노원구
1/6/2018 0:00,상계주공10(고층),59.39,4.0,1988-01-01,40000,서울특별시 노원구
1/6/2018 0:00,상계주공10(고층),49.94,14.0,1988-01-01,34500,서울특별시 노원구
1/6/2018 0:00,두산,84.09,6.0,1994-01-01,37000,서울특별시 노원구
1/8/2018 0:00,대동황토방,114.72,19.0,2001-01-01,52000,서울특별시 노원구
1/8/2018 0:00,동양엔파트,84.88,12.0,2003-01-01,54400,서울특별시 노원구
1/8/2018 0:00,상계대림e편한세상,83.87,4.0,2002-01-01,37900,서울특별시 노원구
1/8/2018 0:00,상계주공9(고층),45.55,11.0,1988-01-01,29000,서울특별시 노원구
1/8/2018 0:00,상계주공6(고층),58.01,1.0,1988-01-01,35500,서울특별시 노원구
1/8/2018 0:00,상계주공4(고층),73.94,6.0,1988-01-01,44750,서울특별시 노원구
1/8/2018 0:00,상계주공10(고층),45.77,2.0,1988-01-01,31700,서울특별시 노원구
1/8/2018 0:00,보람2단지,79.25,15.0,1988-01-01,37700,서울특별시 노원구
1/8/2018 0:00,미라보(성림),60.0,15.0,2006-01-01,26000,서울특별시 노원구
1/9/2018 0:00,상계1차중앙하이츠,59.82,19.0,1997-01-01,35400,서울특별시 노원구
1/9/2018 0:00,보람1단지,54.59,6.0,1988-01-01,28450,서울특별시 노원구
1/9/2018 0:00,청암2단지,49.77,13.0,2001-01-01,26200,서울특별시 노원구
1/9/2018 0:00,상계주공9(고층),45.9,15.0,1988-01-01,25950,서울특별시 노원구
1/9/2018 0:00,상계주공6(고층),59.2,10.0,1988-01-01,38800,서울특별시 노원구
1/9/2018 0:00,상계주공6(고층),58.01,5.0,1988-01-01,42500,서울특별시 노원구
1/9/2018 0:00,상계주공4(고층),32.39,8.0,1988-01-01,23400,서울특별시 노원구
1/9/2018 0:00,상계주공10(고층),58.01,2.0,1988-01-01,38850,서울특별시 노원구
1/10/2018 0:00,동아불암,84.86,1.0,1999-01-01,34930,서울특별시 노원구
1/10/2018 0:00,보람1단지,68.99,2.0,1988-01-01,35000,서울특별시 노원구
1/10/2018 0:00,보람1단지,54.59,7.0,1988-01-01,29000,서울특별시 노원구
1/10/2018 0:00,상계주공7(고층),41.3,10.0,1988-01-01,31500,서울특별시 노원구
1/10/2018 0:00,상계주공4(고층),58.01,6.0,1988-01-01,39000,서울특별시 노원구
1/10/2018 0:00,상계주공3(고층),58.01,8.0,1987-01-01,40000,서울특별시 노원구
1/10/2018 0:00,상계주공16(고층),45.77,3.0,1988-01-01,24800,서울특별시 노원구
1/10/2018 0:00,상계주공16(고층),59.39,12.0,1988-01-01,33600,서울특별시 노원구
1/10/2018 0:00,상계주공14(고층),49.94,2.0,1989-01-01,29500,서울특별시 노원구
1/11/2018 0:00,상계주공1(고층),41.3,10.0,1988-01-01,28500,서울특별시 노원구
1/11/2018 0:00,수락산늘푸른,123.44,3.0,2009-01-01,53000,서울특별시 노원구
1/11/2018 0:00,상계주공1(저층),84.41,3.0,1988-01-01,44500,서울특별시 노원구
1/11/2018 0:00,상계주공9(고층),49.94,3.0,1988-01-01,31700,서울특별시 노원구
1/11/2018 0:00,상계주공7(고층),59.39,13.0,1988-01-01,44700,서울특별시 노원구
1/11/2018 0:00,상계주공7(고층),58.01,12.0,1988-01-01,43000,서울특별시 노원구
1/11/2018 0:00,상계주공5(저층),31.98,4.0,1987-01-01,33000,서울특별시 노원구
1/11/2018 0:00,상계주공5(저층),31.98,4.0,1987-01-01,33300,서울특별시 노원구
1/11/2018 0:00,상계주공4(고층),83.7,18.0,1988-01-01,50000,서울특별시 노원구
1/11/2018 0:00,상계주공3(고층),32.39,10.0,1987-01-01,26000,서울특별시 노원구
1/11/2018 0:00,상계주공3(고층),68.86,12.0,1987-01-01,46500,서울특별시 노원구
1/11/2018 0:00,상계주공2(고층),32.39,6.0,1987-01-01,23000,서울특별시 노원구
1/11/2018 0:00,상계주공14(고층),41.3,12.0,1989-01-01,25000,서울특별시 노원구
1/12/2018 0:00,상계대림,84.91,4.0,1989-01-01,42000,서울특별시 노원구
1/12/2018 0:00,보람1단지,54.59,13.0,1988-01-01,28900,서울특별시 노원구
1/12/2018 0:00,상계주공9(고층),66.56,15.0,1988-01-01,39000,서울특별시 노원구
1/12/2018 0:00,상계주공6(고층),58.01,3.0,1988-01-01,39000,서울특별시 노원구
1/12/2018 0:00,상계주공5(저층),31.98,4.0,1987-01-01,33000,서울특별시 노원구
1/12/2018 0:00,상계주공5(저층),31.98,5.0,1987-01-01,31800,서울특별시 노원구
1/12/2018 0:00,상계주공3(고층),59.2,9.0,1987-01-01,40700,서울특별시 노원구
1/12/2018 0:00,상계주공3(고층),59.28,7.0,1987-01-01,42700,서울특별시 노원구
1/12/2018 0:00,상계주공3(고층),58.01,2.0,1987-01-01,42000,서울특별시 노원구
1/12/2018 0:00,상계주공2(고층),32.39,7.0,1987-01-01,23500,서울특별시 노원구
1/12/2018 0:00,상계주공2(고층),58.01,7.0,1987-01-01,39000,서울특별시 노원구
1/12/2018 0:00,상계주공14(고층),45.55,14.0,1989-01-01,23800,서울특별시 노원구
1/12/2018 0:00,상계주공10(고층),41.3,6.0,1988-01-01,31000,서울특별시 노원구
1/12/2018 0:00,상계주공10(고층),49.94,13.0,1988-01-01,35000,서울특별시 노원구
1/12/2018 0:00,상계주공10(고층),45.9,8.0,1988-01-01,30500,서울특별시 노원구
1/12/2018 0:00,은빛2단지,39.7,13.0,1998-01-01,24000,서울특별시 노원구
1/12/2018 0:00,불암현대,84.9,19.0,1999-01-01,45000,서울특별시 노원구
1/12/2018 0:00,보람2단지,68.99,2.0,1988-01-01,33800,서울특별시 노원구
1/12/2018 0:00,벽산,43.35,6.0,1989-01-01,22500,서울특별시 노원구
1/13/2018 0:00,동아불암,84.9,4.0,1999-01-01,38000,서울특별시 노원구
1/13/2018 0:00,상계주공10(저층),47.34,1.0,1988-01-01,32800,서울특별시 노원구
1/13/2018 0:00,보람1단지,44.33,5.0,1988-01-01,25450,서울특별시 노원구
1/13/2018 0:00,대림,93.75,7.0,1988-01-01,58300,서울특별시 노원구
1/13/2018 0:00,상계대림e편한세상,83.68,8.0,2002-01-01,38650,서울특별시 노원구
1/13/2018 0:00,상계주공7(고층),41.3,2.0,1988-01-01,31300,서울특별시 노원구
1/13/2018 0:00,상계주공7(고층),49.94,13.0,1988-01-01,42500,서울특별시 노원구
1/13/2018 0:00,상계주공5(저층),31.98,5.0,1987-01-01,32500,서울특별시 노원구
1/13/2018 0:00,상계주공3(고층),73.94,4.0,1987-01-01,53000,서울특별시 노원구
1/13/2018 0:00,상계주공14(고층),45.9,15.0,1989-01-01,22800,서울특별시 노원구
1/13/2018 0:00,상계주공10(고층),49.94,9.0,1988-01-01,35000,서울특별시 노원구
1/13/2018 0:00,상계1차중앙하이츠,59.82,13.0,1997-01-01,35000,서울특별시 노원구
1/13/2018 0:00,벽산,46.8,13.0,1989-01-01,23300,서울특별시 노원구
1/14/2018 0:00,상계주공14(고층),90.94,8.0,1989-01-01,48500,서울특별시 노원구
1/14/2018 0:00,상계주공7(고층),49.94,13.0,1988-01-01,39000,서울특별시 노원구
1/15/2018 0:00,대동황토방,84.97,16.0,2001-01-01,41000,서울특별시 노원구
1/15/2018 0:00,수락파크빌,114.82,13.0,2001-01-01,57500,서울특별시 노원구
1/15/2018 0:00,상계주공9(고층),41.3,9.0,1988-01-01,26000,서울특별시 노원구
1/15/2018 0:00,상계주공4(고층),58.01,11.0,1988-01-01,37400,서울특별시 노원구
1/15/2018 0:00,상계주공3(고층),32.39,5.0,1987-01-01,26000,서울특별시 노원구
1/15/2018 0:00,상계주공14(고층),49.94,14.0,1989-01-01,30000,서울특별시 노원구
1/15/2018 0:00,상계주공1(고층),68.86,9.0,1988-01-01,38000,서울특별시 노원구
1/15/2018 0:00,상계불암대림,59.22,9.0,2000-01-01,33300,서울특별시 노원구
1/16/2018 0:00,동아불암,84.9,3.0,1999-01-01,37900,서울특별시 노원구
1/16/2018 0:00,신이모닝빌,84.9231,1.0,2002-01-01,33500,서울특별시 노원구
1/16/2018 0:00,청암2단지,49.77,8.0,2001-01-01,25700,서울특별시 노원구
1/16/2018 0:00,상계주공9(고층),49.94,5.0,1988-01-01,32500,서울특별시 노원구
1/16/2018 0:00,상계주공7(고층),49.94,11.0,1988-01-01,44000,서울특별시 노원구
1/16/2018 0:00,상계주공3(고층),58.01,12.0,1987-01-01,43000,서울특별시 노원구
1/16/2018 0:00,상계주공2(고층),59.2,2.0,1987-01-01,31000,서울특별시 노원구
1/16/2018 0:00,상계주공14(고층),90.94,4.0,1989-01-01,50300,서울특별시 노원구
1/16/2018 0:00,상계주공11(고층),60.5,10.0,1988-01-01,35500,서울특별시 노원구
1/16/2018 0:00,은빛2단지,59.95,7.0,1998-01-01,32500,서울특별시 노원구
1/16/2018 0:00,은빛2단지,59.95,11.0,1998-01-01,31000,서울특별시 노원구
1/16/2018 0:00,은빛1단지,59.95,2.0,1998-01-01,29700,서울특별시 노원구
1/16/2018 0:00,은빛1단지,49.77,9.0,1998-01-01,26300,서울특별시 노원구
1/16/2018 0:00,상계불암대림,59.22,15.0,2000-01-01,33500,서울특별시 노원구
1/16/2018 0:00,보람2단지,68.99,8.0,1988-01-01,36800,서울특별시 노원구
1/16/2018 0:00,보람2단지,79.25,5.0,1988-01-01,40200,서울특별시 노원구
1/17/2018 0:00,대동황토방,84.97,3.0,2001-01-01,39300,서울특별시 노원구
1/17/2018 0:00,한신2차,45.92,8.0,1988-01-01,20000,서울특별시 노원구
1/17/2018 0:00,상계주공7(고층),49.94,12.0,1988-01-01,43000,서울특별시 노원구
1/17/2018 0:00,상계주공5(저층),31.98,2.0,1987-01-01,32900,서울특별시 노원구
1/17/2018 0:00,상계주공4(고층),84.2,5.0,1988-01-01,48000,서울특별시 노원구
1/17/2018 0:00,상계주공13(고층),58.01,15.0,1989-01-01,29000,서울특별시 노원구
1/17/2018 0:00,은빛1단지,59.95,9.0,1998-01-01,32000,서울특별시 노원구
1/18/2018 0:00,미도,87.57,12.0,1988-01-01,45850,서울특별시 노원구
1/18/2018 0:00,노원IPARK,139.28,4.0,2009-01-01,52000,서울특별시 노원구
1/18/2018 0:00,수락리버시티3단지,84.81,13.0,2009-01-01,38000,서울특별시 노원구
1/18/2018 0:00,상계주공9(고층),49.94,5.0,1988-01-01,32750,서울특별시 노원구
1/18/2018 0:00,상계주공7(고층),45.9,6.0,1988-01-01,36000,서울특별시 노원구
1/18/2018 0:00,상계주공6(고층),58.01,9.0,1988-01-01,42000,서울특별시 노원구
1/18/2018 0:00,상계주공6(고층),58.01,3.0,1988-01-01,40500,서울특별시 노원구
1/18/2018 0:00,상계주공5(저층),31.98,2.0,1987-01-01,33900,서울특별시 노원구
1/18/2018 0:00,상계주공3(고층),59.28,2.0,1987-01-01,40000,서울특별시 노원구
1/18/2018 0:00,상계주공3(고층),59.39,8.0,1987-01-01,43700,서울특별시 노원구
1/18/2018 0:00,상계주공2(고층),58.01,11.0,1987-01-01,40400,서울특별시 노원구
1/18/2018 0:00,상계주공16(고층),59.39,1.0,1988-01-01,30000,서울특별시 노원구
1/18/2018 0:00,상계주공14(고층),45.9,6.0,1989-01-01,23500,서울특별시 노원구
1/18/2018 0:00,상계주공14(고층),45.55,14.0,1989-01-01,23700,서울특별시 노원구
1/18/2018 0:00,상계주공12(고층),49.94,13.0,1988-01-01,31000,서울특별시 노원구
1/18/2018 0:00,상계불암대림,84.96,1.0,2000-01-01,38000,서울특별시 노원구
1/18/2018 0:00,상계불암대림,59.22,16.0,2000-01-01,32800,서울특별시 노원구
1/19/2018 0:00,벽산,75.03,5.0,1989-01-01,34700,서울특별시 노원구
1/19/2018 0:00,중계센트럴파크,84.53,12.0,2016-01-01,52300,서울특별시 노원구
1/19/2018 0:00,보람1단지,54.59,11.0,1988-01-01,28800,서울특별시 노원구
1/19/2018 0:00,청암2단지,59.96,2.0,2001-01-01,29000,서울특별시 노원구
1/19/2018 0:00,양우,79.4198,2.0,2002-01-01,41000,서울특별시 노원구
1/19/2018 0:00,상계주공7(고층),41.3,7.0,1988-01-01,30000,서울특별시 노원구
