거래일,아파트,전용면적,층,건축년도,거래금액,주소
2018-08-20,청구,70.69,13.0,1988-01-01,47000,서울특별시 노원구
2018-08-20,청솔(시영7),39.78,1.0,1989-01-01,21300,서울특별시 노원구
2018-08-20,청솔(시영7),39.92,12.0,1989-01-01,23000,서울특별시 노원구
2018-08-20,청솔(시영7),59.7,10.0,1989-01-01,35200,서울특별시 노원구
2018-08-20,청솔(시영7),49.5,8.0,1989-01-01,29500,서울특별시 노원구
2018-08-20,장미(시영6),43.41,6.0,1989-01-01,26000,서울특별시 노원구
2018-08-20,미성,57.97,1.0,1989-01-01,33900,서울특별시 노원구
2018-08-20,극동,55.72,14.0,1988-01-01,35000,서울특별시 노원구
2018-08-21,극동,84.91,2.0,1988-01-01,51000,서울특별시 노원구
2018-08-21,한신2,44.52,2.0,1988-01-01,29000,서울특별시 노원구
2018-08-21,한신1,35.28,4.0,1988-01-01,23000,서울특별시 노원구
2018-08-21,학여울청구,59.4,5.0,1999-01-01,39000,서울특별시 노원구
2018-08-21,학여울청구,59.4,3.0,1999-01-01,39000,서울특별시 노원구
2018-08-21,하계2현대,84.896,15.0,1997-01-01,58800,서울특별시 노원구
2018-08-21,청구3,84.99,7.0,1996-01-01,46200,서울특별시 노원구
2018-08-21,청솔(시영7),39.92,14.0,1989-01-01,24000,서울특별시 노원구
2018-08-21,삼익선경,107.95,1.0,1993-01-01,52200,서울특별시 노원구
2018-08-21,삼익선경,134.19,8.0,1993-01-01,69700,서울특별시 노원구
2018-08-21,벽산,57.71,15.0,1988-01-01,33000,서울특별시 노원구
2018-08-22,건영,74.58,9.0,1988-01-01,48000,서울특별시 노원구
2018-08-22,한신동성,112.24,10.0,1993-01-01,62000,서울특별시 노원구
2018-08-22,학여울청구,84.77,12.0,1999-01-01,55000,서울특별시 노원구
2018-08-22,장미(시영6),43.41,2.0,1989-01-01,25000,서울특별시 노원구
2018-08-22,장미(시영6),54.29,2.0,1989-01-01,31900,서울특별시 노원구
2018-08-22,장미(시영6),43.56,4.0,1989-01-01,24500,서울특별시 노원구
2018-08-22,극동,70.56,15.0,1988-01-01,41800,서울특별시 노원구
2018-08-23,벽산,57.71,12.0,1988-01-01,35700,서울특별시 노원구
2018-08-23,학여울청구,84.77,10.0,1999-01-01,55000,서울특별시 노원구
2018-08-23,하계2현대,84.896,6.0,1997-01-01,65000,서울특별시 노원구
2018-08-23,우성,84.91,8.0,1988-01-01,62000,서울특별시 노원구
2018-08-24,극동,55.72,3.0,1988-01-01,33700,서울특별시 노원구
2018-08-24,한신1,35.28,2.0,1988-01-01,23500,서울특별시 노원구
2018-08-24,학여울청구,84.77,17.0,1999-01-01,54000,서울특별시 노원구
2018-08-24,학여울청구,84.77,9.0,1999-01-01,59900,서울특별시 노원구
2018-08-24,우성,84.91,5.0,1988-01-01,60350,서울특별시 노원구
2018-08-24,장미(시영6),64.62,6.0,1989-01-01,42000,서울특별시 노원구
2018-08-24,극동,70.56,3.0,1988-01-01,42500,서울특별시 노원구
2018-08-25,건영,45.55,8.0,1988-01-01,27000,서울특별시 노원구
2018-08-25,한신동성,112.24,13.0,1993-01-01,71800,서울특별시 노원구
2018-08-25,한신동성,112.24,14.0,1993-01-01,68000,서울특별시 노원구
2018-08-25,한신2,44.52,1.0,1988-01-01,28000,서울특별시 노원구
2018-08-25,한신1,44.52,1.0,1988-01-01,25400,서울특별시 노원구
2018-08-25,학여울청구,59.4,1.0,1999-01-01,35500,서울특별시 노원구
2018-08-25,하계2현대,75.35,4.0,1997-01-01,46000,서울특별시 노원구
2018-08-25,하계1청구,84.6,2.0,1997-01-01,55000,서울특별시 노원구
2018-08-25,하계1청구,84.6,6.0,1997-01-01,57300,서울특별시 노원구
2018-08-25,청구3,84.99,2.0,1996-01-01,46000,서울특별시 노원구
2018-08-25,청구,84.97,2.0,1988-01-01,54500,서울특별시 노원구
2018-08-25,청솔(시영7),49.5,12.0,1989-01-01,31000,서울특별시 노원구
2018-08-25,청솔(시영7),49.5,1.0,1989-01-01,26800,서울특별시 노원구
2018-08-25,장미(시영6),64.62,14.0,1989-01-01,41400,서울특별시 노원구
2018-08-25,장미(시영6),43.56,2.0,1989-01-01,25500,서울특별시 노원구
2018-08-25,극동,55.72,12.0,1988-01-01,34300,서울특별시 노원구
2018-08-25,극동,70.56,3.0,1988-01-01,40800,서울특별시 노원구
2018-08-25,건영,74.58,2.0,1988-01-01,48000,서울특별시 노원구
2018-08-25,건영,84.93,15.0,1988-01-01,51500,서울특별시 노원구
2018-08-25,건영,53.14,9.0,1988-01-01,34900,서울특별시 노원구
2018-08-26,장미(시영6),54.29,8.0,1989-01-01,34000,서울특별시 노원구
2018-08-26,우성,84.91,6.0,1988-01-01,59000,서울특별시 노원구
2018-08-27,극동,84.91,10.0,1988-01-01,57000,서울특별시 노원구
2018-08-27,한신1,44.52,3.0,1988-01-01,30000,서울특별시 노원구
2018-08-27,한신1,27.0,15.0,1988-01-01,19000,서울특별시 노원구
2018-08-27,청구3,84.99,10.0,1996-01-01,47500,서울특별시 노원구
2018-08-27,우방,83.12,5.0,1999-01-01,43400,서울특별시 노원구
2018-08-27,청솔(시영7),39.78,5.0,1989-01-01,23300,서울특별시 노원구
2018-08-27,미성,72.17,1.0,1989-01-01,43900,서울특별시 노원구
2018-08-28,건영,65.43,1.0,1988-01-01,39000,서울특별시 노원구
2018-08-28,한신1,27.0,4.0,1988-01-01,19000,서울특별시 노원구
2018-08-28,학여울청구,113.51,2.0,1999-01-01,67700,서울특별시 노원구
2018-08-28,우방,77.41,10.0,1999-01-01,40700,서울특별시 노원구
2018-08-29,건영,74.58,14.0,1988-01-01,47200,서울특별시 노원구
2018-08-29,한신1,27.0,4.0,1988-01-01,20000,서울특별시 노원구
2018-08-29,한신1,27.0,9.0,1988-01-01,19000,서울특별시 노원구
2018-08-29,우성,84.91,15.0,1988-01-01,56000,서울특별시 노원구
2018-08-29,청솔(시영7),39.78,1.0,1989-01-01,21200,서울특별시 노원구
2018-08-29,장미(시영6),54.02,8.0,1989-01-01,35000,서울특별시 노원구
2018-08-29,장미(시영6),54.29,2.0,1989-01-01,34000,서울특별시 노원구
2018-08-29,극동,55.72,1.0,1988-01-01,31500,서울특별시 노원구
2018-08-30,극동,84.91,2.0,1988-01-01,49900,서울특별시 노원구
2018-08-30,우방,59.74,15.0,1999-01-01,31400,서울특별시 노원구
2018-08-31,건영,53.14,10.0,1988-01-01,33500,서울특별시 노원구
2018-08-31,학여울청구,113.51,4.0,1999-01-01,66000,서울특별시 노원구
2018-08-31,우방,59.74,2.0,1999-01-01,32300,서울특별시 노원구
2018-08-31,우방,59.74,11.0,1999-01-01,33000,서울특별시 노원구
2018-08-31,장미(시영6),43.41,1.0,1989-01-01,25000,서울특별시 노원구
2018-09-01,시영2단지(라이프)아파트,34.44,12.0,1994-01-01,20300,서울특별시 노원구
2018-09-01,광덕파크빌아파트,84.69,10.0,2003-01-01,38000,서울특별시 노원구
2018-09-01,공릉우성아파트,59.26,7.0,1995-01-01,32000,서울특별시 노원구
2018-09-01,공릉우성아파트,59.26,8.0,1995-01-01,34000,서울특별시 노원구
2018-09-01,대주파크빌아파트,81.12,10.0,2003-01-01,42000,서울특별시 노원구
2018-09-01,화랑타운아파트,84.65,6.0,2000-01-01,54900,서울특별시 노원구
2018-09-01,태강아파트,49.6,2.0,1999-01-01,29000,서울특별시 노원구
2018-09-01,태강아파트,49.6,12.0,1999-01-01,31000,서울특별시 노원구
2018-09-01,우방아파트,84.881,15.0,2000-01-01,49800,서울특별시 노원구
2018-09-01,시영3차(라이프)아파트,34.44,3.0,1994-01-01,19700,서울특별시 노원구
2018-09-01,시영3차(라이프)아파트,39.6,5.0,1994-01-01,22000,서울특별시 노원구
2018-09-01,삼익아파트,84.6,15.0,1995-01-01,44200,서울특별시 노원구
2018-09-01,삼익4단지아파트,39.6,3.0,1994-01-01,22000,서울특별시 노원구
2018-09-01,대아아파트1차,59.75,3.0,1997-01-01,29000,서울특별시 노원구
2018-09-02,비선아파트,49.28,4.0,1999-01-01,28100,서울특별시 노원구
2018-09-02,우성아파트(102동),83.74,5.0,2005-01-01,35000,서울특별시 노원구
2018-09-02,신대림아파트,84.71,7.0,2003-01-01,37000,서울특별시 노원구
2018-09-02,효성화운트빌아파트,99.917,7.0,2000-01-01,57800,서울특별시 노원구
2018-09-03,삼익4단지아파트,59.04,11.0,1994-01-01,35900,서울특별시 노원구
2018-09-03,노원 프레미어스 엠코,84.0261,12.0,2016-01-01,56500,서울특별시 노원구
2018-09-03,노원 프레미어스 엠코,84.0408,32.0,2016-01-01,60000,서울특별시 노원구
2018-09-03,비콘아파트,84.98,6.0,2004-01-01,40000,서울특별시 노원구
2018-09-03,대주파크빌아파트,81.12,13.0,2003-01-01,40300,서울특별시 노원구
2018-09-03,풍림아파트A,114.78,13.0,2001-01-01,63500,서울특별시 노원구
2018-09-03,우방아파트,84.881,5.0,2000-01-01,46000,서울특별시 노원구
2018-09-03,시영3차(라이프)아파트,34.44,1.0,1994-01-01,18800,서울특별시 노원구
2018-09-03,시영3차(라이프)아파트,34.44,4.0,1994-01-01,20000,서울특별시 노원구
2018-09-03,삼익아파트,84.6,6.0,1995-01-01,43800,서울특별시 노원구
2018-09-03,삼익4단지아파트,59.04,3.0,1994-01-01,35000,서울특별시 노원구
2018-09-04,시영2단지(라이프)아파트,49.5,4.0,1994-01-01,31000,서울특별시 노원구
2018-09-04,공릉우성아파트,59.26,14.0,1995-01-01,31000,서울특별시 노원구
2018-09-04,효성화운트빌아파트,99.917,3.0,2000-01-01,60000,서울특별시 노원구
2018-09-04,대동아파트2,72.25,14.0,1999-01-01,42000,서울특별시 노원구
2018-09-05,건영아파트,59.94,13.0,1998-01-01,30500,서울특별시 노원구
2018-09-05,삼익2차아파트,54.74,9.0,2004-01-01,34000,서울특별시 노원구
2018-09-05,공릉우성아파트,84.97,6.0,1995-01-01,43000,서울특별시 노원구
2018-09-05,현대성우아파트,59.98,12.0,2000-01-01,33000,서울특별시 노원구
2018-09-05,동부아파트,84.79,2.0,1996-01-01,39000,서울특별시 노원구
2018-09-05,동부아파트,84.79,1.0,1996-01-01,36500,서울특별시 노원구
2018-09-05,대아2차아파트,84.87,11.0,2000-01-01,42500,서울특별시 노원구
2018-09-06,건영장미아파트,59.87,18.0,1999-01-01,32200,서울특별시 노원구
2018-09-06,효성화운트빌아파트,99.917,13.0,2000-01-01,60000,서울특별시 노원구
2018-09-06,현대성우아파트,59.98,21.0,2000-01-01,33000,서울특별시 노원구
2018-09-06,태강아파트,49.6,9.0,1999-01-01,32000,서울특별시 노원구
2018-09-06,태강아파트,49.6,7.0,1999-01-01,32900,서울특별시 노원구
2018-09-06,우방아파트,84.881,15.0,2000-01-01,50000,서울특별시 노원구
2018-09-07,대아아파트1차,54.08,11.0,1997-01-01,25000,서울특별시 노원구
2018-09-07,노원 프레미어스 엠코,84.0261,9.0,2016-01-01,55000,서울특별시 노원구
2018-09-07,풍림아파트A,84.99,15.0,2001-01-01,57000,서울특별시 노원구
2018-09-07,청솔아파트8,84.83,4.0,2000-01-01,50000,서울특별시 노원구
2018-09-07,시영3차(라이프)아파트,39.6,4.0,1994-01-01,23300,서울특별시 노원구
2018-09-07,시영3차(라이프)아파트,39.6,13.0,1994-01-01,23400,서울특별시 노원구
2018-09-07,시영3차(라이프)아파트,34.44,14.0,1994-01-01,21000,서울특별시 노원구
2018-09-07,삼익아파트,51.03,8.0,1995-01-01,28000,서울특별시 노원구
2018-09-07,삼익4단지아파트,39.6,11.0,1994-01-01,23850,서울특별시 노원구
2018-09-07,두산힐스빌아파트,60.0,18.0,2000-01-01,41800,서울특별시 노원구
2018-09-08,건영아파트,106.06,3.0,1998-01-01,42000,서울특별시 노원구
2018-09-08,한진아파트,84.85,3.0,2007-01-01,33500,서울특별시 노원구
2018-09-08,현대(고려)아파트,84.09,6.0,1999-01-01,38300,서울특별시 노원구
2018-09-08,태릉우성아파트,84.97,3.0,1985-01-01,54000,서울특별시 노원구
2018-09-08,시영3차(라이프)아파트,34.44,1.0,1994-01-01,18900,서울특별시 노원구
2018-09-08,시영3차(라이프)아파트,39.6,10.0,1994-01-01,22800,서울특별시 노원구
2018-09-08,삼익4단지아파트,49.5,15.0,1994-01-01,29800,서울특별시 노원구
2018-09-08,비선아파트,59.97,8.0,1999-01-01,37000,서울특별시 노원구
2018-09-08,두산힐스빌아파트,60.0,11.0,2000-01-01,45000,서울특별시 노원구
2018-09-08,대아아파트1차,84.86,13.0,1997-01-01,36500,서울특별시 노원구
2018-09-08,대아2차아파트,114.69,6.0,2000-01-01,46000,서울특별시 노원구
2018-09-08,시영2단지(라이프)아파트,49.5,2.0,1994-01-01,27500,서울특별시 노원구
2018-09-09,시영2단지(라이프)아파트,39.6,15.0,1994-01-01,23000,서울특별시 노원구
2018-09-09,청솔아파트8,84.83,6.0,2000-01-01,50000,서울특별시 노원구
2018-09-09,신명아파트,84.55,3.0,1995-01-01,35000,서울특별시 노원구
2018-09-10,동부아파트,84.79,4.0,1996-01-01,42000,서울특별시 노원구
2018-09-10,태강아파트,49.6,2.0,1999-01-01,30000,서울특별시 노원구
2018-09-10,태강아파트,49.6,7.0,1999-01-01,32500,서울특별시 노원구
2018-09-10,신도1차아파트,117.168,2.0,2002-01-01,53000,서울특별시 노원구
2018-09-10,삼익아파트,51.03,6.0,1995-01-01,30000,서울특별시 노원구
2018-09-10,삼익아파트,114.88,8.0,1995-01-01,50000,서울특별시 노원구
2018-09-11,건영장미아파트,59.87,10.0,1999-01-01,33500,서울특별시 노원구
2018-09-11,노원 프레미어스 엠코,84.0408,31.0,2016-01-01,65000,서울특별시 노원구
2018-09-11,공릉우성아파트,84.97,6.0,1995-01-01,43000,서울특별시 노원구
2018-09-11,태강아파트,59.38,8.0,1999-01-01,40000,서울특별시 노원구
2018-09-11,태강아파트,49.6,4.0,1999-01-01,33000,서울특별시 노원구
2018-09-12,동부아파트,84.79,5.0,1996-01-01,48000,서울특별시 노원구
2018-09-12,태강아파트,59.34,6.0,1999-01-01,45000,서울특별시 노원구
2018-09-12,우방아파트,61.151,9.0,2000-01-01,39900,서울특별시 노원구
2018-09-12,시영3차(라이프)아파트,39.6,2.0,1994-01-01,23500,서울특별시 노원구
2018-09-12,삼익4단지아파트,59.04,15.0,1994-01-01,37900,서울특별시 노원구
2018-09-12,비선아파트,48.6,2.0,1999-01-01,28000,서울특별시 노원구
2018-09-13,시영2단지(라이프)아파트,39.6,12.0,1994-01-01,25800,서울특별시 노원구
2018-09-13,670-7,17.27,11.0,2016-01-01,16400,서울특별시 노원구
2018-09-13,풍림아파트A,114.78,10.0,2001-01-01,63800,서울특별시 노원구
2018-09-13,풍림아파트A,84.99,16.0,2001-01-01,59900,서울특별시 노원구
2018-09-13,태강아파트,49.6,1.0,1999-01-01,29400,서울특별시 노원구
2018-09-13,태강아파트,59.34,12.0,1999-01-01,40000,서울특별시 노원구
2018-09-13,삼익아파트,114.88,14.0,1995-01-01,42000,서울특별시 노원구
2018-09-13,두산힐스빌아파트,84.9,11.0,2000-01-01,51800,서울특별시 노원구
2018-09-14,비선아파트,49.28,12.0,1999-01-01,29400,서울특별시 노원구
2018-09-14,삼익2차아파트,83.40899999999998,8.0,2004-01-01,45000,서울특별시 노원구
2018-09-14,신원아파트,59.59,5.0,2000-01-01,32000,서울특별시 노원구
2018-09-14,삼익4단지아파트,39.6,13.0,1994-01-01,25000,서울특별시 노원구
2018-09-15,대아2차아파트,59.88,3.0,2000-01-01,32000,서울특별시 노원구
2018-09-15,화랑타운아파트,84.65,10.0,2000-01-01,53000,서울특별시 노원구
2018-09-15,청솔아파트8,84.83,1.0,2000-01-01,46000,서울특별시 노원구
2018-09-16,노원 프레미어스 엠코,84.0408,7.0,2016-01-01,59500,서울특별시 노원구
2018-09-17,비선아파트,48.6,2.0,1999-01-01,29700,서울특별시 노원구
2018-09-18,대동아파트,59.83,6.0,1999-01-01,32900,서울특별시 노원구
2018-09-19,건영장미아파트,59.87,3.0,1999-01-01,33500,서울특별시 노원구
2018-09-19,효성아파트,59.84,4.0,1999-01-01,37000,서울특별시 노원구
2018-09-19,화랑타운아파트,84.65,9.0,2000-01-01,57800,서울특별시 노원구
2018-09-19,현대아파트,62.27,5.0,1984-01-01,40000,서울특별시 노원구
2018-09-19,태강아파트,49.6,5.0,1999-01-01,35000,서울특별시 노원구
2018-09-19,삼익4단지아파트,39.6,11.0,1994-01-01,27400,서울특별시 노원구
2018-09-20,두산힐스빌아파트,84.9,1.0,2000-01-01,33500,서울특별시 노원구
2018-09-20,신한양아파트,83.76,2.0,2002-01-01,29500,서울특별시 노원구
2018-09-20,길성그랑프리텔아파트,71.848,6.0,2003-01-01,39000,서울특별시 노원구
2018-09-20,삼익4단지아파트,59.04,14.0,1994-01-01,36500,서울특별시 노원구
2018-09-21,대동아파트2,59.34,4.0,1999-01-01,36700,서울특별시 노원구
2018-09-21,길성그랑프리텔아파트,71.848,9.0,2003-01-01,40000,서울특별시 노원구
2018-09-21,태강아파트,59.38,6.0,1999-01-01,40000,서울특별시 노원구
2018-09-21,삼익아파트,51.03,10.0,1995-01-01,31000,서울특별시 노원구
2018-09-22,시영3차(라이프)아파트,39.6,1.0,1994-01-01,20450,서울특별시 노원구
2018-09-22,태강아파트,59.38,12.0,1999-01-01,42900,서울특별시 노원구
2018-09-22,태강아파트,49.6,10.0,1999-01-01,32800,서울특별시 노원구
2018-09-27,태강아파트,49.6,4.0,1999-01-01,33350,서울특별시 노원구
2018-09-27,현대아파트,62.27,2.0,1984-01-01,37000,서울특별시 노원구
2018-09-27,풍림아파트A,59.94,1.0,2001-01-01,40000,서울특별시 노원구
2018-09-28,대아2차아파트,84.6,9.0,2000-01-01,41500,서울특별시 노원구
2018-09-28,대주파크빌아파트,81.12,3.0,2003-01-01,42750,서울특별시 노원구
2018-09-29,시영2단지(라이프)아파트,34.44,10.0,1994-01-01,20500,서울특별시 노원구
2018-09-29,화랑타운아파트,84.65,5.0,2000-01-01,57000,서울특별시 노원구
2018-09-29,삼익아파트,51.03,4.0,1995-01-01,30000,서울특별시 노원구
2018-09-29,대동아파트2,59.34,8.0,1999-01-01,35150,서울특별시 노원구
2018-09-30,우방아파트,84.881,1.0,2000-01-01,48900,서울특별시 노원구
2018-09-30,풍림아파트A,59.94,6.0,2001-01-01,45000,서울특별시 노원구
2018-09-30,청솔아파트9,84.85,6.0,2000-01-01,53000,서울특별시 노원구
2018-09-01,수락산벨리체,114.92,10.0,2000-01-01,57000,서울특별시 노원구
2018-09-01,수락리버시티3단지,84.88,1.0,2009-01-01,41500,서울특별시 노원구
2018-09-01,수락산늘푸른,123.44,10.0,2009-01-01,60000,서울특별시 노원구
2018-09-01,한일유앤아이,59.877,15.0,2005-01-01,44700,서울특별시 노원구
2018-09-01,상계대림e편한세상,114.34,6.0,2002-01-01,46300,서울특별시 노원구
2018-09-01,희락,84.9,11.0,1997-01-01,33400,서울특별시 노원구
2018-09-01,한양,107.92,10.0,1988-01-01,63000,서울특별시 노원구
2018-09-01,상계주공16(고층),79.07,4.0,1988-01-01,45800,서울특별시 노원구
2018-09-01,상계주공14(고층),41.3,9.0,1989-01-01,29200,서울특별시 노원구
2018-09-01,상계주공13(고층),49.94,2.0,1989-01-01,27900,서울특별시 노원구
2018-09-01,상계주공12(고층),49.94,7.0,1988-01-01,35000,서울특별시 노원구
2018-09-01,상계주공12(고층),41.3,5.0,1988-01-01,28400,서울특별시 노원구
2018-09-01,상계주공11(고층),68.86,5.0,1988-01-01,50000,서울특별시 노원구
2018-09-01,상계주공11(고층),49.94,1.0,1988-01-01,33500,서울특별시 노원구
2018-09-01,상계주공11(고층),58.01,8.0,1988-01-01,44700,서울특별시 노원구
2018-09-01,상계주공10(고층),59.39,5.0,1988-01-01,44000,서울특별시 노원구
2018-09-01,상계주공10(고층),45.9,13.0,1988-01-01,33800,서울특별시 노원구
2018-09-01,상계주공10(고층),59.2,4.0,1988-01-01,43000,서울특별시 노원구
2018-09-01,두산,58.65,13.0,1994-01-01,31000,서울특별시 노원구
2018-09-01,수락한신,59.95,9.0,1997-01-01,29500,서울특별시 노원구
2018-09-01,수락한신,59.95,14.0,1997-01-01,29300,서울특별시 노원구
2018-09-01,은빛2단지,59.95,12.0,1998-01-01,37000,서울특별시 노원구
2018-09-01,은빛1단지,49.77,1.0,1998-01-01,26650,서울특별시 노원구
2018-09-01,은빛1단지,49.77,12.0,1998-01-01,29500,서울특별시 노원구
2018-09-01,은빛1단지,49.77,1.0,1998-01-01,27000,서울특별시 노원구
2018-09-01,상계불암대림,84.96,7.0,2000-01-01,50000,서울특별시 노원구
2018-09-01,상계1차중앙하이츠,134.97,5.0,1997-01-01,59000,서울특별시 노원구
2018-09-01,불암현대,114.24,11.0,1999-01-01,52000,서울특별시 노원구
2018-09-01,벽산,43.35,4.0,1989-01-01,25000,서울특별시 노원구
2018-09-02,두산,41.85,7.0,1994-01-01,22500,서울특별시 노원구
2018-09-02,수락리버시티4단지,84.96,2.0,2009-01-01,41000,서울특별시 노원구
2018-09-02,상계주공14(저층),84.41,4.0,1989-01-01,49000,서울특별시 노원구
2018-09-02,상계현대3차,84.96,7.0,1999-01-01,43000,서울특별시 노원구
2018-09-02,상계주공16(고층),59.39,2.0,1988-01-01,33000,서울특별시 노원구
2018-09-02,상계주공13(고층),58.01,6.0,1989-01-01,34800,서울특별시 노원구
2018-09-03,극동늘푸른,59.958,13.0,2000-01-01,34000,서울특별시 노원구
2018-09-03,수락리버시티3단지,84.96,10.0,2009-01-01,43000,서울특별시 노원구
2018-09-03,한신4차,84.84,1.0,1995-01-01,32000,서울특별시 노원구
2018-09-03,한신1차,45.44,1.0,1987-01-01,18700,서울특별시 노원구
2018-09-03,상계주공9(고층),49.94,14.0,1988-01-01,36000,서울특별시 노원구
2018-09-03,상계주공9(고층),49.94,10.0,1988-01-01,36000,서울특별시 노원구
2018-09-03,상계주공5(저층),31.98,5.0,1987-01-01,44500,서울특별시 노원구
2018-09-03,상계주공4(고층),59.2,3.0,1988-01-01,42900,서울특별시 노원구
2018-09-03,상계주공4(고층),41.3,13.0,1988-01-01,33500,서울특별시 노원구
2018-09-03,상계주공3(고층),84.2,11.0,1987-01-01,68000,서울특별시 노원구
2018-09-03,상계주공3(고층),75.2,8.0,1987-01-01,66000,서울특별시 노원구
2018-09-03,상계주공3(고층),32.39,6.0,1987-01-01,31000,서울특별시 노원구
2018-09-03,상계주공2(고층),58.01,6.0,1987-01-01,46500,서울특별시 노원구
2018-09-03,상계주공16(고층),59.39,14.0,1988-01-01,36000,서울특별시 노원구
2018-09-03,상계주공16(고층),45.77,2.0,1988-01-01,24800,서울특별시 노원구
2018-09-03,상계주공14(고층),41.3,15.0,1989-01-01,29900,서울특별시 노원구
2018-09-03,상계주공14(고층),49.94,14.0,1989-01-01,31000,서울특별시 노원구
2018-09-03,상계주공14(고층),49.94,13.0,1989-01-01,35000,서울특별시 노원구
2018-09-03,상계주공12(고층),41.3,1.0,1988-01-01,28900,서울특별시 노원구
2018-09-03,상계주공11(고층),60.5,8.0,1988-01-01,39800,서울특별시 노원구
2018-09-03,상계주공11(고층),49.94,11.0,1988-01-01,38000,서울특별시 노원구
2018-09-03,상계주공11(고층),49.94,12.0,1988-01-01,34500,서울특별시 노원구
2018-09-03,상계주공1(고층),58.01,9.0,1988-01-01,44000,서울특별시 노원구
2018-09-03,두산,41.85,14.0,1994-01-01,24500,서울특별시 노원구
2018-09-03,상계불암대림,59.22,23.0,2000-01-01,34500,서울특별시 노원구
2018-09-03,상계1차중앙하이츠,59.82,10.0,1997-01-01,40200,서울특별시 노원구
2018-09-03,불암현대,59.4,7.0,1999-01-01,34500,서울특별시 노원구
2018-09-03,북부현대,59.24,4.0,1996-01-01,27000,서울특별시 노원구
2018-09-03,보람2단지,68.99,7.0,1988-01-01,41000,서울특별시 노원구
2018-09-03,금호타운,84.54,3.0,1995-01-01,38000,서울특별시 노원구
2018-09-04,노원현대,84.78,9.0,1997-01-01,55000,서울특별시 노원구
2018-09-04,상계주공2(저층),84.41,5.0,1987-01-01,57000,서울특별시 노원구
2018-09-04,상계주공2(저층),46.04,5.0,1987-01-01,34000,서울특별시 노원구
2018-09-04,상계주공2(저층),59.18,1.0,1987-01-01,43000,서울특별시 노원구
2018-09-04,상계주공10(저층),47.34,1.0,1988-01-01,35000,서울특별시 노원구
2018-09-04,보람1단지,44.33,4.0,1988-01-01,26000,서울특별시 노원구
2018-09-04,상계대림e편한세상,83.87,2.0,2002-01-01,36000,서울특별시 노원구
2018-09-04,청암2단지,59.4,12.0,2001-01-01,35000,서울특별시 노원구
2018-09-04,상계현대1차,82.94,10.0,1993-01-01,34350,서울특별시 노원구
2018-09-04,한신3차,60.44,1.0,1990-01-01,25000,서울특별시 노원구
2018-09-04,한신1차,45.44,15.0,1987-01-01,21000,서울특별시 노원구
2018-09-04,상계주공9(고층),79.07,1.0,1988-01-01,53500,서울특별시 노원구
2018-09-04,상계주공9(고층),61.52,13.0,1988-01-01,43000,서울특별시 노원구
2018-09-04,상계주공9(고층),66.56,4.0,1988-01-01,47000,서울특별시 노원구
2018-09-04,상계주공7(고층),45.9,3.0,1988-01-01,40000,서울특별시 노원구
2018-09-04,상계주공4(고층),41.3,8.0,1988-01-01,33000,서울특별시 노원구
2018-09-04,상계주공3(고층),58.01,9.0,1987-01-01,55000,서울특별시 노원구
2018-09-04,상계주공2(고층),58.01,14.0,1987-01-01,47000,서울특별시 노원구
2018-09-04,상계주공16(고층),59.39,4.0,1988-01-01,33200,서울특별시 노원구
2018-09-04,상계주공16(고층),59.39,13.0,1988-01-01,34800,서울특별시 노원구
2018-09-04,상계주공16(고층),59.39,8.0,1988-01-01,36000,서울특별시 노원구
2018-09-04,상계주공14(고층),49.94,15.0,1989-01-01,33800,서울특별시 노원구
2018-09-04,상계주공12(고층),49.94,10.0,1988-01-01,32000,서울특별시 노원구
2018-09-04,상계주공12(고층),49.94,2.0,1988-01-01,34000,서울특별시 노원구
2018-09-04,상계주공12(고층),49.94,9.0,1988-01-01,36000,서울특별시 노원구
2018-09-04,상계주공11(고층),59.2,5.0,1988-01-01,35500,서울특별시 노원구
2018-09-04,상계주공11(고층),60.5,10.0,1988-01-01,36500,서울특별시 노원구
2018-09-04,상계주공1(고층),58.01,5.0,1988-01-01,39000,서울특별시 노원구
2018-09-04,상계주공1(고층),58.01,12.0,1988-01-01,38000,서울특별시 노원구
2018-09-04,두산,51.66,15.0,1994-01-01,27500,서울특별시 노원구
2018-09-04,보람2단지,79.25,5.0,1988-01-01,47400,서울특별시 노원구
2018-09-04,벽산,46.8,5.0,1989-01-01,25000,서울특별시 노원구
2018-09-04,벽산,46.8,10.0,1989-01-01,26000,서울특별시 노원구
2018-09-04,수락산벨리체,114.92,8.0,2000-01-01,57500,서울특별시 노원구
2018-09-04,상계대림,59.67,4.0,1989-01-01,35000,서울특별시 노원구
2018-09-04,대동황토방,60.0,14.0,2001-01-01,40000,서울특별시 노원구
2018-09-05,상계대림,59.67,10.0,1989-01-01,34000,서울특별시 노원구
2018-09-05,중계센트럴파크,59.75,12.0,2016-01-01,55000,서울특별시 노원구
2018-09-05,수락리버시티4단지,84.81,8.0,2009-01-01,43500,서울특별시 노원구
2018-09-05,대망드림힐1,102.014,6.0,2003-01-01,51400,서울특별시 노원구
2018-09-05,상계주공2(저층),46.04,2.0,1987-01-01,36000,서울특별시 노원구
2018-09-05,상계주공14(저층),62.17,1.0,1989-01-01,38150,서울특별시 노원구
2018-09-05,대림,93.75,1.0,1988-01-01,62500,서울특별시 노원구
2018-09-05,상록수2단지,77.257,5.0,2002-01-01,38500,서울특별시 노원구
