기준_날짜,대여소ID,대여건수,반납건수,반납-대여
2023-01-01,ST-1015,2,0,-2
2023-01-01,ST-102,4,4,0
2023-01-01,ST-103,20,9,-11
2023-01-01,ST-105,51,38,-13
2023-01-01,ST-106,108,108,0
2023-01-01,ST-107,10,12,2
2023-01-01,ST-108,6,18,12
2023-01-01,ST-109,23,26,3
2023-01-01,ST-1095,2,0,-2
2023-01-01,ST-111,10,14,4
2023-01-01,ST-112,30,35,5
2023-01-01,ST-114,12,12,0
2023-01-01,ST-1171,2,0,-2
2023-01-01,ST-1190,2,0,-2
2023-01-01,ST-1191,24,23,-1
2023-01-01,ST-1193,2,4,2
2023-01-01,ST-1194,8,6,-2
2023-01-01,ST-1195,87,125,38
2023-01-01,ST-1197,46,30,-16
2023-01-01,ST-1198,40,52,12
2023-01-01,ST-1199,8,18,10
2023-01-01,ST-1200,4,0,-4
2023-01-01,ST-1201,6,8,2
2023-01-01,ST-1202,2,0,-2
2023-01-01,ST-1212,2,0,-2
2023-01-01,ST-1213,2,0,-2
2023-01-01,ST-1215,4,2,-2
2023-01-01,ST-1263,20,18,-2
2023-01-01,ST-1266,6,6,0
2023-01-01,ST-1281,2,0,-2
2023-01-01,ST-1298,4,14,10
2023-01-01,ST-1300,10,10,0
2023-01-01,ST-1306,2,0,-2
2023-01-01,ST-1317,2,0,-2
2023-01-01,ST-1334,4,0,-4
2023-01-01,ST-1339,2,2,0
2023-01-01,ST-1344,4,4,0
2023-01-01,ST-1347,2,0,-2
2023-01-01,ST-1372,3,0,-3
2023-01-01,ST-1378,2,4,2
2023-01-01,ST-1381,2,0,-2
2023-01-01,ST-1384,2,0,-2
2023-01-01,ST-1420,2,0,-2
2023-01-01,ST-1427,4,2,-2
2023-01-01,ST-1428,2,0,-2
2023-01-01,ST-1435,2,0,-2
2023-01-01,ST-1439,2,2,0
2023-01-01,ST-144,4,0,-4
2023-01-01,ST-1440,4,7,3
2023-01-01,ST-1441,2,4,2
2023-01-01,ST-1449,4,0,-4
2023-01-01,ST-145,6,2,-4
2023-01-01,ST-1452,2,0,-2
2023-01-01,ST-1454,2,0,-2
2023-01-01,ST-1455,4,2,-2
2023-01-01,ST-150,2,0,-2
2023-01-01,ST-153,2,0,-2
2023-01-01,ST-155,2,0,-2
2023-01-01,ST-156,2,0,-2
2023-01-01,ST-1571,2,0,-2
2023-01-01,ST-1574,2,2,0
2023-01-01,ST-1575,2,0,-2
2023-01-01,ST-1599,16,14,-2
2023-01-01,ST-1601,2,0,-2
2023-01-01,ST-1603,2,0,-2
2023-01-01,ST-1606,2,4,2
2023-01-01,ST-1611,2,0,-2
2023-01-01,ST-1617,2,0,-2
2023-01-01,ST-1618,5,0,-5
2023-01-01,ST-1629,2,6,4
2023-01-01,ST-163,2,0,-2
2023-01-01,ST-1631,2,0,-2
2023-01-01,ST-1632,6,4,-2
2023-01-01,ST-1660,10,8,-2
2023-01-01,ST-1661,26,24,-2
2023-01-01,ST-1663,10,8,-2
2023-01-01,ST-1669,6,0,-6
2023-01-01,ST-1686,2,0,-2
2023-01-01,ST-1690,47,25,-22
2023-01-01,ST-1722,2,0,-2
2023-01-01,ST-1726,2,0,-2
2023-01-01,ST-1747,4,0,-4
2023-01-01,ST-175,4,6,2
2023-01-01,ST-176,6,8,2
2023-01-01,ST-177,2,0,-2
2023-01-01,ST-1772,2,0,-2
2023-01-01,ST-1779,2,0,-2
2023-01-01,ST-1780,6,4,-2
2023-01-01,ST-1781,2,4,2
2023-01-01,ST-1782,2,0,-2
2023-01-01,ST-1783,2,0,-2
2023-01-01,ST-1786,2,0,-2
2023-01-01,ST-1789,2,4,2
2023-01-01,ST-1807,3,0,-3
2023-01-01,ST-1809,4,0,-4
2023-01-01,ST-1812,2,4,2
2023-01-01,ST-1814,4,2,-2
2023-01-01,ST-1817,2,0,-2
2023-01-01,ST-1818,2,0,-2
2023-01-01,ST-1829,2,0,-2
2023-01-01,ST-1867,3,0,-3
2023-01-01,ST-187,2,0,-2
2023-01-01,ST-189,4,2,-2
2023-01-01,ST-1910,2,6,4
2023-01-01,ST-1923,2,3,1
2023-01-01,ST-198,8,8,0
2023-01-01,ST-20,2,0,-2
2023-01-01,ST-2076,2,2,0
2023-01-01,ST-2169,2,2,0
2023-01-01,ST-2191,2,0,-2
2023-01-01,ST-2199,2,0,-2
2023-01-01,ST-2267,2,0,-2
2023-01-01,ST-2268,9,8,-1
2023-01-01,ST-2269,4,4,0
2023-01-01,ST-2274,2,0,-2
2023-01-01,ST-2276,6,6,0
2023-01-01,ST-2278,2,4,2
2023-01-01,ST-2279,3,0,-3
2023-01-01,ST-2308,8,8,0
2023-01-01,ST-2310,38,42,4
2023-01-01,ST-2314,4,4,0
2023-01-01,ST-2317,8,4,-4
2023-01-01,ST-2318,21,18,-3
2023-01-01,ST-2320,6,2,-4
2023-01-01,ST-2321,18,14,-4
2023-01-01,ST-2325,4,6,2
2023-01-01,ST-2326,8,10,2
2023-01-01,ST-2327,10,12,2
2023-01-01,ST-2329,10,8,-2
2023-01-01,ST-2330,36,32,-4
2023-01-01,ST-2331,36,40,4
2023-01-01,ST-2332,31,24,-7
2023-01-01,ST-2333,2,0,-2
2023-01-01,ST-2334,12,18,6
2023-01-01,ST-2335,12,10,-2
2023-01-01,ST-2337,4,2,-2
2023-01-01,ST-2338,4,0,-4
2023-01-01,ST-2339,18,10,-8
2023-01-01,ST-234,31,23,-8
2023-01-01,ST-2340,16,8,-8
2023-01-01,ST-2341,24,30,6
2023-01-01,ST-2342,32,28,-4
2023-01-01,ST-2343,7,6,-1
2023-01-01,ST-235,28,28,0
2023-01-01,ST-236,18,16,-2
2023-01-01,ST-237,39,34,-5
2023-01-01,ST-238,14,8,-6
2023-01-01,ST-239,2,2,0
2023-01-01,ST-241,40,37,-3
2023-01-01,ST-242,6,4,-2
2023-01-01,ST-2420,66,40,-26
2023-01-01,ST-243,18,12,-6
2023-01-01,ST-2431,7,4,-3
2023-01-01,ST-244,29,38,9
2023-01-01,ST-245,4,2,-2
2023-01-01,ST-246,8,14,6
2023-01-01,ST-2466,28,30,2
2023-01-01,ST-2467,6,4,-2
2023-01-01,ST-2468,6,11,5
2023-01-01,ST-247,20,10,-10
2023-01-01,ST-248,12,12,0
2023-01-01,ST-249,22,22,0
2023-01-01,ST-2498,2,0,-2
2023-01-01,ST-250,14,20,6
2023-01-01,ST-2501,6,8,2
2023-01-01,ST-2502,2,4,2
2023-01-01,ST-2504,2,0,-2
2023-01-01,ST-2507,10,4,-6
2023-01-01,ST-2508,6,8,2
2023-01-01,ST-251,18,16,-2
2023-01-01,ST-2513,2,4,2
2023-01-01,ST-252,10,2,-8
2023-01-01,ST-253,2,5,3
2023-01-01,ST-254,2,4,2
2023-01-01,ST-2544,2,2,0
2023-01-01,ST-2545,2,4,2
2023-01-01,ST-2546,4,0,-4
2023-01-01,ST-255,2,0,-2
2023-01-01,ST-2565,2,2,0
2023-01-01,ST-258,2,8,6
2023-01-01,ST-2581,2,0,-2
2023-01-01,ST-259,6,6,0
2023-01-01,ST-2594,2,2,0
2023-01-01,ST-261,6,4,-2
2023-01-01,ST-262,8,6,-2
2023-01-01,ST-265,4,8,4
2023-01-01,ST-2685,2,0,-2
2023-01-01,ST-2693,4,2,-2
2023-01-01,ST-270,6,2,-4
2023-01-01,ST-2702,2,2,0
2023-01-01,ST-271,16,8,-8
2023-01-01,ST-272,18,14,-4
2023-01-01,ST-2722,2,0,-2
2023-01-01,ST-273,2,2,0
2023-01-01,ST-276,4,4,0
2023-01-01,ST-2787,24,18,-6
2023-01-01,ST-2834,4,4,0
2023-01-01,ST-2843,2,2,0
2023-01-01,ST-2865,6,2,-4
2023-01-01,ST-2903,6,6,0
2023-01-01,ST-2904,2,2,0
2023-01-01,ST-2922,2,0,-2
2023-01-01,ST-3002,35,40,5
2023-01-01,ST-3003,16,14,-2
2023-01-01,ST-3012,2,0,-2
2023-01-01,ST-3042,23,22,-1
2023-01-01,ST-3043,26,26,0
2023-01-01,ST-3044,28,28,0
2023-01-01,ST-3046,2,0,-2
2023-01-01,ST-3075,2,0,-2
2023-01-01,ST-3083,2,2,0
2023-01-01,ST-3099,4,8,4
2023-01-01,ST-3111,2,0,-2
2023-01-01,ST-3120,10,16,6
2023-01-01,ST-3121,10,14,4
2023-01-01,ST-3136,12,6,-6
2023-01-01,ST-3140,2,0,-2
2023-01-01,ST-3168,2,2,0
2023-01-01,ST-3186,4,4,0
2023-01-01,ST-324,2,0,-2
2023-01-01,ST-330,6,8,2
2023-01-01,ST-335,2,0,-2
2023-01-01,ST-336,2,0,-2
2023-01-01,ST-342,2,0,-2
2023-01-01,ST-358,23,20,-3
2023-01-01,ST-359,39,34,-5
2023-01-01,ST-360,52,72,20
2023-01-01,ST-361,56,57,1
2023-01-01,ST-362,36,36,0
2023-01-01,ST-363,29,27,-2
2023-01-01,ST-364,18,16,-2
2023-01-01,ST-365,2,4,2
2023-01-01,ST-366,62,81,19
2023-01-01,ST-368,61,59,-2
2023-01-01,ST-369,18,22,4
2023-01-01,ST-370,26,23,-3
2023-01-01,ST-371,22,24,2
2023-01-01,ST-372,16,27,11
2023-01-01,ST-375,42,50,8
2023-01-01,ST-376,34,44,10
2023-01-01,ST-378,2,2,0
2023-01-01,ST-384,4,0,-4
2023-01-01,ST-385,10,2,-8
2023-01-01,ST-389,2,0,-2
2023-01-01,ST-391,6,0,-6
2023-01-01,ST-392,2,2,0
2023-01-01,ST-394,2,2,0
2023-01-01,ST-397,6,4,-2
2023-01-01,ST-398,12,14,2
2023-01-01,ST-400,2,2,0
2023-01-01,ST-401,2,2,0
2023-01-01,ST-402,2,8,6
2023-01-01,ST-404,4,2,-2
2023-01-01,ST-408,10,20,10
2023-01-01,ST-409,4,6,2
2023-01-01,ST-442,10,6,-4
2023-01-01,ST-445,12,16,4
2023-01-01,ST-446,90,112,22
2023-01-01,ST-447,24,24,0
2023-01-01,ST-482,32,34,2
2023-01-01,ST-483,18,6,-12
2023-01-01,ST-506,75,66,-9
2023-01-01,ST-548,2,0,-2
2023-01-01,ST-553,2,0,-2
2023-01-01,ST-565,2,0,-2
2023-01-01,ST-595,2,2,0
2023-01-01,ST-6,2,0,-2
2023-01-01,ST-600,2,0,-2
2023-01-01,ST-645,2,0,-2
2023-01-01,ST-655,2,2,0
2023-01-01,ST-748,2,2,0
2023-01-01,ST-749,2,2,0
2023-01-01,ST-771,2,0,-2
2023-01-01,ST-791,6,4,-2
2023-01-01,ST-792,2,0,-2
2023-01-01,ST-796,2,0,-2
2023-01-01,ST-803,3,0,-3
2023-01-01,ST-827,4,4,0
2023-01-01,ST-849,4,2,-2
2023-01-01,ST-854,2,2,0
2023-01-01,ST-891,2,2,0
2023-01-01,ST-906,2,0,-2
2023-01-01,ST-910,2,4,2
2023-01-01,ST-913,2,0,-2
2023-01-01,ST-932,2,0,-2
2023-01-01,ST-967,4,0,-4
2023-01-01,ST-97,2,0,-2
2023-01-01,ST-971,2,2,0
2023-01-01,ST-98,2,0,-2
2023-01-01,ST-980,8,6,-2
2023-01-01,ST-983,8,6,-2
2023-01-01,ST-987,2,8,6
2023-01-01,ST-988,2,4,2
2023-01-01,ST-99,24,19,-5
2023-01-02,ST-102,10,6,-4
2023-01-02,ST-103,42,46,4
2023-01-02,ST-105,95,61,-34
2023-01-02,ST-106,176,184,8
2023-01-02,ST-107,24,14,-10
2023-01-02,ST-108,50,55,5
2023-01-02,ST-109,87,94,7
2023-01-02,ST-1093,4,0,-4
2023-01-02,ST-1095,6,4,-2
2023-01-02,ST-1097,2,0,-2
2023-01-02,ST-1107,2,0,-2
2023-01-02,ST-111,54,42,-12
2023-01-02,ST-112,75,86,11
2023-01-02,ST-113,2,0,-2
2023-01-02,ST-114,24,24,0
2023-01-02,ST-1161,4,2,-2
2023-01-02,ST-1171,2,2,0
2023-01-02,ST-1173,2,2,0
2023-01-02,ST-1186,2,2,0
2023-01-02,ST-1191,36,30,-6
2023-01-02,ST-1192,8,2,-6
2023-01-02,ST-1193,4,6,2
2023-01-02,ST-1194,16,10,-6
2023-01-02,ST-1195,45,60,15
2023-01-02,ST-1197,98,48,-50
2023-01-02,ST-1198,82,85,3
2023-01-02,ST-1199,16,6,-10
2023-01-02,ST-1201,2,2,0
2023-01-02,ST-1207,2,2,0
2023-01-02,ST-1215,2,4,2
2023-01-02,ST-1247,2,0,-2
2023-01-02,ST-126,2,2,0
2023-01-02,ST-1263,57,53,-4
2023-01-02,ST-1266,6,8,2
2023-01-02,ST-1298,32,34,2
2023-01-02,ST-1300,20,8,-12
2023-01-02,ST-132,2,2,0
2023-01-02,ST-1334,4,0,-4
2023-01-02,ST-1335,4,8,4
2023-01-02,ST-134,2,0,-2
2023-01-02,ST-1342,2,0,-2
2023-01-02,ST-1344,4,4,0
2023-01-02,ST-1347,2,2,0
2023-01-02,ST-1378,4,2,-2
2023-01-02,ST-1392,2,0,-2
2023-01-02,ST-1427,2,2,0
2023-01-02,ST-1428,2,4,2
2023-01-02,ST-1432,2,0,-2
2023-01-02,ST-1435,2,2,0
2023-01-02,ST-1438,2,0,-2
2023-01-02,ST-1439,2,2,0
2023-01-02,ST-1440,10,10,0
2023-01-02,ST-1449,4,4,0
2023-01-02,ST-145,4,0,-4
2023-01-02,ST-1455,4,6,2
2023-01-02,ST-1456,2,2,0
2023-01-02,ST-1457,2,2,0
2023-01-02,ST-1460,2,2,0
2023-01-02,ST-150,2,0,-2
2023-01-02,ST-152,2,2,0
2023-01-02,ST-155,2,0,-2
2023-01-02,ST-158,4,2,-2
2023-01-02,ST-1584,4,0,-4
2023-01-02,ST-159,2,2,0
2023-01-02,ST-1599,6,14,8
2023-01-02,ST-1610,2,0,-2
2023-01-02,ST-1616,4,6,2
2023-01-02,ST-1617,10,4,-6
2023-01-02,ST-1618,8,4,-4
2023-01-02,ST-162,2,4,2
2023-01-02,ST-1625,2,0,-2
2023-01-02,ST-1629,6,4,-2
2023-01-02,ST-1631,4,2,-2
2023-01-02,ST-1632,8,6,-2
2023-01-02,ST-1659,2,2,0
2023-01-02,ST-1660,16,20,4
2023-01-02,ST-1661,40,36,-4
2023-01-02,ST-1663,14,8,-6
2023-01-02,ST-1664,2,0,-2
2023-01-02,ST-1669,8,0,-8
2023-01-02,ST-1670,2,2,0
2023-01-02,ST-1690,42,66,24
2023-01-02,ST-1722,4,2,-2
2023-01-02,ST-1725,2,0,-2
2023-01-02,ST-1728,2,0,-2
2023-01-02,ST-1746,2,2,0
2023-01-02,ST-1747,2,0,-2
2023-01-02,ST-175,6,0,-6
2023-01-02,ST-176,4,12,8
2023-01-02,ST-177,8,14,6
2023-01-02,ST-1779,6,0,-6
2023-01-02,ST-1780,6,4,-2
2023-01-02,ST-1781,2,6,4
2023-01-02,ST-1783,4,2,-2
2023-01-02,ST-1786,7,2,-5
2023-01-02,ST-1787,8,4,-4
2023-01-02,ST-1789,4,2,-2
2023-01-02,ST-1807,2,0,-2
2023-01-02,ST-1812,2,4,2
2023-01-02,ST-1813,5,4,-1
2023-01-02,ST-1818,2,0,-2
2023-01-02,ST-186,2,2,0
2023-01-02,ST-1884,2,2,0
2023-01-02,ST-189,12,6,-6
2023-01-02,ST-1900,2,2,0
2023-01-02,ST-1910,2,2,0
2023-01-02,ST-1924,2,0,-2
2023-01-02,ST-1926,4,2,-2
2023-01-02,ST-198,6,8,2
2023-01-02,ST-202,2,2,0
2023-01-02,ST-205,2,0,-2
2023-01-02,ST-2075,2,0,-2
2023-01-02,ST-216,2,0,-2
2023-01-02,ST-2169,2,2,0
2023-01-02,ST-2175,2,0,-2
2023-01-02,ST-2177,2,0,-2
2023-01-02,ST-2188,2,0,-2
2023-01-02,ST-2191,2,0,-2
2023-01-02,ST-2222,2,2,0
2023-01-02,ST-2223,2,4,2
2023-01-02,ST-2237,2,2,0
2023-01-02,ST-2240,2,0,-2
2023-01-02,ST-2267,4,2,-2
2023-01-02,ST-2268,16,14,-2
2023-01-02,ST-2269,8,8,0
2023-01-02,ST-2270,2,4,2
2023-01-02,ST-2272,2,4,2
2023-01-02,ST-2276,8,4,-4
2023-01-02,ST-2278,4,4,0
2023-01-02,ST-2279,2,2,0
2023-01-02,ST-2280,2,0,-2
2023-01-02,ST-2298,2,2,0
2023-01-02,ST-2305,2,4,2
2023-01-02,ST-2308,6,6,0
2023-01-02,ST-2309,4,2,-2
2023-01-02,ST-2310,80,53,-27
2023-01-02,ST-2312,12,14,2
2023-01-02,ST-2314,7,2,-5
2023-01-02,ST-2318,26,44,18
2023-01-02,ST-2320,28,20,-8
2023-01-02,ST-2321,28,25,-3
2023-01-02,ST-2325,10,16,6
2023-01-02,ST-2326,66,61,-5
2023-01-02,ST-2327,21,25,4
2023-01-02,ST-2329,12,12,0
2023-01-02,ST-2330,73,62,-11
2023-01-02,ST-2331,50,74,24
2023-01-02,ST-2332,10,17,7
2023-01-02,ST-2333,14,14,0
2023-01-02,ST-2334,3,10,7
2023-01-02,ST-2335,6,18,12
2023-01-02,ST-2337,10,0,-10
2023-01-02,ST-2338,10,2,-8
2023-01-02,ST-2339,12,18,6
2023-01-02,ST-234,24,41,17
2023-01-02,ST-2340,28,22,-6
2023-01-02,ST-2341,91,93,2
2023-01-02,ST-2342,75,81,6
2023-01-02,ST-2343,8,6,-2
2023-01-02,ST-235,30,34,4
2023-01-02,ST-236,28,26,-2
2023-01-02,ST-237,54,42,-12
2023-01-02,ST-238,12,6,-6
2023-01-02,ST-239,6,4,-2
2023-01-02,ST-240,8,4,-4
2023-01-02,ST-2406,6,2,-4
2023-01-02,ST-2408,2,0,-2
2023-01-02,ST-241,32,23,-9
2023-01-02,ST-242,16,20,4
2023-01-02,ST-2420,46,40,-6
2023-01-02,ST-243,74,60,-14
2023-01-02,ST-2431,2,2,0
2023-01-02,ST-244,44,42,-2
2023-01-02,ST-2442,2,2,0
2023-01-02,ST-245,11,18,7
2023-01-02,ST-2450,2,0,-2
2023-01-02,ST-2459,2,2,0
2023-01-02,ST-246,10,6,-4
2023-01-02,ST-2466,74,72,-2
2023-01-02,ST-2467,32,32,0
2023-01-02,ST-2468,6,4,-2
2023-01-02,ST-247,16,8,-8
2023-01-02,ST-248,20,28,8
2023-01-02,ST-249,46,44,-2
2023-01-02,ST-2498,2,0,-2
2023-01-02,ST-2499,10,2,-8
2023-01-02,ST-250,16,34,18
2023-01-02,ST-2501,18,25,7
2023-01-02,ST-2504,2,4,2
2023-01-02,ST-2507,10,14,4
2023-01-02,ST-2508,14,14,0
2023-01-02,ST-251,52,55,3
2023-01-02,ST-2511,2,0,-2
2023-01-02,ST-252,12,6,-6
2023-01-02,ST-2527,4,2,-2
2023-01-02,ST-253,12,10,-2
2023-01-02,ST-2541,6,0,-6
2023-01-02,ST-2542,8,6,-2
2023-01-02,ST-2543,10,2,-8
2023-01-02,ST-2544,6,2,-4
2023-01-02,ST-2545,10,6,-4
2023-01-02,ST-2547,4,2,-2
2023-01-02,ST-2560,2,2,0
2023-01-02,ST-2565,2,2,0
2023-01-02,ST-258,6,0,-6
2023-01-02,ST-259,2,4,2
2023-01-02,ST-2602,2,0,-2
2023-01-02,ST-2606,2,0,-2
2023-01-02,ST-262,12,10,-2
2023-01-02,ST-2626,2,2,0
2023-01-02,ST-2630,2,0,-2
2023-01-02,ST-265,2,8,6
2023-01-02,ST-268,4,2,-2
2023-01-02,ST-269,2,2,0
2023-01-02,ST-270,4,10,6
2023-01-02,ST-271,20,8,-12
2023-01-02,ST-272,16,18,2
2023-01-02,ST-273,2,0,-2
2023-01-02,ST-274,8,4,-4
2023-01-02,ST-276,9,10,1
2023-01-02,ST-2787,16,32,16
2023-01-02,ST-2799,2,0,-2
2023-01-02,ST-2834,26,24,-2
2023-01-02,ST-2837,2,0,-2
2023-01-02,ST-2843,8,8,0
2023-01-02,ST-2846,4,2,-2
2023-01-02,ST-2856,2,2,0
2023-01-02,ST-2865,6,8,2
2023-01-02,ST-2870,2,0,-2
2023-01-02,ST-2903,2,16,14
2023-01-02,ST-2904,6,4,-2
2023-01-02,ST-2935,2,6,4
2023-01-02,ST-297,2,0,-2
2023-01-02,ST-3002,74,74,0
2023-01-02,ST-3003,86,91,5
2023-01-02,ST-3012,2,0,-2
2023-01-02,ST-3042,58,72,14
2023-01-02,ST-3043,122,142,20
2023-01-02,ST-3044,102,127,25
2023-01-02,ST-3066,2,0,-2
2023-01-02,ST-3096,2,0,-2
2023-01-02,ST-3099,28,32,4
2023-01-02,ST-3101,2,0,-2
2023-01-02,ST-3111,2,0,-2
2023-01-02,ST-3120,33,42,9
2023-01-02,ST-3121,33,32,-1
2023-01-02,ST-3136,52,46,-6
2023-01-02,ST-3155,4,3,-1
2023-01-02,ST-3160,2,0,-2
2023-01-02,ST-3161,2,0,-2
2023-01-02,ST-3165,2,0,-2
2023-01-02,ST-3168,2,0,-2
2023-01-02,ST-3186,6,2,-4
2023-01-02,ST-324,2,0,-2
2023-01-02,ST-328,2,0,-2
2023-01-02,ST-336,4,0,-4
2023-01-02,ST-338,2,2,0
2023-01-02,ST-357,2,2,0
2023-01-02,ST-358,38,45,7
2023-01-02,ST-359,34,36,2
2023-01-02,ST-360,44,52,8
2023-01-02,ST-361,54,76,22
2023-01-02,ST-362,53,79,26
2023-01-02,ST-363,39,40,1
2023-01-02,ST-364,82,98,16
2023-01-02,ST-365,6,2,-4
2023-01-02,ST-366,95,85,-10
2023-01-02,ST-368,216,189,-27
2023-01-02,ST-369,26,36,10
2023-01-02,ST-370,8,10,2
2023-01-02,ST-371,82,84,2
2023-01-02,ST-372,24,18,-6
2023-01-02,ST-375,76,64,-12
2023-01-02,ST-376,42,44,2
2023-01-02,ST-379,2,2,0
2023-01-02,ST-382,6,8,2
2023-01-02,ST-384,6,4,-2
2023-01-02,ST-385,20,6,-14
2023-01-02,ST-386,2,0,-2
2023-01-02,ST-389,2,0,-2
2023-01-02,ST-390,4,8,4
2023-01-02,ST-392,12,4,-8
2023-01-02,ST-394,30,18,-12
2023-01-02,ST-395,2,2,0
2023-01-02,ST-397,10,6,-4
2023-01-02,ST-398,40,40,0
2023-01-02,ST-400,4,12,8
2023-01-02,ST-403,2,2,0
2023-01-02,ST-404,2,2,0
2023-01-02,ST-406,2,0,-2
2023-01-02,ST-408,12,12,0
2023-01-02,ST-409,8,4,-4
2023-01-02,ST-410,8,6,-2
2023-01-02,ST-413,2,0,-2
2023-01-02,ST-442,2,4,2
2023-01-02,ST-445,50,22,-28
2023-01-02,ST-446,129,129,0
2023-01-02,ST-447,16,26,10
2023-01-02,ST-48,3,10,7
2023-01-02,ST-482,62,86,24
2023-01-02,ST-483,8,8,0
2023-01-02,ST-492,4,0,-4
2023-01-02,ST-495,2,0,-2
2023-01-02,ST-506,179,167,-12
2023-01-02,ST-539,2,0,-2
2023-01-02,ST-548,2,4,2
2023-01-02,ST-562,2,0,-2
2023-01-02,ST-567,2,0,-2
2023-01-02,ST-574,2,2,0
2023-01-02,ST-595,2,2,0
2023-01-02,ST-599,2,0,-2
2023-01-02,ST-643,2,0,-2
2023-01-02,ST-692,4,2,-2
2023-01-02,ST-693,2,0,-2
2023-01-02,ST-73,2,0,-2
2023-01-02,ST-750,2,2,0
2023-01-02,ST-788,2,2,0
2023-01-02,ST-790,4,2,-2
2023-01-02,ST-791,4,0,-4
2023-01-02,ST-792,4,4,0
2023-01-02,ST-793,2,2,0
2023-01-02,ST-797,2,0,-2
2023-01-02,ST-811,2,0,-2
2023-01-02,ST-823,2,0,-2
2023-01-02,ST-827,6,14,8
2023-01-02,ST-842,2,0,-2
2023-01-02,ST-849,2,4,2
2023-01-02,ST-866,2,0,-2
2023-01-02,ST-890,2,0,-2
2023-01-02,ST-891,2,0,-2
2023-01-02,ST-947,2,0,-2
2023-01-02,ST-953,2,0,-2
2023-01-02,ST-959,2,2,0
2023-01-02,ST-964,2,2,0
2023-01-02,ST-967,21,28,7
2023-01-02,ST-97,8,10,2
2023-01-02,ST-970,2,0,-2
2023-01-02,ST-972,2,2,0
2023-01-02,ST-973,2,0,-2
2023-01-02,ST-974,2,2,0
2023-01-02,ST-978,2,0,-2
2023-01-02,ST-98,13,2,-11
2023-01-02,ST-980,4,2,-2
2023-01-02,ST-983,18,18,0
2023-01-02,ST-984,6,6,0
2023-01-02,ST-985,6,4,-2
2023-01-02,ST-987,8,4,-4
2023-01-02,ST-988,6,0,-6
2023-01-02,ST-99,24,25,1
2023-01-03,ST-102,8,10,2
2023-01-03,ST-103,38,60,22
2023-01-03,ST-105,80,66,-14
2023-01-03,ST-106,165,162,-3
2023-01-03,ST-107,18,24,6
2023-01-03,ST-108,48,52,4
2023-01-03,ST-109,100,94,-6
2023-01-03,ST-1095,4,8,4
2023-01-03,ST-111,62,70,8
2023-01-03,ST-112,96,106,10
2023-01-03,ST-114,16,18,2
2023-01-03,ST-1169,4,0,-4
2023-01-03,ST-1172,2,0,-2
2023-01-03,ST-1191,42,40,-2
2023-01-03,ST-1192,12,0,-12
2023-01-03,ST-1193,8,6,-2
2023-01-03,ST-1194,16,16,0
2023-01-03,ST-1195,58,56,-2
2023-01-03,ST-1197,97,41,-56
2023-01-03,ST-1198,100,96,-4
2023-01-03,ST-1199,10,11,1
2023-01-03,ST-1201,2,0,-2
2023-01-03,ST-1202,4,2,-2
2023-01-03,ST-1207,2,2,0
2023-01-03,ST-1215,2,2,0
2023-01-03,ST-124,2,0,-2
2023-01-03,ST-125,2,2,0
2023-01-03,ST-1263,52,52,0
2023-01-03,ST-1266,8,6,-2
2023-01-03,ST-1279,2,0,-2
2023-01-03,ST-1280,2,0,-2
2023-01-03,ST-1298,30,32,2
2023-01-03,ST-1300,16,10,-6
2023-01-03,ST-132,2,4,2
2023-01-03,ST-1332,2,0,-2
2023-01-03,ST-1334,2,0,-2
2023-01-03,ST-1335,4,12,8
2023-01-03,ST-134,2,0,-2
2023-01-03,ST-1344,4,10,6
2023-01-03,ST-1347,2,2,0
2023-01-03,ST-1365,2,0,-2
2023-01-03,ST-1372,2,0,-2
2023-01-03,ST-1378,10,10,0
2023-01-03,ST-1383,2,0,-2
2023-01-03,ST-1409,2,0,-2
2023-01-03,ST-1427,2,0,-2
2023-01-03,ST-1428,2,2,0
2023-01-03,ST-143,2,0,-2
2023-01-03,ST-1432,2,0,-2
2023-01-03,ST-1435,2,2,0
2023-01-03,ST-1438,2,0,-2
2023-01-03,ST-1439,4,2,-2
2023-01-03,ST-1440,14,12,-2
2023-01-03,ST-1441,4,2,-2
2023-01-03,ST-1447,2,6,4
2023-01-03,ST-1449,6,4,-2
2023-01-03,ST-145,2,2,0
2023-01-03,ST-1455,4,2,-2
2023-01-03,ST-1466,2,0,-2
2023-01-03,ST-150,2,0,-2
2023-01-03,ST-152,2,2,0
2023-01-03,ST-154,2,0,-2
2023-01-03,ST-156,2,0,-2
2023-01-03,ST-1571,2,0,-2
2023-01-03,ST-1574,2,2,0
2023-01-03,ST-158,6,4,-2
2023-01-03,ST-159,2,2,0
2023-01-03,ST-1599,18,14,-4
2023-01-03,ST-1601,2,0,-2
2023-01-03,ST-1603,5,4,-1
2023-01-03,ST-1608,2,2,0
2023-01-03,ST-1610,2,2,0
2023-01-03,ST-1611,2,2,0
2023-01-03,ST-1616,6,10,4
2023-01-03,ST-1617,16,2,-14
2023-01-03,ST-1618,8,4,-4
2023-01-03,ST-1619,2,0,-2
2023-01-03,ST-162,6,6,0
2023-01-03,ST-1623,2,2,0
2023-01-03,ST-1629,10,12,2
2023-01-03,ST-1631,2,6,4
2023-01-03,ST-1632,6,6,0
2023-01-03,ST-1656,2,0,-2
2023-01-03,ST-1660,24,16,-8
2023-01-03,ST-1661,38,50,12
2023-01-03,ST-1663,12,6,-6
2023-01-03,ST-1664,4,2,-2
