기준_날짜,대여소ID,대여건수,반납건수,반납-대여
2023-04-23,ST-2956,2,0,-2
2023-04-23,ST-296,2,2,0
2023-04-23,ST-2967,2,0,-2
2023-04-23,ST-297,7,10,3
2023-04-23,ST-2984,2,0,-2
2023-04-23,ST-2988,2,0,-2
2023-04-23,ST-3002,94,104,10
2023-04-23,ST-3003,92,101,9
2023-04-23,ST-3012,2,2,0
2023-04-23,ST-3015,2,0,-2
2023-04-23,ST-3017,2,4,2
2023-04-23,ST-3025,3,0,-3
2023-04-23,ST-3039,2,0,-2
2023-04-23,ST-3042,82,119,37
2023-04-23,ST-3043,125,125,0
2023-04-23,ST-3044,48,59,11
2023-04-23,ST-3046,4,8,4
2023-04-23,ST-3049,4,3,-1
2023-04-23,ST-3052,4,2,-2
2023-04-23,ST-3054,2,0,-2
2023-04-23,ST-3056,2,0,-2
2023-04-23,ST-3072,2,6,4
2023-04-23,ST-3075,2,0,-2
2023-04-23,ST-3078,2,6,4
2023-04-23,ST-3079,2,2,0
2023-04-23,ST-3082,2,2,0
2023-04-23,ST-3083,12,11,-1
2023-04-23,ST-3086,5,4,-1
2023-04-23,ST-3092,9,0,-9
2023-04-23,ST-3096,4,0,-4
2023-04-23,ST-3099,57,65,8
2023-04-23,ST-3120,42,42,0
2023-04-23,ST-3121,72,66,-6
2023-04-23,ST-3136,42,56,14
2023-04-23,ST-3141,4,3,-1
2023-04-23,ST-315,2,0,-2
2023-04-23,ST-3158,2,0,-2
2023-04-23,ST-3160,2,0,-2
2023-04-23,ST-3165,2,4,2
2023-04-23,ST-3168,2,2,0
2023-04-23,ST-3177,2,2,0
2023-04-23,ST-3186,8,6,-2
2023-04-23,ST-3188,2,2,0
2023-04-23,ST-3198,4,4,0
2023-04-23,ST-32,2,0,-2
2023-04-23,ST-3203,4,4,0
2023-04-23,ST-3205,41,55,14
2023-04-23,ST-3206,2,4,2
2023-04-23,ST-3210,2,12,10
2023-04-23,ST-3214,4,3,-1
2023-04-23,ST-322,2,0,-2
2023-04-23,ST-3228,12,8,-4
2023-04-23,ST-325,3,3,0
2023-04-23,ST-326,2,2,0
2023-04-23,ST-329,2,2,0
2023-04-23,ST-330,10,15,5
2023-04-23,ST-334,2,0,-2
2023-04-23,ST-335,9,9,0
2023-04-23,ST-338,4,2,-2
2023-04-23,ST-339,2,4,2
2023-04-23,ST-340,2,2,0
2023-04-23,ST-357,30,28,-2
2023-04-23,ST-358,96,101,5
2023-04-23,ST-359,110,109,-1
2023-04-23,ST-360,190,175,-15
2023-04-23,ST-361,146,166,20
2023-04-23,ST-362,103,117,14
2023-04-23,ST-363,87,52,-35
2023-04-23,ST-364,45,48,3
2023-04-23,ST-365,18,12,-6
2023-04-23,ST-366,281,391,110
2023-04-23,ST-368,188,213,25
2023-04-23,ST-369,52,36,-16
2023-04-23,ST-370,20,26,6
2023-04-23,ST-371,62,53,-9
2023-04-23,ST-372,58,68,10
2023-04-23,ST-375,88,88,0
2023-04-23,ST-376,491,521,30
2023-04-23,ST-377,6,6,0
2023-04-23,ST-379,9,9,0
2023-04-23,ST-381,4,0,-4
2023-04-23,ST-382,10,12,2
2023-04-23,ST-384,12,12,0
2023-04-23,ST-385,14,6,-8
2023-04-23,ST-387,6,2,-4
2023-04-23,ST-388,8,0,-8
2023-04-23,ST-389,8,2,-6
2023-04-23,ST-390,8,8,0
2023-04-23,ST-391,6,6,0
2023-04-23,ST-392,20,26,6
2023-04-23,ST-394,12,22,10
2023-04-23,ST-395,12,4,-8
2023-04-23,ST-397,25,24,-1
2023-04-23,ST-398,52,55,3
2023-04-23,ST-400,10,25,15
2023-04-23,ST-401,2,2,0
2023-04-23,ST-402,6,5,-1
2023-04-23,ST-404,8,4,-4
2023-04-23,ST-405,4,0,-4
2023-04-23,ST-407,6,8,2
2023-04-23,ST-408,55,51,-4
2023-04-23,ST-409,19,14,-5
2023-04-23,ST-410,10,14,4
2023-04-23,ST-426,2,3,1
2023-04-23,ST-439,2,0,-2
2023-04-23,ST-440,2,2,0
2023-04-23,ST-442,26,28,2
2023-04-23,ST-444,2,0,-2
2023-04-23,ST-445,45,28,-17
2023-04-23,ST-446,237,267,30
2023-04-23,ST-447,46,51,5
2023-04-23,ST-478,2,0,-2
2023-04-23,ST-482,143,129,-14
2023-04-23,ST-483,38,35,-3
2023-04-23,ST-488,2,2,0
2023-04-23,ST-492,2,2,0
2023-04-23,ST-493,4,0,-4
2023-04-23,ST-505,2,0,-2
2023-04-23,ST-506,300,293,-7
2023-04-23,ST-53,4,2,-2
2023-04-23,ST-542,4,2,-2
2023-04-23,ST-547,3,0,-3
2023-04-23,ST-548,2,0,-2
2023-04-23,ST-553,2,0,-2
2023-04-23,ST-565,4,4,0
2023-04-23,ST-566,2,0,-2
2023-04-23,ST-571,8,0,-8
2023-04-23,ST-572,4,0,-4
2023-04-23,ST-574,2,0,-2
2023-04-23,ST-584,2,0,-2
2023-04-23,ST-590,5,0,-5
2023-04-23,ST-595,6,2,-4
2023-04-23,ST-599,2,0,-2
2023-04-23,ST-602,2,0,-2
2023-04-23,ST-603,4,0,-4
2023-04-23,ST-606,4,2,-2
2023-04-23,ST-613,2,0,-2
2023-04-23,ST-64,2,2,0
2023-04-23,ST-643,2,0,-2
2023-04-23,ST-647,2,0,-2
2023-04-23,ST-655,14,19,5
2023-04-23,ST-67,2,2,0
2023-04-23,ST-683,11,2,-9
2023-04-23,ST-692,18,10,-8
2023-04-23,ST-693,2,0,-2
2023-04-23,ST-694,2,2,0
2023-04-23,ST-695,6,5,-1
2023-04-23,ST-699,2,0,-2
2023-04-23,ST-72,6,0,-6
2023-04-23,ST-725,2,0,-2
2023-04-23,ST-73,11,3,-8
2023-04-23,ST-748,2,2,0
2023-04-23,ST-750,14,28,14
2023-04-23,ST-757,4,2,-2
2023-04-23,ST-761,2,0,-2
2023-04-23,ST-772,2,0,-2
2023-04-23,ST-776,23,23,0
2023-04-23,ST-777,15,8,-7
2023-04-23,ST-780,2,0,-2
2023-04-23,ST-788,2,4,2
2023-04-23,ST-791,13,13,0
2023-04-23,ST-792,6,2,-4
2023-04-23,ST-793,12,4,-8
2023-04-23,ST-794,2,0,-2
2023-04-23,ST-795,2,2,0
2023-04-23,ST-796,6,0,-6
2023-04-23,ST-797,2,0,-2
2023-04-23,ST-798,2,0,-2
2023-04-23,ST-799,4,2,-2
2023-04-23,ST-8,4,2,-2
2023-04-23,ST-807,2,0,-2
2023-04-23,ST-815,2,2,0
2023-04-23,ST-823,4,0,-4
2023-04-23,ST-827,19,22,3
2023-04-23,ST-840,5,21,16
2023-04-23,ST-842,8,6,-2
2023-04-23,ST-847,2,0,-2
2023-04-23,ST-853,2,0,-2
2023-04-23,ST-854,2,4,2
2023-04-23,ST-855,2,0,-2
2023-04-23,ST-857,2,0,-2
2023-04-23,ST-866,2,0,-2
2023-04-23,ST-867,2,2,0
2023-04-23,ST-877,3,0,-3
2023-04-23,ST-891,8,0,-8
2023-04-23,ST-910,6,6,0
2023-04-23,ST-912,2,6,4
2023-04-23,ST-913,2,2,0
2023-04-23,ST-914,2,2,0
2023-04-23,ST-931,2,0,-2
2023-04-23,ST-935,2,4,2
2023-04-23,ST-942,2,4,2
2023-04-23,ST-943,4,0,-4
2023-04-23,ST-944,2,0,-2
2023-04-23,ST-947,2,4,2
2023-04-23,ST-961,2,0,-2
2023-04-23,ST-963,2,0,-2
2023-04-23,ST-964,2,0,-2
2023-04-23,ST-967,10,8,-2
2023-04-23,ST-97,14,8,-6
2023-04-23,ST-970,2,2,0
2023-04-23,ST-971,2,7,5
2023-04-23,ST-972,6,6,0
2023-04-23,ST-974,17,2,-15
2023-04-23,ST-978,4,0,-4
2023-04-23,ST-98,10,12,2
2023-04-23,ST-980,16,27,11
2023-04-23,ST-983,33,22,-11
2023-04-23,ST-984,12,12,0
2023-04-23,ST-985,7,12,5
2023-04-23,ST-986,2,0,-2
2023-04-23,ST-987,26,21,-5
2023-04-23,ST-988,12,25,13
2023-04-23,ST-99,142,229,87
2023-04-24,ST-102,18,22,4
2023-04-24,ST-103,80,90,10
2023-04-24,ST-1049,2,0,-2
2023-04-24,ST-105,218,198,-20
2023-04-24,ST-106,368,383,15
2023-04-24,ST-107,79,55,-24
2023-04-24,ST-108,161,137,-24
2023-04-24,ST-1083,2,4,2
2023-04-24,ST-1086,2,0,-2
2023-04-24,ST-109,232,234,2
2023-04-24,ST-1093,2,4,2
2023-04-24,ST-1095,10,22,12
2023-04-24,ST-1097,6,10,4
2023-04-24,ST-1098,18,18,0
2023-04-24,ST-1099,2,2,0
2023-04-24,ST-11,2,2,0
2023-04-24,ST-1104,4,2,-2
2023-04-24,ST-1105,2,3,1
2023-04-24,ST-1106,2,0,-2
2023-04-24,ST-111,174,159,-15
2023-04-24,ST-1111,2,14,12
2023-04-24,ST-1114,2,0,-2
2023-04-24,ST-112,215,241,26
2023-04-24,ST-113,6,2,-4
2023-04-24,ST-1136,2,2,0
2023-04-24,ST-114,56,43,-13
2023-04-24,ST-116,2,0,-2
2023-04-24,ST-1162,2,0,-2
2023-04-24,ST-1163,2,0,-2
2023-04-24,ST-1164,2,0,-2
2023-04-24,ST-1168,2,0,-2
2023-04-24,ST-1169,2,4,2
2023-04-24,ST-117,2,0,-2
2023-04-24,ST-1171,2,4,2
2023-04-24,ST-1173,2,4,2
2023-04-24,ST-1174,4,2,-2
2023-04-24,ST-1178,4,2,-2
2023-04-24,ST-118,2,0,-2
2023-04-24,ST-1180,4,2,-2
2023-04-24,ST-1182,2,0,-2
2023-04-24,ST-1186,6,0,-6
2023-04-24,ST-119,2,0,-2
2023-04-24,ST-1191,64,76,12
2023-04-24,ST-1192,14,10,-4
2023-04-24,ST-1193,12,34,22
2023-04-24,ST-1194,49,32,-17
2023-04-24,ST-1195,256,330,74
2023-04-24,ST-1197,186,144,-42
2023-04-24,ST-1198,242,251,9
2023-04-24,ST-1199,88,83,-5
2023-04-24,ST-1200,4,12,8
2023-04-24,ST-1201,14,14,0
2023-04-24,ST-1202,6,4,-2
2023-04-24,ST-1203,2,0,-2
2023-04-24,ST-1207,2,0,-2
2023-04-24,ST-1208,2,0,-2
2023-04-24,ST-121,4,4,0
2023-04-24,ST-1212,2,0,-2
2023-04-24,ST-1215,16,8,-8
2023-04-24,ST-1216,2,0,-2
2023-04-24,ST-123,2,2,0
2023-04-24,ST-124,6,2,-4
2023-04-24,ST-1246,2,2,0
2023-04-24,ST-125,4,2,-2
2023-04-24,ST-126,8,0,-8
2023-04-24,ST-1262,2,0,-2
2023-04-24,ST-1263,97,102,5
2023-04-24,ST-1266,34,26,-8
2023-04-24,ST-1271,2,0,-2
2023-04-24,ST-1291,2,2,0
2023-04-24,ST-1298,69,79,10
2023-04-24,ST-1299,2,0,-2
2023-04-24,ST-1300,56,52,-4
2023-04-24,ST-1302,6,4,-2
2023-04-24,ST-1305,2,0,-2
2023-04-24,ST-1317,4,2,-2
2023-04-24,ST-132,6,6,0
2023-04-24,ST-1326,2,2,0
2023-04-24,ST-1332,4,8,4
2023-04-24,ST-1333,2,5,3
2023-04-24,ST-1334,14,12,-2
2023-04-24,ST-1335,30,25,-5
2023-04-24,ST-1339,4,2,-2
2023-04-24,ST-134,4,2,-2
2023-04-24,ST-1342,4,2,-2
2023-04-24,ST-1343,2,4,2
2023-04-24,ST-1344,21,28,7
2023-04-24,ST-1347,26,24,-2
2023-04-24,ST-1349,4,0,-4
2023-04-24,ST-136,2,2,0
2023-04-24,ST-1365,2,0,-2
2023-04-24,ST-137,2,0,-2
2023-04-24,ST-1370,2,4,2
2023-04-24,ST-1372,32,26,-6
2023-04-24,ST-1378,18,30,12
2023-04-24,ST-138,2,0,-2
2023-04-24,ST-1380,2,2,0
2023-04-24,ST-1392,2,2,0
2023-04-24,ST-140,2,0,-2
2023-04-24,ST-1408,2,4,2
2023-04-24,ST-1409,4,0,-4
2023-04-24,ST-142,2,4,2
2023-04-24,ST-1424,2,0,-2
2023-04-24,ST-1427,12,14,2
2023-04-24,ST-1428,4,6,2
2023-04-24,ST-1429,4,4,0
2023-04-24,ST-1432,2,0,-2
2023-04-24,ST-1435,4,0,-4
2023-04-24,ST-1439,6,8,2
2023-04-24,ST-144,2,0,-2
2023-04-24,ST-1440,44,39,-5
2023-04-24,ST-1441,16,8,-8
2023-04-24,ST-1443,6,2,-4
2023-04-24,ST-1445,2,0,-2
2023-04-24,ST-1447,6,7,1
2023-04-24,ST-1449,4,14,10
2023-04-24,ST-145,8,8,0
2023-04-24,ST-1452,4,0,-4
2023-04-24,ST-1454,6,2,-4
2023-04-24,ST-1455,12,10,-2
2023-04-24,ST-1456,7,5,-2
2023-04-24,ST-1458,2,6,4
2023-04-24,ST-1460,4,4,0
2023-04-24,ST-1469,2,2,0
2023-04-24,ST-147,6,2,-4
2023-04-24,ST-1474,2,10,8
2023-04-24,ST-148,2,0,-2
2023-04-24,ST-1509,2,0,-2
2023-04-24,ST-152,8,2,-6
2023-04-24,ST-1554,4,2,-2
2023-04-24,ST-1555,2,4,2
2023-04-24,ST-1559,4,2,-2
2023-04-24,ST-1566,4,0,-4
2023-04-24,ST-1574,2,0,-2
2023-04-24,ST-1575,2,0,-2
2023-04-24,ST-158,10,2,-8
2023-04-24,ST-1584,2,0,-2
2023-04-24,ST-1589,2,2,0
2023-04-24,ST-1599,46,58,12
2023-04-24,ST-1601,4,6,2
2023-04-24,ST-1602,2,4,2
2023-04-24,ST-1603,12,17,5
2023-04-24,ST-1605,6,0,-6
2023-04-24,ST-1606,6,2,-4
2023-04-24,ST-1607,4,0,-4
2023-04-24,ST-1608,8,4,-4
2023-04-24,ST-1609,4,0,-4
2023-04-24,ST-1610,4,0,-4
2023-04-24,ST-1611,10,7,-3
2023-04-24,ST-1616,24,26,2
2023-04-24,ST-1617,2,2,0
2023-04-24,ST-1618,22,6,-16
2023-04-24,ST-162,16,14,-2
2023-04-24,ST-1625,4,4,0
2023-04-24,ST-1628,2,4,2
2023-04-24,ST-1629,40,30,-10
2023-04-24,ST-163,6,6,0
2023-04-24,ST-1631,12,14,2
2023-04-24,ST-1632,20,24,4
2023-04-24,ST-1636,6,6,0
2023-04-24,ST-1637,4,0,-4
2023-04-24,ST-1638,2,0,-2
2023-04-24,ST-1641,2,4,2
2023-04-24,ST-1642,2,4,2
2023-04-24,ST-1654,2,0,-2
2023-04-24,ST-1659,2,2,0
2023-04-24,ST-1660,59,35,-24
2023-04-24,ST-1661,85,134,49
2023-04-24,ST-1663,30,24,-6
2023-04-24,ST-1664,4,2,-2
2023-04-24,ST-1667,2,2,0
2023-04-24,ST-1668,10,2,-8
2023-04-24,ST-1669,18,0,-18
2023-04-24,ST-167,2,0,-2
2023-04-24,ST-1670,2,2,0
2023-04-24,ST-1679,2,0,-2
2023-04-24,ST-1680,2,0,-2
2023-04-24,ST-1687,2,0,-2
2023-04-24,ST-169,4,0,-4
2023-04-24,ST-1690,110,115,5
2023-04-24,ST-1703,2,0,-2
2023-04-24,ST-1704,2,0,-2
2023-04-24,ST-1705,2,0,-2
2023-04-24,ST-171,2,2,0
2023-04-24,ST-172,4,0,-4
2023-04-24,ST-1722,18,20,2
2023-04-24,ST-1723,8,6,-2
2023-04-24,ST-1725,2,0,-2
2023-04-24,ST-1728,2,0,-2
2023-04-24,ST-1739,2,0,-2
2023-04-24,ST-174,2,0,-2
2023-04-24,ST-1745,5,0,-5
2023-04-24,ST-1746,2,2,0
2023-04-24,ST-1747,20,0,-20
2023-04-24,ST-175,10,33,23
2023-04-24,ST-1759,2,0,-2
2023-04-24,ST-176,23,20,-3
2023-04-24,ST-1760,2,0,-2
2023-04-24,ST-177,26,26,0
2023-04-24,ST-1771,2,4,2
2023-04-24,ST-1773,2,0,-2
2023-04-24,ST-1776,4,0,-4
2023-04-24,ST-1777,4,0,-4
2023-04-24,ST-1778,4,2,-2
2023-04-24,ST-1779,8,4,-4
2023-04-24,ST-178,6,2,-4
2023-04-24,ST-1780,19,15,-4
2023-04-24,ST-1781,14,8,-6
2023-04-24,ST-1782,12,8,-4
2023-04-24,ST-1783,4,2,-2
2023-04-24,ST-1785,2,2,0
2023-04-24,ST-1786,12,6,-6
2023-04-24,ST-1787,9,6,-3
2023-04-24,ST-1789,4,0,-4
2023-04-24,ST-1791,2,4,2
2023-04-24,ST-1798,4,4,0
2023-04-24,ST-1800,2,0,-2
2023-04-24,ST-1802,2,0,-2
2023-04-24,ST-1804,4,0,-4
2023-04-24,ST-1805,2,4,2
2023-04-24,ST-1807,6,0,-6
2023-04-24,ST-1809,4,0,-4
2023-04-24,ST-181,10,4,-6
2023-04-24,ST-1810,2,2,0
2023-04-24,ST-1811,10,8,-2
2023-04-24,ST-1812,6,12,6
2023-04-24,ST-1813,18,22,4
2023-04-24,ST-1814,4,4,0
2023-04-24,ST-1817,2,0,-2
2023-04-24,ST-1818,6,0,-6
2023-04-24,ST-1819,2,0,-2
2023-04-24,ST-182,6,4,-2
2023-04-24,ST-1842,2,4,2
2023-04-24,ST-185,6,2,-4
2023-04-24,ST-186,8,2,-6
2023-04-24,ST-1864,4,4,0
2023-04-24,ST-1868,4,0,-4
2023-04-24,ST-187,14,14,0
2023-04-24,ST-1881,2,0,-2
2023-04-24,ST-1887,6,4,-2
2023-04-24,ST-1889,2,0,-2
2023-04-24,ST-189,28,26,-2
2023-04-24,ST-1895,6,10,4
2023-04-24,ST-1897,2,0,-2
2023-04-24,ST-1906,2,0,-2
2023-04-24,ST-1909,2,0,-2
2023-04-24,ST-1910,4,14,10
2023-04-24,ST-1915,2,2,0
2023-04-24,ST-1923,4,2,-2
2023-04-24,ST-1926,4,4,0
2023-04-24,ST-1929,2,0,-2
2023-04-24,ST-194,2,2,0
2023-04-24,ST-195,6,6,0
2023-04-24,ST-196,8,0,-8
2023-04-24,ST-197,8,6,-2
2023-04-24,ST-1973,2,0,-2
2023-04-24,ST-198,38,38,0
2023-04-24,ST-1990,2,0,-2
2023-04-24,ST-200,2,0,-2
2023-04-24,ST-201,2,0,-2
2023-04-24,ST-204,4,0,-4
2023-04-24,ST-2040,2,0,-2
2023-04-24,ST-205,6,6,0
2023-04-24,ST-206,2,0,-2
2023-04-24,ST-2069,2,0,-2
2023-04-24,ST-2095,2,0,-2
2023-04-24,ST-21,6,0,-6
2023-04-24,ST-2102,2,4,2
2023-04-24,ST-212,2,0,-2
2023-04-24,ST-214,2,0,-2
2023-04-24,ST-2146,2,2,0
2023-04-24,ST-2154,2,0,-2
2023-04-24,ST-2165,2,0,-2
2023-04-24,ST-2168,2,0,-2
2023-04-24,ST-2177,6,4,-2
2023-04-24,ST-2178,2,0,-2
2023-04-24,ST-2181,4,0,-4
2023-04-24,ST-2184,7,8,1
2023-04-24,ST-2187,3,0,-3
2023-04-24,ST-2188,10,4,-6
2023-04-24,ST-2191,2,0,-2
2023-04-24,ST-2195,2,0,-2
2023-04-24,ST-2222,20,20,0
2023-04-24,ST-2223,2,2,0
2023-04-24,ST-2225,2,12,10
2023-04-24,ST-2226,8,6,-2
2023-04-24,ST-2227,4,0,-4
2023-04-24,ST-2231,4,4,0
2023-04-24,ST-2233,2,2,0
2023-04-24,ST-2234,2,0,-2
2023-04-24,ST-2235,2,2,0
2023-04-24,ST-2236,2,0,-2
2023-04-24,ST-2237,2,6,4
2023-04-24,ST-2240,2,9,7
2023-04-24,ST-2267,4,2,-2
2023-04-24,ST-2268,56,58,2
2023-04-24,ST-2269,30,42,12
2023-04-24,ST-2270,6,10,4
2023-04-24,ST-2271,6,0,-6
2023-04-24,ST-2272,16,4,-12
2023-04-24,ST-2273,2,4,2
2023-04-24,ST-2274,8,12,4
2023-04-24,ST-2276,4,4,0
2023-04-24,ST-2278,24,38,14
2023-04-24,ST-2279,9,8,-1
2023-04-24,ST-2280,6,6,0
2023-04-24,ST-2282,6,10,4
2023-04-24,ST-2284,4,6,2
2023-04-24,ST-2290,4,6,2
2023-04-24,ST-2292,2,2,0
2023-04-24,ST-2294,2,8,6
2023-04-24,ST-2298,4,2,-2
2023-04-24,ST-2299,2,6,4
2023-04-24,ST-2300,4,8,4
2023-04-24,ST-2301,2,6,4
2023-04-24,ST-2308,39,30,-9
2023-04-24,ST-2309,18,20,2
2023-04-24,ST-2310,176,140,-36
2023-04-24,ST-2312,19,22,3
2023-04-24,ST-2314,17,28,11
2023-04-24,ST-2317,20,17,-3
2023-04-24,ST-2318,55,48,-7
2023-04-24,ST-2320,65,43,-22
2023-04-24,ST-2321,52,91,39
2023-04-24,ST-2325,50,52,2
2023-04-24,ST-2326,198,198,0
2023-04-24,ST-2327,112,106,-6
2023-04-24,ST-2329,52,46,-6
2023-04-24,ST-233,2,0,-2
2023-04-24,ST-2330,161,156,-5
2023-04-24,ST-2331,146,176,30
2023-04-24,ST-2332,114,125,11
2023-04-24,ST-2333,30,34,4
2023-04-24,ST-2334,67,62,-5
2023-04-24,ST-2335,54,42,-12
2023-04-24,ST-2337,15,12,-3
2023-04-24,ST-2338,26,6,-20
2023-04-24,ST-2339,42,54,12
2023-04-24,ST-234,82,80,-2
2023-04-24,ST-2340,66,62,-4
2023-04-24,ST-2341,255,283,28
2023-04-24,ST-2342,183,182,-1
2023-04-24,ST-2343,42,22,-20
2023-04-24,ST-235,100,90,-10
2023-04-24,ST-2350,2,2,0
2023-04-24,ST-2355,2,2,0
2023-04-24,ST-236,72,74,2
2023-04-24,ST-237,156,160,4
2023-04-24,ST-238,26,22,-4
2023-04-24,ST-239,18,2,-16
2023-04-24,ST-240,26,38,12
2023-04-24,ST-2406,2,2,0
2023-04-24,ST-2407,8,10,2
2023-04-24,ST-2408,10,8,-2
2023-04-24,ST-241,169,106,-63
2023-04-24,ST-242,51,60,9
2023-04-24,ST-2420,304,267,-37
2023-04-24,ST-2422,12,6,-6
2023-04-24,ST-243,248,181,-67
2023-04-24,ST-2431,22,17,-5
2023-04-24,ST-2438,4,0,-4
2023-04-24,ST-244,153,152,-1
2023-04-24,ST-2442,4,2,-2
2023-04-24,ST-2444,2,0,-2
2023-04-24,ST-2446,2,2,0
2023-04-24,ST-2449,4,0,-4
2023-04-24,ST-245,48,52,4
2023-04-24,ST-2450,6,8,2
2023-04-24,ST-2451,2,2,0
2023-04-24,ST-2458,2,2,0
2023-04-24,ST-2459,2,2,0
2023-04-24,ST-246,18,24,6
2023-04-24,ST-2466,218,211,-7
2023-04-24,ST-2467,116,89,-27
2023-04-24,ST-2468,61,55,-6
2023-04-24,ST-247,35,48,13
2023-04-24,ST-248,94,78,-16
2023-04-24,ST-249,124,116,-8
2023-04-24,ST-2497,4,2,-2
2023-04-24,ST-2498,8,18,10
2023-04-24,ST-2499,32,14,-18
2023-04-24,ST-250,89,149,60
2023-04-24,ST-2500,2,8,6
2023-04-24,ST-2501,51,60,9
2023-04-24,ST-2502,8,18,10
2023-04-24,ST-2504,8,8,0
2023-04-24,ST-2506,2,4,2
2023-04-24,ST-2507,42,52,10
2023-04-24,ST-2508,46,58,12
2023-04-24,ST-2509,2,6,4
2023-04-24,ST-251,159,149,-10
2023-04-24,ST-2511,2,0,-2
2023-04-24,ST-2513,4,5,1
2023-04-24,ST-2514,2,0,-2
2023-04-24,ST-2516,2,0,-2
2023-04-24,ST-2517,2,0,-2
2023-04-24,ST-2518,6,0,-6
2023-04-24,ST-252,50,16,-34
2023-04-24,ST-2527,2,4,2
2023-04-24,ST-253,40,28,-12
2023-04-24,ST-2534,2,0,-2
2023-04-24,ST-254,4,6,2
2023-04-24,ST-2541,22,0,-22
2023-04-24,ST-2542,20,14,-6
2023-04-24,ST-2543,28,14,-14
2023-04-24,ST-2544,14,4,-10
2023-04-24,ST-2545,30,18,-12
2023-04-24,ST-2546,6,6,0
2023-04-24,ST-2547,10,6,-4
2023-04-24,ST-2549,2,0,-2
2023-04-24,ST-255,8,5,-3
2023-04-24,ST-256,2,4,2
2023-04-24,ST-2565,6,0,-6
2023-04-24,ST-257,14,5,-9
2023-04-24,ST-2571,4,0,-4
2023-04-24,ST-2573,2,0,-2
2023-04-24,ST-2574,4,0,-4
2023-04-24,ST-258,26,26,0
2023-04-24,ST-2580,2,0,-2
2023-04-24,ST-259,14,16,2
2023-04-24,ST-2591,2,0,-2
2023-04-24,ST-2593,2,0,-2
2023-04-24,ST-2594,4,6,2
2023-04-24,ST-2596,2,0,-2
2023-04-24,ST-2609,2,2,0
2023-04-24,ST-261,14,8,-6
2023-04-24,ST-262,44,76,32
2023-04-24,ST-2625,6,2,-4
2023-04-24,ST-2626,7,4,-3
2023-04-24,ST-2631,2,2,0
2023-04-24,ST-2633,2,0,-2
2023-04-24,ST-2634,2,0,-2
2023-04-24,ST-2635,2,2,0
2023-04-24,ST-265,28,30,2
2023-04-24,ST-2655,2,0,-2
2023-04-24,ST-2659,2,0,-2
2023-04-24,ST-266,6,6,0
2023-04-24,ST-2667,2,0,-2
2023-04-24,ST-2673,4,2,-2
2023-04-24,ST-268,2,2,0
2023-04-24,ST-2685,4,0,-4
2023-04-24,ST-2688,8,4,-4
2023-04-24,ST-2689,2,2,0
2023-04-24,ST-269,4,8,4
2023-04-24,ST-2690,6,6,0
2023-04-24,ST-270,18,24,6
2023-04-24,ST-2700,2,2,0
2023-04-24,ST-2702,2,6,4
2023-04-24,ST-271,39,44,5
2023-04-24,ST-2715,2,2,0
2023-04-24,ST-272,36,40,4
2023-04-24,ST-2723,2,2,0
2023-04-24,ST-273,8,18,10
2023-04-24,ST-2732,4,4,0
2023-04-24,ST-274,6,6,0
2023-04-24,ST-275,4,0,-4
2023-04-24,ST-2754,2,2,0
2023-04-24,ST-276,26,26,0
2023-04-24,ST-2787,84,82,-2
2023-04-24,ST-2791,2,0,-2
2023-04-24,ST-2793,2,2,0
2023-04-24,ST-2799,2,0,-2
2023-04-24,ST-28,4,0,-4
2023-04-24,ST-2805,2,2,0
2023-04-24,ST-2814,5,2,-3
2023-04-24,ST-2830,10,0,-10
2023-04-24,ST-2834,84,75,-9
2023-04-24,ST-2839,2,0,-2
2023-04-24,ST-2843,16,22,6
2023-04-24,ST-2845,2,0,-2
2023-04-24,ST-2846,2,6,4
2023-04-24,ST-2854,2,0,-2
2023-04-24,ST-2856,4,4,0
2023-04-24,ST-2865,14,28,14
2023-04-24,ST-2868,2,0,-2
2023-04-24,ST-2876,2,0,-2
2023-04-24,ST-2891,8,12,4
2023-04-24,ST-2896,4,2,-2
2023-04-24,ST-2903,22,31,9
2023-04-24,ST-2904,20,22,2
2023-04-24,ST-2905,8,16,8
2023-04-24,ST-2906,2,0,-2
2023-04-24,ST-2915,2,0,-2
2023-04-24,ST-2921,2,2,0
2023-04-24,ST-2922,8,8,0
2023-04-24,ST-2924,2,0,-2
2023-04-24,ST-2935,2,6,4
2023-04-24,ST-294,2,0,-2
2023-04-24,ST-295,2,0,-2
2023-04-24,ST-2952,2,4,2
2023-04-24,ST-296,2,2,0
2023-04-24,ST-297,6,8,2
2023-04-24,ST-2972,2,0,-2
2023-04-24,ST-2991,2,0,-2
2023-04-24,ST-3002,200,170,-30
2023-04-24,ST-3003,188,259,71
2023-04-24,ST-3012,4,4,0
2023-04-24,ST-3019,2,2,0
2023-04-24,ST-3023,2,4,2
2023-04-24,ST-3025,2,0,-2
2023-04-24,ST-3026,2,0,-2
2023-04-24,ST-3042,177,138,-39
2023-04-24,ST-3043,289,295,6
2023-04-24,ST-3044,195,212,17
2023-04-24,ST-3046,6,6,0
2023-04-24,ST-3053,4,0,-4
2023-04-24,ST-3064,2,4,2
2023-04-24,ST-3066,6,0,-6
2023-04-24,ST-3072,4,2,-2
2023-04-24,ST-3075,4,0,-4
2023-04-24,ST-3079,14,6,-8
2023-04-24,ST-3083,4,2,-2
2023-04-24,ST-3092,2,2,0
2023-04-24,ST-3096,4,0,-4
